Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-10
Balonne Shire,271,2022-06-10
Banana Shire,585,2022-06-10
Barcaldine Regional,60,2022-06-10
Barcoo Shire,3,2022-06-10
Blackall Tambo Regional,46,2022-06-10
Boulia Shire,11,2022-06-10
Brisbane City,129137,2022-06-10
Bulloo Shire,8,2022-06-10
Bundaberg Regional,6492,2022-06-10
Burdekin Shire,1125,2022-06-10
Burke Shire,7,2022-06-10
Cairns Regional,39330,2022-06-10
Carpentaria Shire,150,2022-06-10
Cassowary Coast Regional,4268,2022-06-10
Central Highlands Regional,1660,2022-06-10
Charters Towers Regional,265,2022-06-10
Cherbourg Aboriginal Shire,299,2022-06-10
Cloncurry Shire,128,2022-06-10
Cook Shire,889,2022-06-10
Croydon Shire,11,2022-06-10
Diamantina Shire,20,2022-06-10
Doomadgee Aboriginal Shire,155,2022-06-10
Douglas Shire,2495,2022-06-10
Etheridge Shire,50,2022-06-10
Flinders Shire,96,2022-06-10
Fraser Coast Regional,8998,2022-06-10
Gladstone Regional,3152,2022-06-10
Gold Coast City,72794,2022-06-10
Goondiwindi Regional,526,2022-06-10
Gympie Regional,3101,2022-06-10
Hinchinbrook Shire,426,2022-06-10
Hope Vale Aboriginal Shire,256,2022-06-10
Interstate/Other,15052,2022-06-10
Ipswich City,27430,2022-06-10
Isaac Regional,878,2022-06-10
Kowanyama Aboriginal Shire,156,2022-06-10
Livingstone Shire,2331,2022-06-10
Lockhart River Aboriginal Shire,124,2022-06-10
Lockyer Valley Regional,2556,2022-06-10
Logan City,35252,2022-06-10
Longreach Regional,74,2022-06-10
Mackay Regional,10372,2022-06-10
Mapoon Aboriginal Shire,62,2022-06-10
Maranoa Regional,776,2022-06-10
Mareeba Shire,4041,2022-06-10
McKinlay Shire,8,2022-06-10
Moreton Bay Regional,45623,2022-06-10
Mornington Shire,126,2022-06-10
Mount Isa City,702,2022-06-10
Murweh Shire,176,2022-06-10
Napranum Aboriginal Shire,249,2022-06-10
Noosa Shire,4944,2022-06-10
North Burnett Regional,437,2022-06-10
Northern Peninsula Area Regional,645,2022-06-10
Not Supplied,682217,2022-06-10
Palm Island Aboriginal Shire,660,2022-06-10
Paroo Shire,64,2022-06-10
Pormpuraaw Aboriginal Shire,193,2022-06-10
Quilpie Shire,24,2022-06-10
Redland City,14489,2022-06-10
Richmond Shire,33,2022-06-10
Rockhampton Regional,5700,2022-06-10
Scenic Rim Regional,2284,2022-06-10
Somerset Regional,1522,2022-06-10
South Burnett Regional,1177,2022-06-10
Southern Downs Regional,2022,2022-06-10
Sunshine Coast Regional,33375,2022-06-10
Tablelands Regional,3448,2022-06-10
Toowoomba Regional,9624,2022-06-10
Torres Shire,1185,2022-06-10
Torres Strait Island Regional,910,2022-06-10
Townsville City,22102,2022-06-10
Weipa Town,1182,2022-06-10
Western Downs Regional,1213,2022-06-10
Whitsunday Regional,2443,2022-06-10
Winton Shire,23,2022-06-10
Woorabinda Aboriginal Shire,93,2022-06-10
Wujal Wujal Aboriginal Shire,91,2022-06-10
Yarrabah Aboriginal Shire,794,2022-06-10
Total cases,1215790,2022-06-10
