Local Government Area,Total cases,Date
Aurukun Shire,92,2022-03-30
Balonne Shire,145,2022-03-30
Banana Shire,475,2022-03-30
Barcaldine Regional,23,2022-03-30
Barcoo Shire,2,2022-03-30
Blackall Tambo Regional,21,2022-03-30
Boulia Shire,9,2022-03-30
Brisbane City,99471,2022-03-30
Bulloo Shire,7,2022-03-30
Bundaberg Regional,4498,2022-03-30
Burdekin Shire,944,2022-03-30
Burke Shire,5,2022-03-30
Cairns Regional,24861,2022-03-30
Carpentaria Shire,131,2022-03-30
Cassowary Coast Regional,2698,2022-03-30
Central Highlands Regional,1218,2022-03-30
Charters Towers Regional,235,2022-03-30
Cherbourg Aboriginal Shire,214,2022-03-30
Cloncurry Shire,106,2022-03-30
Cook Shire,636,2022-03-30
Croydon Shire,4,2022-03-30
Diamantina Shire,3,2022-03-30
Doomadgee Aboriginal Shire,156,2022-03-30
Douglas Shire,1630,2022-03-30
Etheridge Shire,13,2022-03-30
Flinders Shire,72,2022-03-30
Fraser Coast Regional,4743,2022-03-30
Gladstone Regional,2538,2022-03-30
Gold Coast City,60433,2022-03-30
Goondiwindi Regional,439,2022-03-30
Gympie Regional,2100,2022-03-30
Hinchinbrook Shire,336,2022-03-30
Hope Vale Aboriginal Shire,205,2022-03-30
Interstate/Other,12939,2022-03-30
Ipswich City,20917,2022-03-30
Isaac Regional,753,2022-03-30
Kowanyama Aboriginal Shire,138,2022-03-30
Livingstone Shire,1829,2022-03-30
Lockhart River Aboriginal Shire,103,2022-03-30
Lockyer Valley Regional,1867,2022-03-30
Logan City,28904,2022-03-30
Longreach Regional,35,2022-03-30
Mackay Regional,7670,2022-03-30
Mapoon Aboriginal Shire,53,2022-03-30
Maranoa Regional,531,2022-03-30
Mareeba Shire,2402,2022-03-30
McKinlay Shire,8,2022-03-30
Moreton Bay Regional,33756,2022-03-30
Mornington Shire,118,2022-03-30
Mount Isa City,657,2022-03-30
Murweh Shire,98,2022-03-30
Napranum Aboriginal Shire,225,2022-03-30
Noosa Shire,3855,2022-03-30
North Burnett Regional,305,2022-03-30
Northern Peninsula Area Regional,590,2022-03-30
Not Supplied,354998,2022-03-30
Palm Island Aboriginal Shire,629,2022-03-30
Paroo Shire,45,2022-03-30
Pormpuraaw Aboriginal Shire,180,2022-03-30
Quilpie Shire,13,2022-03-30
Redland City,10965,2022-03-30
Richmond Shire,17,2022-03-30
Rockhampton Regional,4384,2022-03-30
Scenic Rim Regional,1665,2022-03-30
Somerset Regional,1143,2022-03-30
South Burnett Regional,942,2022-03-30
Southern Downs Regional,1455,2022-03-30
Sunshine Coast Regional,25069,2022-03-30
Tablelands Regional,1992,2022-03-30
Toowoomba Regional,6226,2022-03-30
Torres Shire,942,2022-03-30
Torres Strait Island Regional,687,2022-03-30
Townsville City,15757,2022-03-30
Weipa Town,682,2022-03-30
Western Downs Regional,1035,2022-03-30
Whitsunday Regional,2226,2022-03-30
Winton Shire,18,2022-03-30
Woorabinda Aboriginal Shire,17,2022-03-30
Wujal Wujal Aboriginal Shire,55,2022-03-30
Yarrabah Aboriginal Shire,702,2022-03-30
Total cases,758060,2022-03-30
