Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-30
Balonne Shire,457,2022-11-30
Banana Shire,809,2022-11-30
Barcaldine Regional,164,2022-11-30
Barcoo Shire,4,2022-11-30
Blackall Tambo Regional,83,2022-11-30
Boulia Shire,14,2022-11-30
Brisbane City,168497,2022-11-30
Bulloo Shire,12,2022-11-30
Bundaberg Regional,10497,2022-11-30
Burdekin Shire,1466,2022-11-30
Burke Shire,28,2022-11-30
Cairns Regional,48930,2022-11-30
Carpentaria Shire,170,2022-11-30
Cassowary Coast Regional,5723,2022-11-30
Central Highlands Regional,2172,2022-11-30
Charters Towers Regional,1189,2022-11-30
Cherbourg Aboriginal Shire,391,2022-11-30
Cloncurry Shire,183,2022-11-30
Cook Shire,1164,2022-11-30
Croydon Shire,23,2022-11-30
Diamantina Shire,32,2022-11-30
Doomadgee Aboriginal Shire,175,2022-11-30
Douglas Shire,3033,2022-11-30
Etheridge Shire,68,2022-11-30
Flinders Shire,181,2022-11-30
Fraser Coast Regional,12418,2022-11-30
Gladstone Regional,4822,2022-11-30
Gold Coast City,92424,2022-11-30
Goondiwindi Regional,791,2022-11-30
Gympie Regional,4152,2022-11-30
Hinchinbrook Shire,618,2022-11-30
Hope Vale Aboriginal Shire,339,2022-11-30
Interstate/Other,21028,2022-11-30
Ipswich City,33308,2022-11-30
Isaac Regional,1087,2022-11-30
Kowanyama Aboriginal Shire,196,2022-11-30
Livingstone Shire,2989,2022-11-30
Lockhart River Aboriginal Shire,157,2022-11-30
Lockyer Valley Regional,3285,2022-11-30
Logan City,43554,2022-11-30
Longreach Regional,154,2022-11-30
Mackay Regional,13300,2022-11-30
Mapoon Aboriginal Shire,82,2022-11-30
Maranoa Regional,1208,2022-11-30
Mareeba Shire,5533,2022-11-30
McKinlay Shire,22,2022-11-30
Moreton Bay Regional,61528,2022-11-30
Mornington Shire,136,2022-11-30
Mount Isa City,2051,2022-11-30
Murweh Shire,349,2022-11-30
Napranum Aboriginal Shire,277,2022-11-30
Noosa Shire,6592,2022-11-30
North Burnett Regional,717,2022-11-30
Northern Peninsula Area Regional,774,2022-11-30
Not Supplied,920632,2022-11-30
Palm Island Aboriginal Shire,763,2022-11-30
Paroo Shire,94,2022-11-30
Pormpuraaw Aboriginal Shire,228,2022-11-30
Quilpie Shire,46,2022-11-30
Redland City,18618,2022-11-30
Richmond Shire,51,2022-11-30
Rockhampton Regional,6977,2022-11-30
Scenic Rim Regional,3169,2022-11-30
Somerset Regional,1985,2022-11-30
South Burnett Regional,1736,2022-11-30
Southern Downs Regional,3200,2022-11-30
Sunshine Coast Regional,43147,2022-11-30
Tablelands Regional,4798,2022-11-30
Toowoomba Regional,18505,2022-11-30
Torres Shire,1366,2022-11-30
Torres Strait Island Regional,1050,2022-11-30
Townsville City,28910,2022-11-30
Weipa Town,1507,2022-11-30
Western Downs Regional,1737,2022-11-30
Whitsunday Regional,3215,2022-11-30
Winton Shire,46,2022-11-30
Woorabinda Aboriginal Shire,331,2022-11-30
Wujal Wujal Aboriginal Shire,111,2022-11-30
Yarrabah Aboriginal Shire,1271,2022-11-30
Total cases,1622985,2022-11-30
