Local Government Area,Total cases,Date
Aurukun Shire,46,2022-02-02
Balonne Shire,89,2022-02-02
Banana Shire,228,2022-02-02
Barcaldine Regional,17,2022-02-02
Barcoo Shire,2,2022-02-02
Blackall Tambo Regional,17,2022-02-02
Brisbane City,73675,2022-02-02
Bulloo Shire,4,2022-02-02
Bundaberg Regional,2010,2022-02-02
Burdekin Shire,506,2022-02-02
Burke Shire,4,2022-02-02
Cairns Regional,13764,2022-02-02
Carpentaria Shire,30,2022-02-02
Cassowary Coast Regional,1394,2022-02-02
Central Highlands Regional,663,2022-02-02
Charters Towers Regional,66,2022-02-02
Cherbourg Aboriginal Shire,145,2022-02-02
Cloncurry Shire,59,2022-02-02
Cook Shire,245,2022-02-02
Croydon Shire,2,2022-02-02
Diamantina Shire,2,2022-02-02
Doomadgee Aboriginal Shire,44,2022-02-02
Douglas Shire,1033,2022-02-02
Etheridge Shire,5,2022-02-02
Flinders Shire,22,2022-02-02
Fraser Coast Regional,2335,2022-02-02
Gladstone Regional,1088,2022-02-02
Gold Coast City,47083,2022-02-02
Goondiwindi Regional,292,2022-02-02
Gympie Regional,1147,2022-02-02
Hinchinbrook Shire,195,2022-02-02
Hope Vale Aboriginal Shire,9,2022-02-02
Interstate/Other,11520,2022-02-02
Ipswich City,14692,2022-02-02
Isaac Regional,510,2022-02-02
Kowanyama Aboriginal Shire,51,2022-02-02
Livingstone Shire,1036,2022-02-02
Lockhart River Aboriginal Shire,72,2022-02-02
Lockyer Valley Regional,1365,2022-02-02
Logan City,21897,2022-02-02
Longreach Regional,28,2022-02-02
Mackay Regional,4522,2022-02-02
Mapoon Aboriginal Shire,8,2022-02-02
Maranoa Regional,312,2022-02-02
Mareeba Shire,1253,2022-02-02
McKinlay Shire,4,2022-02-02
Moreton Bay Regional,21328,2022-02-02
Mornington Shire,11,2022-02-02
Mount Isa City,183,2022-02-02
Murweh Shire,85,2022-02-02
Napranum Aboriginal Shire,26,2022-02-02
Noosa Shire,3000,2022-02-02
North Burnett Regional,181,2022-02-02
Northern Peninsula Area Regional,237,2022-02-02
Not Supplied,139253,2022-02-02
Palm Island Aboriginal Shire,298,2022-02-02
Paroo Shire,27,2022-02-02
Pormpuraaw Aboriginal Shire,3,2022-02-02
Quilpie Shire,12,2022-02-02
Redland City,7212,2022-02-02
Richmond Shire,3,2022-02-02
Rockhampton Regional,2059,2022-02-02
Scenic Rim Regional,1111,2022-02-02
Somerset Regional,825,2022-02-02
South Burnett Regional,651,2022-02-02
Southern Downs Regional,987,2022-02-02
Sunshine Coast Regional,17271,2022-02-02
Tablelands Regional,859,2022-02-02
Toowoomba Regional,4109,2022-02-02
Torres Shire,283,2022-02-02
Torres Strait Island Regional,235,2022-02-02
Townsville City,6788,2022-02-02
Weipa Town,143,2022-02-02
Western Downs Regional,758,2022-02-02
Whitsunday Regional,1772,2022-02-02
Winton Shire,10,2022-02-02
Woorabinda Aboriginal Shire,10,2022-02-02
Wujal Wujal Aboriginal Shire,8,2022-02-02
Yarrabah Aboriginal Shire,441,2022-02-02
Total cases,413670,2022-02-02
