Local Government Area,Total cases,Date
Aurukun Shire,97,2022-07-04
Balonne Shire,293,2022-07-04
Banana Shire,614,2022-07-04
Barcaldine Regional,89,2022-07-04
Barcoo Shire,3,2022-07-04
Blackall Tambo Regional,51,2022-07-04
Boulia Shire,11,2022-07-04
Brisbane City,133548,2022-07-04
Bulloo Shire,8,2022-07-04
Bundaberg Regional,6936,2022-07-04
Burdekin Shire,1182,2022-07-04
Burke Shire,7,2022-07-04
Cairns Regional,40811,2022-07-04
Carpentaria Shire,156,2022-07-04
Cassowary Coast Regional,4505,2022-07-04
Central Highlands Regional,1749,2022-07-04
Charters Towers Regional,276,2022-07-04
Cherbourg Aboriginal Shire,314,2022-07-04
Cloncurry Shire,132,2022-07-04
Cook Shire,919,2022-07-04
Croydon Shire,15,2022-07-04
Diamantina Shire,20,2022-07-04
Doomadgee Aboriginal Shire,158,2022-07-04
Douglas Shire,2586,2022-07-04
Etheridge Shire,53,2022-07-04
Flinders Shire,146,2022-07-04
Fraser Coast Regional,9950,2022-07-04
Gladstone Regional,3272,2022-07-04
Gold Coast City,74708,2022-07-04
Goondiwindi Regional,573,2022-07-04
Gympie Regional,3257,2022-07-04
Hinchinbrook Shire,438,2022-07-04
Hope Vale Aboriginal Shire,267,2022-07-04
Interstate/Other,70278,2022-07-04
Ipswich City,28267,2022-07-04
Isaac Regional,894,2022-07-04
Kowanyama Aboriginal Shire,159,2022-07-04
Livingstone Shire,2386,2022-07-04
Lockhart River Aboriginal Shire,127,2022-07-04
Lockyer Valley Regional,2695,2022-07-04
Logan City,36246,2022-07-04
Longreach Regional,83,2022-07-04
Mackay Regional,10661,2022-07-04
Mapoon Aboriginal Shire,66,2022-07-04
Maranoa Regional,859,2022-07-04
Mareeba Shire,4315,2022-07-04
McKinlay Shire,10,2022-07-04
Moreton Bay Regional,47367,2022-07-04
Mornington Shire,128,2022-07-04
Mount Isa City,732,2022-07-04
Murweh Shire,196,2022-07-04
Napranum Aboriginal Shire,253,2022-07-04
Noosa Shire,5113,2022-07-04
North Burnett Regional,453,2022-07-04
Northern Peninsula Area Regional,653,2022-07-04
Not Supplied,701035,2022-07-04
Palm Island Aboriginal Shire,669,2022-07-04
Paroo Shire,69,2022-07-04
Pormpuraaw Aboriginal Shire,194,2022-07-04
Quilpie Shire,26,2022-07-04
Redland City,15040,2022-07-04
Richmond Shire,33,2022-07-04
Rockhampton Regional,5860,2022-07-04
Scenic Rim Regional,2419,2022-07-04
Somerset Regional,1609,2022-07-04
South Burnett Regional,1259,2022-07-04
Southern Downs Regional,2238,2022-07-04
Sunshine Coast Regional,34326,2022-07-04
Tablelands Regional,3682,2022-07-04
Toowoomba Regional,10888,2022-07-04
Torres Shire,1194,2022-07-04
Torres Strait Island Regional,913,2022-07-04
Townsville City,23682,2022-07-04
Weipa Town,1219,2022-07-04
Western Downs Regional,1291,2022-07-04
Whitsunday Regional,2512,2022-07-04
Winton Shire,24,2022-07-04
Woorabinda Aboriginal Shire,301,2022-07-04
Wujal Wujal Aboriginal Shire,92,2022-07-04
Yarrabah Aboriginal Shire,820,2022-07-04
Total cases,1310480,2022-07-04
