Local Government Area,Total cases,Date
Aurukun Shire,75,2022-02-10
Balonne Shire,97,2022-02-10
Banana Shire,282,2022-02-10
Barcaldine Regional,17,2022-02-10
Barcoo Shire,2,2022-02-10
Blackall Tambo Regional,19,2022-02-10
Boulia Shire,1,2022-02-10
Brisbane City,79609,2022-02-10
Bulloo Shire,5,2022-02-10
Bundaberg Regional,2492,2022-02-10
Burdekin Shire,704,2022-02-10
Burke Shire,4,2022-02-10
Cairns Regional,15769,2022-02-10
Carpentaria Shire,71,2022-02-10
Cassowary Coast Regional,1649,2022-02-10
Central Highlands Regional,821,2022-02-10
Charters Towers Regional,156,2022-02-10
Cherbourg Aboriginal Shire,177,2022-02-10
Cloncurry Shire,69,2022-02-10
Cook Shire,290,2022-02-10
Croydon Shire,2,2022-02-10
Diamantina Shire,2,2022-02-10
Doomadgee Aboriginal Shire,82,2022-02-10
Douglas Shire,1142,2022-02-10
Etheridge Shire,5,2022-02-10
Flinders Shire,49,2022-02-10
Fraser Coast Regional,2697,2022-02-10
Gladstone Regional,1338,2022-02-10
Gold Coast City,50854,2022-02-10
Goondiwindi Regional,357,2022-02-10
Gympie Regional,1387,2022-02-10
Hinchinbrook Shire,240,2022-02-10
Hope Vale Aboriginal Shire,24,2022-02-10
Interstate/Other,12025,2022-02-10
Ipswich City,16339,2022-02-10
Isaac Regional,577,2022-02-10
Kowanyama Aboriginal Shire,97,2022-02-10
Livingstone Shire,1281,2022-02-10
Lockhart River Aboriginal Shire,83,2022-02-10
Lockyer Valley Regional,1572,2022-02-10
Logan City,24043,2022-02-10
Longreach Regional,29,2022-02-10
Mackay Regional,5311,2022-02-10
Mapoon Aboriginal Shire,9,2022-02-10
Maranoa Regional,405,2022-02-10
Mareeba Shire,1532,2022-02-10
McKinlay Shire,4,2022-02-10
Moreton Bay Regional,24447,2022-02-10
Mornington Shire,13,2022-02-10
Mount Isa City,459,2022-02-10
Murweh Shire,87,2022-02-10
Napranum Aboriginal Shire,67,2022-02-10
Noosa Shire,3253,2022-02-10
North Burnett Regional,202,2022-02-10
Northern Peninsula Area Regional,394,2022-02-10
Not Supplied,168735,2022-02-10
Palm Island Aboriginal Shire,397,2022-02-10
Paroo Shire,32,2022-02-10
Pormpuraaw Aboriginal Shire,24,2022-02-10
Quilpie Shire,13,2022-02-10
Redland City,8240,2022-02-10
Richmond Shire,4,2022-02-10
Rockhampton Regional,2507,2022-02-10
Scenic Rim Regional,1274,2022-02-10
Somerset Regional,946,2022-02-10
South Burnett Regional,745,2022-02-10
Southern Downs Regional,1130,2022-02-10
Sunshine Coast Regional,19662,2022-02-10
Tablelands Regional,982,2022-02-10
Toowoomba Regional,4600,2022-02-10
Torres Shire,401,2022-02-10
Torres Strait Island Regional,323,2022-02-10
Townsville City,9062,2022-02-10
Weipa Town,192,2022-02-10
Western Downs Regional,828,2022-02-10
Whitsunday Regional,1914,2022-02-10
Winton Shire,10,2022-02-10
Woorabinda Aboriginal Shire,11,2022-02-10
Wujal Wujal Aboriginal Shire,23,2022-02-10
Yarrabah Aboriginal Shire,610,2022-02-10
Total cases,475382,2022-02-10
