Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-25
Balonne Shire,457,2022-11-25
Banana Shire,809,2022-11-25
Barcaldine Regional,164,2022-11-25
Barcoo Shire,4,2022-11-25
Blackall Tambo Regional,83,2022-11-25
Boulia Shire,14,2022-11-25
Brisbane City,168497,2022-11-25
Bulloo Shire,12,2022-11-25
Bundaberg Regional,10497,2022-11-25
Burdekin Shire,1466,2022-11-25
Burke Shire,28,2022-11-25
Cairns Regional,48930,2022-11-25
Carpentaria Shire,170,2022-11-25
Cassowary Coast Regional,5723,2022-11-25
Central Highlands Regional,2172,2022-11-25
Charters Towers Regional,1189,2022-11-25
Cherbourg Aboriginal Shire,391,2022-11-25
Cloncurry Shire,183,2022-11-25
Cook Shire,1164,2022-11-25
Croydon Shire,23,2022-11-25
Diamantina Shire,32,2022-11-25
Doomadgee Aboriginal Shire,175,2022-11-25
Douglas Shire,3033,2022-11-25
Etheridge Shire,68,2022-11-25
Flinders Shire,181,2022-11-25
Fraser Coast Regional,12418,2022-11-25
Gladstone Regional,4822,2022-11-25
Gold Coast City,92424,2022-11-25
Goondiwindi Regional,791,2022-11-25
Gympie Regional,4152,2022-11-25
Hinchinbrook Shire,618,2022-11-25
Hope Vale Aboriginal Shire,339,2022-11-25
Interstate/Other,21028,2022-11-25
Ipswich City,33308,2022-11-25
Isaac Regional,1087,2022-11-25
Kowanyama Aboriginal Shire,196,2022-11-25
Livingstone Shire,2989,2022-11-25
Lockhart River Aboriginal Shire,157,2022-11-25
Lockyer Valley Regional,3285,2022-11-25
Logan City,43554,2022-11-25
Longreach Regional,154,2022-11-25
Mackay Regional,13300,2022-11-25
Mapoon Aboriginal Shire,82,2022-11-25
Maranoa Regional,1208,2022-11-25
Mareeba Shire,5533,2022-11-25
McKinlay Shire,22,2022-11-25
Moreton Bay Regional,61528,2022-11-25
Mornington Shire,136,2022-11-25
Mount Isa City,2051,2022-11-25
Murweh Shire,349,2022-11-25
Napranum Aboriginal Shire,277,2022-11-25
Noosa Shire,6592,2022-11-25
North Burnett Regional,717,2022-11-25
Northern Peninsula Area Regional,774,2022-11-25
Not Supplied,920632,2022-11-25
Palm Island Aboriginal Shire,763,2022-11-25
Paroo Shire,94,2022-11-25
Pormpuraaw Aboriginal Shire,228,2022-11-25
Quilpie Shire,46,2022-11-25
Redland City,18618,2022-11-25
Richmond Shire,51,2022-11-25
Rockhampton Regional,6977,2022-11-25
Scenic Rim Regional,3169,2022-11-25
Somerset Regional,1985,2022-11-25
South Burnett Regional,1736,2022-11-25
Southern Downs Regional,3200,2022-11-25
Sunshine Coast Regional,43147,2022-11-25
Tablelands Regional,4798,2022-11-25
Toowoomba Regional,18505,2022-11-25
Torres Shire,1366,2022-11-25
Torres Strait Island Regional,1050,2022-11-25
Townsville City,28910,2022-11-25
Weipa Town,1507,2022-11-25
Western Downs Regional,1737,2022-11-25
Whitsunday Regional,3215,2022-11-25
Winton Shire,46,2022-11-25
Woorabinda Aboriginal Shire,331,2022-11-25
Wujal Wujal Aboriginal Shire,111,2022-11-25
Yarrabah Aboriginal Shire,1271,2022-11-25
Total cases,1622985,2022-11-25
