Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-09
Balonne Shire,457,2022-11-09
Banana Shire,809,2022-11-09
Barcaldine Regional,164,2022-11-09
Barcoo Shire,4,2022-11-09
Blackall Tambo Regional,83,2022-11-09
Boulia Shire,14,2022-11-09
Brisbane City,168497,2022-11-09
Bulloo Shire,12,2022-11-09
Bundaberg Regional,10497,2022-11-09
Burdekin Shire,1466,2022-11-09
Burke Shire,28,2022-11-09
Cairns Regional,48930,2022-11-09
Carpentaria Shire,170,2022-11-09
Cassowary Coast Regional,5723,2022-11-09
Central Highlands Regional,2172,2022-11-09
Charters Towers Regional,1189,2022-11-09
Cherbourg Aboriginal Shire,391,2022-11-09
Cloncurry Shire,183,2022-11-09
Cook Shire,1164,2022-11-09
Croydon Shire,23,2022-11-09
Diamantina Shire,32,2022-11-09
Doomadgee Aboriginal Shire,175,2022-11-09
Douglas Shire,3033,2022-11-09
Etheridge Shire,68,2022-11-09
Flinders Shire,181,2022-11-09
Fraser Coast Regional,12418,2022-11-09
Gladstone Regional,4822,2022-11-09
Gold Coast City,92424,2022-11-09
Goondiwindi Regional,791,2022-11-09
Gympie Regional,4152,2022-11-09
Hinchinbrook Shire,618,2022-11-09
Hope Vale Aboriginal Shire,339,2022-11-09
Interstate/Other,21028,2022-11-09
Ipswich City,33308,2022-11-09
Isaac Regional,1087,2022-11-09
Kowanyama Aboriginal Shire,196,2022-11-09
Livingstone Shire,2989,2022-11-09
Lockhart River Aboriginal Shire,157,2022-11-09
Lockyer Valley Regional,3285,2022-11-09
Logan City,43554,2022-11-09
Longreach Regional,154,2022-11-09
Mackay Regional,13300,2022-11-09
Mapoon Aboriginal Shire,82,2022-11-09
Maranoa Regional,1208,2022-11-09
Mareeba Shire,5533,2022-11-09
McKinlay Shire,22,2022-11-09
Moreton Bay Regional,61528,2022-11-09
Mornington Shire,136,2022-11-09
Mount Isa City,2051,2022-11-09
Murweh Shire,349,2022-11-09
Napranum Aboriginal Shire,277,2022-11-09
Noosa Shire,6592,2022-11-09
North Burnett Regional,717,2022-11-09
Northern Peninsula Area Regional,774,2022-11-09
Not Supplied,920632,2022-11-09
Palm Island Aboriginal Shire,763,2022-11-09
Paroo Shire,94,2022-11-09
Pormpuraaw Aboriginal Shire,228,2022-11-09
Quilpie Shire,46,2022-11-09
Redland City,18618,2022-11-09
Richmond Shire,51,2022-11-09
Rockhampton Regional,6977,2022-11-09
Scenic Rim Regional,3169,2022-11-09
Somerset Regional,1985,2022-11-09
South Burnett Regional,1736,2022-11-09
Southern Downs Regional,3200,2022-11-09
Sunshine Coast Regional,43147,2022-11-09
Tablelands Regional,4798,2022-11-09
Toowoomba Regional,18505,2022-11-09
Torres Shire,1366,2022-11-09
Torres Strait Island Regional,1050,2022-11-09
Townsville City,28910,2022-11-09
Weipa Town,1507,2022-11-09
Western Downs Regional,1737,2022-11-09
Whitsunday Regional,3215,2022-11-09
Winton Shire,46,2022-11-09
Woorabinda Aboriginal Shire,331,2022-11-09
Wujal Wujal Aboriginal Shire,111,2022-11-09
Yarrabah Aboriginal Shire,1271,2022-11-09
Total cases,1622985,2022-11-09
