Local Government Area,Total cases,Date
Aurukun Shire,88,2022-03-05
Balonne Shire,114,2022-03-05
Banana Shire,390,2022-03-05
Barcaldine Regional,18,2022-03-05
Barcoo Shire,2,2022-03-05
Blackall Tambo Regional,20,2022-03-05
Boulia Shire,8,2022-03-05
Brisbane City,88739,2022-03-05
Bulloo Shire,5,2022-03-05
Bundaberg Regional,3373,2022-03-05
Burdekin Shire,880,2022-03-05
Burke Shire,4,2022-03-05
Cairns Regional,19281,2022-03-05
Carpentaria Shire,121,2022-03-05
Cassowary Coast Regional,1930,2022-03-05
Central Highlands Regional,1070,2022-03-05
Charters Towers Regional,213,2022-03-05
Cherbourg Aboriginal Shire,206,2022-03-05
Cloncurry Shire,87,2022-03-05
Cook Shire,441,2022-03-05
Croydon Shire,2,2022-03-05
Diamantina Shire,2,2022-03-05
Doomadgee Aboriginal Shire,137,2022-03-05
Douglas Shire,1349,2022-03-05
Etheridge Shire,9,2022-03-05
Flinders Shire,70,2022-03-05
Fraser Coast Regional,3554,2022-03-05
Gladstone Regional,1720,2022-03-05
Gold Coast City,55955,2022-03-05
Goondiwindi Regional,412,2022-03-05
Gympie Regional,1816,2022-03-05
Hinchinbrook Shire,305,2022-03-05
Hope Vale Aboriginal Shire,78,2022-03-05
Interstate/Other,12413,2022-03-05
Ipswich City,18398,2022-03-05
Isaac Regional,682,2022-03-05
Kowanyama Aboriginal Shire,136,2022-03-05
Livingstone Shire,1542,2022-03-05
Lockhart River Aboriginal Shire,102,2022-03-05
Lockyer Valley Regional,1699,2022-03-05
Logan City,26798,2022-03-05
Longreach Regional,34,2022-03-05
Mackay Regional,6586,2022-03-05
Mapoon Aboriginal Shire,45,2022-03-05
Maranoa Regional,460,2022-03-05
Mareeba Shire,1928,2022-03-05
McKinlay Shire,7,2022-03-05
Moreton Bay Regional,29091,2022-03-05
Mornington Shire,103,2022-03-05
Mount Isa City,626,2022-03-05
Murweh Shire,89,2022-03-05
Napranum Aboriginal Shire,213,2022-03-05
Noosa Shire,3559,2022-03-05
North Burnett Regional,236,2022-03-05
Northern Peninsula Area Regional,532,2022-03-05
Not Supplied,232044,2022-03-05
Palm Island Aboriginal Shire,594,2022-03-05
Paroo Shire,36,2022-03-05
Pormpuraaw Aboriginal Shire,179,2022-03-05
Quilpie Shire,13,2022-03-05
Redland City,9770,2022-03-05
Richmond Shire,14,2022-03-05
Rockhampton Regional,3532,2022-03-05
Scenic Rim Regional,1487,2022-03-05
Somerset Regional,1045,2022-03-05
South Burnett Regional,878,2022-03-05
Southern Downs Regional,1310,2022-03-05
Sunshine Coast Regional,22351,2022-03-05
Tablelands Regional,1131,2022-03-05
Toowoomba Regional,5302,2022-03-05
Torres Shire,728,2022-03-05
Torres Strait Island Regional,496,2022-03-05
Townsville City,12550,2022-03-05
Weipa Town,566,2022-03-05
Western Downs Regional,904,2022-03-05
Whitsunday Regional,2134,2022-03-05
Winton Shire,15,2022-03-05
Woorabinda Aboriginal Shire,15,2022-03-05
Wujal Wujal Aboriginal Shire,46,2022-03-05
Yarrabah Aboriginal Shire,681,2022-03-05
Total cases,585499,2022-03-05
