Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-22
Balonne Shire,457,2023-01-22
Banana Shire,809,2023-01-22
Barcaldine Regional,164,2023-01-22
Barcoo Shire,4,2023-01-22
Blackall Tambo Regional,83,2023-01-22
Boulia Shire,14,2023-01-22
Brisbane City,168497,2023-01-22
Bulloo Shire,12,2023-01-22
Bundaberg Regional,10497,2023-01-22
Burdekin Shire,1466,2023-01-22
Burke Shire,28,2023-01-22
Cairns Regional,48930,2023-01-22
Carpentaria Shire,170,2023-01-22
Cassowary Coast Regional,5723,2023-01-22
Central Highlands Regional,2172,2023-01-22
Charters Towers Regional,1189,2023-01-22
Cherbourg Aboriginal Shire,391,2023-01-22
Cloncurry Shire,183,2023-01-22
Cook Shire,1164,2023-01-22
Croydon Shire,23,2023-01-22
Diamantina Shire,32,2023-01-22
Doomadgee Aboriginal Shire,175,2023-01-22
Douglas Shire,3033,2023-01-22
Etheridge Shire,68,2023-01-22
Flinders Shire,181,2023-01-22
Fraser Coast Regional,12418,2023-01-22
Gladstone Regional,4822,2023-01-22
Gold Coast City,92424,2023-01-22
Goondiwindi Regional,791,2023-01-22
Gympie Regional,4152,2023-01-22
Hinchinbrook Shire,618,2023-01-22
Hope Vale Aboriginal Shire,339,2023-01-22
Interstate/Other,21028,2023-01-22
Ipswich City,33308,2023-01-22
Isaac Regional,1087,2023-01-22
Kowanyama Aboriginal Shire,196,2023-01-22
Livingstone Shire,2989,2023-01-22
Lockhart River Aboriginal Shire,157,2023-01-22
Lockyer Valley Regional,3285,2023-01-22
Logan City,43554,2023-01-22
Longreach Regional,154,2023-01-22
Mackay Regional,13300,2023-01-22
Mapoon Aboriginal Shire,82,2023-01-22
Maranoa Regional,1208,2023-01-22
Mareeba Shire,5533,2023-01-22
McKinlay Shire,22,2023-01-22
Moreton Bay Regional,61528,2023-01-22
Mornington Shire,136,2023-01-22
Mount Isa City,2051,2023-01-22
Murweh Shire,349,2023-01-22
Napranum Aboriginal Shire,277,2023-01-22
Noosa Shire,6592,2023-01-22
North Burnett Regional,717,2023-01-22
Northern Peninsula Area Regional,774,2023-01-22
Not Supplied,920632,2023-01-22
Palm Island Aboriginal Shire,763,2023-01-22
Paroo Shire,94,2023-01-22
Pormpuraaw Aboriginal Shire,228,2023-01-22
Quilpie Shire,46,2023-01-22
Redland City,18618,2023-01-22
Richmond Shire,51,2023-01-22
Rockhampton Regional,6977,2023-01-22
Scenic Rim Regional,3169,2023-01-22
Somerset Regional,1985,2023-01-22
South Burnett Regional,1736,2023-01-22
Southern Downs Regional,3200,2023-01-22
Sunshine Coast Regional,43147,2023-01-22
Tablelands Regional,4798,2023-01-22
Toowoomba Regional,18505,2023-01-22
Torres Shire,1366,2023-01-22
Torres Strait Island Regional,1050,2023-01-22
Townsville City,28910,2023-01-22
Weipa Town,1507,2023-01-22
Western Downs Regional,1737,2023-01-22
Whitsunday Regional,3215,2023-01-22
Winton Shire,46,2023-01-22
Woorabinda Aboriginal Shire,331,2023-01-22
Wujal Wujal Aboriginal Shire,111,2023-01-22
Yarrabah Aboriginal Shire,1271,2023-01-22
Total cases,1622985,2023-01-22
