Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-11
Balonne Shire,457,2022-12-11
Banana Shire,809,2022-12-11
Barcaldine Regional,164,2022-12-11
Barcoo Shire,4,2022-12-11
Blackall Tambo Regional,83,2022-12-11
Boulia Shire,14,2022-12-11
Brisbane City,168497,2022-12-11
Bulloo Shire,12,2022-12-11
Bundaberg Regional,10497,2022-12-11
Burdekin Shire,1466,2022-12-11
Burke Shire,28,2022-12-11
Cairns Regional,48930,2022-12-11
Carpentaria Shire,170,2022-12-11
Cassowary Coast Regional,5723,2022-12-11
Central Highlands Regional,2172,2022-12-11
Charters Towers Regional,1189,2022-12-11
Cherbourg Aboriginal Shire,391,2022-12-11
Cloncurry Shire,183,2022-12-11
Cook Shire,1164,2022-12-11
Croydon Shire,23,2022-12-11
Diamantina Shire,32,2022-12-11
Doomadgee Aboriginal Shire,175,2022-12-11
Douglas Shire,3033,2022-12-11
Etheridge Shire,68,2022-12-11
Flinders Shire,181,2022-12-11
Fraser Coast Regional,12418,2022-12-11
Gladstone Regional,4822,2022-12-11
Gold Coast City,92424,2022-12-11
Goondiwindi Regional,791,2022-12-11
Gympie Regional,4152,2022-12-11
Hinchinbrook Shire,618,2022-12-11
Hope Vale Aboriginal Shire,339,2022-12-11
Interstate/Other,21028,2022-12-11
Ipswich City,33308,2022-12-11
Isaac Regional,1087,2022-12-11
Kowanyama Aboriginal Shire,196,2022-12-11
Livingstone Shire,2989,2022-12-11
Lockhart River Aboriginal Shire,157,2022-12-11
Lockyer Valley Regional,3285,2022-12-11
Logan City,43554,2022-12-11
Longreach Regional,154,2022-12-11
Mackay Regional,13300,2022-12-11
Mapoon Aboriginal Shire,82,2022-12-11
Maranoa Regional,1208,2022-12-11
Mareeba Shire,5533,2022-12-11
McKinlay Shire,22,2022-12-11
Moreton Bay Regional,61528,2022-12-11
Mornington Shire,136,2022-12-11
Mount Isa City,2051,2022-12-11
Murweh Shire,349,2022-12-11
Napranum Aboriginal Shire,277,2022-12-11
Noosa Shire,6592,2022-12-11
North Burnett Regional,717,2022-12-11
Northern Peninsula Area Regional,774,2022-12-11
Not Supplied,920632,2022-12-11
Palm Island Aboriginal Shire,763,2022-12-11
Paroo Shire,94,2022-12-11
Pormpuraaw Aboriginal Shire,228,2022-12-11
Quilpie Shire,46,2022-12-11
Redland City,18618,2022-12-11
Richmond Shire,51,2022-12-11
Rockhampton Regional,6977,2022-12-11
Scenic Rim Regional,3169,2022-12-11
Somerset Regional,1985,2022-12-11
South Burnett Regional,1736,2022-12-11
Southern Downs Regional,3200,2022-12-11
Sunshine Coast Regional,43147,2022-12-11
Tablelands Regional,4798,2022-12-11
Toowoomba Regional,18505,2022-12-11
Torres Shire,1366,2022-12-11
Torres Strait Island Regional,1050,2022-12-11
Townsville City,28910,2022-12-11
Weipa Town,1507,2022-12-11
Western Downs Regional,1737,2022-12-11
Whitsunday Regional,3215,2022-12-11
Winton Shire,46,2022-12-11
Woorabinda Aboriginal Shire,331,2022-12-11
Wujal Wujal Aboriginal Shire,111,2022-12-11
Yarrabah Aboriginal Shire,1271,2022-12-11
Total cases,1622985,2022-12-11
