Local Government Area,Total cases,Date
Aurukun Shire,136,2023-01-08
Balonne Shire,457,2023-01-08
Banana Shire,809,2023-01-08
Barcaldine Regional,164,2023-01-08
Barcoo Shire,4,2023-01-08
Blackall Tambo Regional,83,2023-01-08
Boulia Shire,14,2023-01-08
Brisbane City,168497,2023-01-08
Bulloo Shire,12,2023-01-08
Bundaberg Regional,10497,2023-01-08
Burdekin Shire,1466,2023-01-08
Burke Shire,28,2023-01-08
Cairns Regional,48930,2023-01-08
Carpentaria Shire,170,2023-01-08
Cassowary Coast Regional,5723,2023-01-08
Central Highlands Regional,2172,2023-01-08
Charters Towers Regional,1189,2023-01-08
Cherbourg Aboriginal Shire,391,2023-01-08
Cloncurry Shire,183,2023-01-08
Cook Shire,1164,2023-01-08
Croydon Shire,23,2023-01-08
Diamantina Shire,32,2023-01-08
Doomadgee Aboriginal Shire,175,2023-01-08
Douglas Shire,3033,2023-01-08
Etheridge Shire,68,2023-01-08
Flinders Shire,181,2023-01-08
Fraser Coast Regional,12418,2023-01-08
Gladstone Regional,4822,2023-01-08
Gold Coast City,92424,2023-01-08
Goondiwindi Regional,791,2023-01-08
Gympie Regional,4152,2023-01-08
Hinchinbrook Shire,618,2023-01-08
Hope Vale Aboriginal Shire,339,2023-01-08
Interstate/Other,21028,2023-01-08
Ipswich City,33308,2023-01-08
Isaac Regional,1087,2023-01-08
Kowanyama Aboriginal Shire,196,2023-01-08
Livingstone Shire,2989,2023-01-08
Lockhart River Aboriginal Shire,157,2023-01-08
Lockyer Valley Regional,3285,2023-01-08
Logan City,43554,2023-01-08
Longreach Regional,154,2023-01-08
Mackay Regional,13300,2023-01-08
Mapoon Aboriginal Shire,82,2023-01-08
Maranoa Regional,1208,2023-01-08
Mareeba Shire,5533,2023-01-08
McKinlay Shire,22,2023-01-08
Moreton Bay Regional,61528,2023-01-08
Mornington Shire,136,2023-01-08
Mount Isa City,2051,2023-01-08
Murweh Shire,349,2023-01-08
Napranum Aboriginal Shire,277,2023-01-08
Noosa Shire,6592,2023-01-08
North Burnett Regional,717,2023-01-08
Northern Peninsula Area Regional,774,2023-01-08
Not Supplied,920632,2023-01-08
Palm Island Aboriginal Shire,763,2023-01-08
Paroo Shire,94,2023-01-08
Pormpuraaw Aboriginal Shire,228,2023-01-08
Quilpie Shire,46,2023-01-08
Redland City,18618,2023-01-08
Richmond Shire,51,2023-01-08
Rockhampton Regional,6977,2023-01-08
Scenic Rim Regional,3169,2023-01-08
Somerset Regional,1985,2023-01-08
South Burnett Regional,1736,2023-01-08
Southern Downs Regional,3200,2023-01-08
Sunshine Coast Regional,43147,2023-01-08
Tablelands Regional,4798,2023-01-08
Toowoomba Regional,18505,2023-01-08
Torres Shire,1366,2023-01-08
Torres Strait Island Regional,1050,2023-01-08
Townsville City,28910,2023-01-08
Weipa Town,1507,2023-01-08
Western Downs Regional,1737,2023-01-08
Whitsunday Regional,3215,2023-01-08
Winton Shire,46,2023-01-08
Woorabinda Aboriginal Shire,331,2023-01-08
Wujal Wujal Aboriginal Shire,111,2023-01-08
Yarrabah Aboriginal Shire,1271,2023-01-08
Total cases,1622985,2023-01-08
