Local Government Area,Total cases,Date
Aurukun Shire,129,2022-08-02
Balonne Shire,428,2022-08-02
Banana Shire,776,2022-08-02
Barcaldine Regional,149,2022-08-02
Barcoo Shire,3,2022-08-02
Blackall Tambo Regional,80,2022-08-02
Boulia Shire,13,2022-08-02
Brisbane City,161896,2022-08-02
Bulloo Shire,12,2022-08-02
Bundaberg Regional,9841,2022-08-02
Burdekin Shire,1434,2022-08-02
Burke Shire,27,2022-08-02
Cairns Regional,45130,2022-08-02
Carpentaria Shire,165,2022-08-02
Cassowary Coast Regional,5121,2022-08-02
Central Highlands Regional,2098,2022-08-02
Charters Towers Regional,1143,2022-08-02
Cherbourg Aboriginal Shire,347,2022-08-02
Cloncurry Shire,172,2022-08-02
Cook Shire,1067,2022-08-02
Croydon Shire,18,2022-08-02
Diamantina Shire,30,2022-08-02
Doomadgee Aboriginal Shire,170,2022-08-02
Douglas Shire,2808,2022-08-02
Etheridge Shire,62,2022-08-02
Flinders Shire,177,2022-08-02
Fraser Coast Regional,11715,2022-08-02
Gladstone Regional,4719,2022-08-02
Gold Coast City,89190,2022-08-02
Goondiwindi Regional,741,2022-08-02
Gympie Regional,3996,2022-08-02
Hinchinbrook Shire,588,2022-08-02
Hope Vale Aboriginal Shire,321,2022-08-02
Interstate/Other,22301,2022-08-02
Ipswich City,32020,2022-08-02
Isaac Regional,1067,2022-08-02
Kowanyama Aboriginal Shire,189,2022-08-02
Livingstone Shire,2936,2022-08-02
Lockhart River Aboriginal Shire,136,2022-08-02
Lockyer Valley Regional,3064,2022-08-02
Logan City,42058,2022-08-02
Longreach Regional,137,2022-08-02
Mackay Regional,12897,2022-08-02
Mapoon Aboriginal Shire,80,2022-08-02
Maranoa Regional,1123,2022-08-02
Mareeba Shire,4885,2022-08-02
McKinlay Shire,20,2022-08-02
Moreton Bay Regional,58268,2022-08-02
Mornington Shire,132,2022-08-02
Mount Isa City,1907,2022-08-02
Murweh Shire,326,2022-08-02
Napranum Aboriginal Shire,271,2022-08-02
Noosa Shire,6328,2022-08-02
North Burnett Regional,634,2022-08-02
Northern Peninsula Area Regional,764,2022-08-02
Not Supplied,855301,2022-08-02
Palm Island Aboriginal Shire,753,2022-08-02
Paroo Shire,91,2022-08-02
Pormpuraaw Aboriginal Shire,212,2022-08-02
Quilpie Shire,43,2022-08-02
Redland City,17849,2022-08-02
Richmond Shire,52,2022-08-02
Rockhampton Regional,6811,2022-08-02
Scenic Rim Regional,3027,2022-08-02
Somerset Regional,1894,2022-08-02
South Burnett Regional,1612,2022-08-02
Southern Downs Regional,2991,2022-08-02
Sunshine Coast Regional,41514,2022-08-02
Tablelands Regional,4303,2022-08-02
Toowoomba Regional,17537,2022-08-02
Torres Shire,1303,2022-08-02
Torres Strait Island Regional,972,2022-08-02
Townsville City,28420,2022-08-02
Weipa Town,1406,2022-08-02
Western Downs Regional,1610,2022-08-02
Whitsunday Regional,3151,2022-08-02
Winton Shire,44,2022-08-02
Woorabinda Aboriginal Shire,313,2022-08-02
Wujal Wujal Aboriginal Shire,104,2022-08-02
Yarrabah Aboriginal Shire,920,2022-08-02
Total cases,1528342,2022-08-02
