Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-18
Balonne Shire,164,2022-04-18
Banana Shire,519,2022-04-18
Barcaldine Regional,33,2022-04-18
Barcoo Shire,2,2022-04-18
Blackall Tambo Regional,21,2022-04-18
Boulia Shire,9,2022-04-18
Brisbane City,111340,2022-04-18
Bulloo Shire,7,2022-04-18
Bundaberg Regional,5298,2022-04-18
Burdekin Shire,994,2022-04-18
Burke Shire,8,2022-04-18
Cairns Regional,30771,2022-04-18
Carpentaria Shire,139,2022-04-18
Cassowary Coast Regional,3260,2022-04-18
Central Highlands Regional,1412,2022-04-18
Charters Towers Regional,243,2022-04-18
Cherbourg Aboriginal Shire,237,2022-04-18
Cloncurry Shire,116,2022-04-18
Cook Shire,724,2022-04-18
Croydon Shire,4,2022-04-18
Diamantina Shire,4,2022-04-18
Doomadgee Aboriginal Shire,154,2022-04-18
Douglas Shire,1977,2022-04-18
Etheridge Shire,24,2022-04-18
Flinders Shire,75,2022-04-18
Fraser Coast Regional,6159,2022-04-18
Gladstone Regional,2818,2022-04-18
Gold Coast City,65317,2022-04-18
Goondiwindi Regional,463,2022-04-18
Gympie Regional,2493,2022-04-18
Hinchinbrook Shire,356,2022-04-18
Hope Vale Aboriginal Shire,233,2022-04-18
Interstate/Other,13575,2022-04-18
Ipswich City,23695,2022-04-18
Isaac Regional,810,2022-04-18
Kowanyama Aboriginal Shire,140,2022-04-18
Livingstone Shire,2043,2022-04-18
Lockhart River Aboriginal Shire,108,2022-04-18
Lockyer Valley Regional,2180,2022-04-18
Logan City,31235,2022-04-18
Longreach Regional,45,2022-04-18
Mackay Regional,8623,2022-04-18
Mapoon Aboriginal Shire,56,2022-04-18
Maranoa Regional,598,2022-04-18
Mareeba Shire,2877,2022-04-18
McKinlay Shire,8,2022-04-18
Moreton Bay Regional,38537,2022-04-18
Mornington Shire,124,2022-04-18
Mount Isa City,670,2022-04-18
Murweh Shire,116,2022-04-18
Napranum Aboriginal Shire,236,2022-04-18
Noosa Shire,4237,2022-04-18
North Burnett Regional,367,2022-04-18
Northern Peninsula Area Regional,606,2022-04-18
Not Supplied,459621,2022-04-18
Palm Island Aboriginal Shire,641,2022-04-18
Paroo Shire,53,2022-04-18
Pormpuraaw Aboriginal Shire,186,2022-04-18
Quilpie Shire,15,2022-04-18
Redland City,12325,2022-04-18
Richmond Shire,24,2022-04-18
Rockhampton Regional,4947,2022-04-18
Scenic Rim Regional,1877,2022-04-18
Somerset Regional,1271,2022-04-18
South Burnett Regional,1037,2022-04-18
Southern Downs Regional,1600,2022-04-18
Sunshine Coast Regional,28412,2022-04-18
Tablelands Regional,2593,2022-04-18
Toowoomba Regional,7452,2022-04-18
Torres Shire,1086,2022-04-18
Torres Strait Island Regional,836,2022-04-18
Townsville City,17374,2022-04-18
Weipa Town,862,2022-04-18
Western Downs Regional,1107,2022-04-18
Whitsunday Regional,2308,2022-04-18
Winton Shire,18,2022-04-18
Woorabinda Aboriginal Shire,17,2022-04-18
Wujal Wujal Aboriginal Shire,74,2022-04-18
Yarrabah Aboriginal Shire,730,2022-04-18
Total cases,912820,2022-04-18
