Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-26
Balonne Shire,457,2022-12-26
Banana Shire,809,2022-12-26
Barcaldine Regional,164,2022-12-26
Barcoo Shire,4,2022-12-26
Blackall Tambo Regional,83,2022-12-26
Boulia Shire,14,2022-12-26
Brisbane City,168497,2022-12-26
Bulloo Shire,12,2022-12-26
Bundaberg Regional,10497,2022-12-26
Burdekin Shire,1466,2022-12-26
Burke Shire,28,2022-12-26
Cairns Regional,48930,2022-12-26
Carpentaria Shire,170,2022-12-26
Cassowary Coast Regional,5723,2022-12-26
Central Highlands Regional,2172,2022-12-26
Charters Towers Regional,1189,2022-12-26
Cherbourg Aboriginal Shire,391,2022-12-26
Cloncurry Shire,183,2022-12-26
Cook Shire,1164,2022-12-26
Croydon Shire,23,2022-12-26
Diamantina Shire,32,2022-12-26
Doomadgee Aboriginal Shire,175,2022-12-26
Douglas Shire,3033,2022-12-26
Etheridge Shire,68,2022-12-26
Flinders Shire,181,2022-12-26
Fraser Coast Regional,12418,2022-12-26
Gladstone Regional,4822,2022-12-26
Gold Coast City,92424,2022-12-26
Goondiwindi Regional,791,2022-12-26
Gympie Regional,4152,2022-12-26
Hinchinbrook Shire,618,2022-12-26
Hope Vale Aboriginal Shire,339,2022-12-26
Interstate/Other,21028,2022-12-26
Ipswich City,33308,2022-12-26
Isaac Regional,1087,2022-12-26
Kowanyama Aboriginal Shire,196,2022-12-26
Livingstone Shire,2989,2022-12-26
Lockhart River Aboriginal Shire,157,2022-12-26
Lockyer Valley Regional,3285,2022-12-26
Logan City,43554,2022-12-26
Longreach Regional,154,2022-12-26
Mackay Regional,13300,2022-12-26
Mapoon Aboriginal Shire,82,2022-12-26
Maranoa Regional,1208,2022-12-26
Mareeba Shire,5533,2022-12-26
McKinlay Shire,22,2022-12-26
Moreton Bay Regional,61528,2022-12-26
Mornington Shire,136,2022-12-26
Mount Isa City,2051,2022-12-26
Murweh Shire,349,2022-12-26
Napranum Aboriginal Shire,277,2022-12-26
Noosa Shire,6592,2022-12-26
North Burnett Regional,717,2022-12-26
Northern Peninsula Area Regional,774,2022-12-26
Not Supplied,920632,2022-12-26
Palm Island Aboriginal Shire,763,2022-12-26
Paroo Shire,94,2022-12-26
Pormpuraaw Aboriginal Shire,228,2022-12-26
Quilpie Shire,46,2022-12-26
Redland City,18618,2022-12-26
Richmond Shire,51,2022-12-26
Rockhampton Regional,6977,2022-12-26
Scenic Rim Regional,3169,2022-12-26
Somerset Regional,1985,2022-12-26
South Burnett Regional,1736,2022-12-26
Southern Downs Regional,3200,2022-12-26
Sunshine Coast Regional,43147,2022-12-26
Tablelands Regional,4798,2022-12-26
Toowoomba Regional,18505,2022-12-26
Torres Shire,1366,2022-12-26
Torres Strait Island Regional,1050,2022-12-26
Townsville City,28910,2022-12-26
Weipa Town,1507,2022-12-26
Western Downs Regional,1737,2022-12-26
Whitsunday Regional,3215,2022-12-26
Winton Shire,46,2022-12-26
Woorabinda Aboriginal Shire,331,2022-12-26
Wujal Wujal Aboriginal Shire,111,2022-12-26
Yarrabah Aboriginal Shire,1271,2022-12-26
Total cases,1622985,2022-12-26
