Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-25
Balonne Shire,283,2022-06-25
Banana Shire,595,2022-06-25
Barcaldine Regional,76,2022-06-25
Barcoo Shire,3,2022-06-25
Blackall Tambo Regional,46,2022-06-25
Boulia Shire,11,2022-06-25
Brisbane City,131820,2022-06-25
Bulloo Shire,8,2022-06-25
Bundaberg Regional,6798,2022-06-25
Burdekin Shire,1173,2022-06-25
Burke Shire,7,2022-06-25
Cairns Regional,40263,2022-06-25
Carpentaria Shire,155,2022-06-25
Cassowary Coast Regional,4412,2022-06-25
Central Highlands Regional,1719,2022-06-25
Charters Towers Regional,270,2022-06-25
Cherbourg Aboriginal Shire,304,2022-06-25
Cloncurry Shire,130,2022-06-25
Cook Shire,907,2022-06-25
Croydon Shire,15,2022-06-25
Diamantina Shire,20,2022-06-25
Doomadgee Aboriginal Shire,158,2022-06-25
Douglas Shire,2547,2022-06-25
Etheridge Shire,51,2022-06-25
Flinders Shire,125,2022-06-25
Fraser Coast Regional,9746,2022-06-25
Gladstone Regional,3220,2022-06-25
Gold Coast City,73860,2022-06-25
Goondiwindi Regional,550,2022-06-25
Gympie Regional,3211,2022-06-25
Hinchinbrook Shire,436,2022-06-25
Hope Vale Aboriginal Shire,263,2022-06-25
Interstate/Other,15488,2022-06-25
Ipswich City,27964,2022-06-25
Isaac Regional,887,2022-06-25
Kowanyama Aboriginal Shire,158,2022-06-25
Livingstone Shire,2362,2022-06-25
Lockhart River Aboriginal Shire,126,2022-06-25
Lockyer Valley Regional,2632,2022-06-25
Logan City,35827,2022-06-25
Longreach Regional,80,2022-06-25
Mackay Regional,10557,2022-06-25
Mapoon Aboriginal Shire,62,2022-06-25
Maranoa Regional,828,2022-06-25
Mareeba Shire,4207,2022-06-25
McKinlay Shire,9,2022-06-25
Moreton Bay Regional,46722,2022-06-25
Mornington Shire,127,2022-06-25
Mount Isa City,713,2022-06-25
Murweh Shire,184,2022-06-25
Napranum Aboriginal Shire,252,2022-06-25
Noosa Shire,5051,2022-06-25
North Burnett Regional,447,2022-06-25
Northern Peninsula Area Regional,651,2022-06-25
Not Supplied,727364,2022-06-25
Palm Island Aboriginal Shire,665,2022-06-25
Paroo Shire,67,2022-06-25
Pormpuraaw Aboriginal Shire,193,2022-06-25
Quilpie Shire,25,2022-06-25
Redland City,14820,2022-06-25
Richmond Shire,33,2022-06-25
Rockhampton Regional,5802,2022-06-25
Scenic Rim Regional,2369,2022-06-25
Somerset Regional,1581,2022-06-25
South Burnett Regional,1235,2022-06-25
Southern Downs Regional,2156,2022-06-25
Sunshine Coast Regional,34027,2022-06-25
Tablelands Regional,3588,2022-06-25
Toowoomba Regional,10434,2022-06-25
Torres Shire,1186,2022-06-25
Torres Strait Island Regional,912,2022-06-25
Townsville City,23189,2022-06-25
Weipa Town,1200,2022-06-25
Western Downs Regional,1270,2022-06-25
Whitsunday Regional,2483,2022-06-25
Winton Shire,23,2022-06-25
Woorabinda Aboriginal Shire,288,2022-06-25
Wujal Wujal Aboriginal Shire,92,2022-06-25
Yarrabah Aboriginal Shire,811,2022-06-25
Total cases,1274426,2022-06-25
