Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-19
Balonne Shire,445,2022-08-19
Banana Shire,803,2022-08-19
Barcaldine Regional,158,2022-08-19
Barcoo Shire,4,2022-08-19
Blackall Tambo Regional,83,2022-08-19
Boulia Shire,13,2022-08-19
Brisbane City,166378,2022-08-19
Bulloo Shire,12,2022-08-19
Bundaberg Regional,10190,2022-08-19
Burdekin Shire,1457,2022-08-19
Burke Shire,27,2022-08-19
Cairns Regional,47406,2022-08-19
Carpentaria Shire,171,2022-08-19
Cassowary Coast Regional,5507,2022-08-19
Central Highlands Regional,2151,2022-08-19
Charters Towers Regional,1177,2022-08-19
Cherbourg Aboriginal Shire,352,2022-08-19
Cloncurry Shire,181,2022-08-19
Cook Shire,1135,2022-08-19
Croydon Shire,21,2022-08-19
Diamantina Shire,31,2022-08-19
Doomadgee Aboriginal Shire,174,2022-08-19
Douglas Shire,2939,2022-08-19
Etheridge Shire,65,2022-08-19
Flinders Shire,179,2022-08-19
Fraser Coast Regional,12022,2022-08-19
Gladstone Regional,4781,2022-08-19
Gold Coast City,91416,2022-08-19
Goondiwindi Regional,773,2022-08-19
Gympie Regional,4092,2022-08-19
Hinchinbrook Shire,610,2022-08-19
Hope Vale Aboriginal Shire,335,2022-08-19
Interstate/Other,20807,2022-08-19
Ipswich City,32933,2022-08-19
Isaac Regional,1078,2022-08-19
Kowanyama Aboriginal Shire,193,2022-08-19
Livingstone Shire,2970,2022-08-19
Lockhart River Aboriginal Shire,152,2022-08-19
Lockyer Valley Regional,3195,2022-08-19
Logan City,43079,2022-08-19
Longreach Regional,152,2022-08-19
Mackay Regional,13191,2022-08-19
Mapoon Aboriginal Shire,80,2022-08-19
Maranoa Regional,1164,2022-08-19
Mareeba Shire,5199,2022-08-19
McKinlay Shire,20,2022-08-19
Moreton Bay Regional,60264,2022-08-19
Mornington Shire,132,2022-08-19
Mount Isa City,1986,2022-08-19
Murweh Shire,343,2022-08-19
Napranum Aboriginal Shire,272,2022-08-19
Noosa Shire,6509,2022-08-19
North Burnett Regional,676,2022-08-19
Northern Peninsula Area Regional,770,2022-08-19
Not Supplied,896982,2022-08-19
Palm Island Aboriginal Shire,762,2022-08-19
Paroo Shire,92,2022-08-19
Pormpuraaw Aboriginal Shire,224,2022-08-19
Quilpie Shire,45,2022-08-19
Redland City,18364,2022-08-19
Richmond Shire,52,2022-08-19
Rockhampton Regional,6924,2022-08-19
Scenic Rim Regional,3124,2022-08-19
Somerset Regional,1952,2022-08-19
South Burnett Regional,1690,2022-08-19
Southern Downs Regional,3127,2022-08-19
Sunshine Coast Regional,42749,2022-08-19
Tablelands Regional,4586,2022-08-19
Toowoomba Regional,18208,2022-08-19
Torres Shire,1342,2022-08-19
Torres Strait Island Regional,1021,2022-08-19
Townsville City,28722,2022-08-19
Weipa Town,1472,2022-08-19
Western Downs Regional,1707,2022-08-19
Whitsunday Regional,3189,2022-08-19
Winton Shire,45,2022-08-19
Woorabinda Aboriginal Shire,329,2022-08-19
Wujal Wujal Aboriginal Shire,107,2022-08-19
Yarrabah Aboriginal Shire,1020,2022-08-19
Total cases,1588222,2022-08-19
