Local Government Area,Total cases,Date
Aurukun Shire,81,2022-02-12
Balonne Shire,98,2022-02-12
Banana Shire,306,2022-02-12
Barcaldine Regional,17,2022-02-12
Barcoo Shire,2,2022-02-12
Blackall Tambo Regional,19,2022-02-12
Boulia Shire,1,2022-02-12
Brisbane City,80316,2022-02-12
Bulloo Shire,5,2022-02-12
Bundaberg Regional,2533,2022-02-12
Burdekin Shire,714,2022-02-12
Burke Shire,4,2022-02-12
Cairns Regional,16104,2022-02-12
Carpentaria Shire,91,2022-02-12
Cassowary Coast Regional,1694,2022-02-12
Central Highlands Regional,832,2022-02-12
Charters Towers Regional,157,2022-02-12
Cherbourg Aboriginal Shire,185,2022-02-12
Cloncurry Shire,74,2022-02-12
Cook Shire,312,2022-02-12
Croydon Shire,2,2022-02-12
Diamantina Shire,2,2022-02-12
Doomadgee Aboriginal Shire,94,2022-02-12
Douglas Shire,1162,2022-02-12
Etheridge Shire,9,2022-02-12
Flinders Shire,56,2022-02-12
Fraser Coast Regional,2778,2022-02-12
Gladstone Regional,1375,2022-02-12
Gold Coast City,51204,2022-02-12
Goondiwindi Regional,361,2022-02-12
Gympie Regional,1427,2022-02-12
Hinchinbrook Shire,244,2022-02-12
Hope Vale Aboriginal Shire,27,2022-02-12
Interstate/Other,12050,2022-02-12
Ipswich City,16536,2022-02-12
Isaac Regional,582,2022-02-12
Kowanyama Aboriginal Shire,100,2022-02-12
Livingstone Shire,1307,2022-02-12
Lockhart River Aboriginal Shire,86,2022-02-12
Lockyer Valley Regional,1592,2022-02-12
Logan City,24304,2022-02-12
Longreach Regional,29,2022-02-12
Mackay Regional,5407,2022-02-12
Mapoon Aboriginal Shire,15,2022-02-12
Maranoa Regional,413,2022-02-12
Mareeba Shire,1607,2022-02-12
McKinlay Shire,4,2022-02-12
Moreton Bay Regional,24773,2022-02-12
Mornington Shire,20,2022-02-12
Mount Isa City,466,2022-02-12
Murweh Shire,87,2022-02-12
Napranum Aboriginal Shire,81,2022-02-12
Noosa Shire,3277,2022-02-12
North Burnett Regional,206,2022-02-12
Northern Peninsula Area Regional,408,2022-02-12
Not Supplied,174476,2022-02-12
Palm Island Aboriginal Shire,425,2022-02-12
Paroo Shire,32,2022-02-12
Pormpuraaw Aboriginal Shire,39,2022-02-12
Quilpie Shire,13,2022-02-12
Redland City,8363,2022-02-12
Richmond Shire,5,2022-02-12
Rockhampton Regional,2569,2022-02-12
Scenic Rim Regional,1286,2022-02-12
Somerset Regional,953,2022-02-12
South Burnett Regional,765,2022-02-12
Southern Downs Regional,1137,2022-02-12
Sunshine Coast Regional,19864,2022-02-12
Tablelands Regional,1000,2022-02-12
Toowoomba Regional,4641,2022-02-12
Torres Shire,429,2022-02-12
Torres Strait Island Regional,342,2022-02-12
Townsville City,9327,2022-02-12
Weipa Town,212,2022-02-12
Western Downs Regional,832,2022-02-12
Whitsunday Regional,1929,2022-02-12
Winton Shire,10,2022-02-12
Woorabinda Aboriginal Shire,11,2022-02-12
Wujal Wujal Aboriginal Shire,26,2022-02-12
Yarrabah Aboriginal Shire,619,2022-02-12
Total cases,484941,2022-02-12
