Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-09
Balonne Shire,153,2022-04-09
Banana Shire,502,2022-04-09
Barcaldine Regional,26,2022-04-09
Barcoo Shire,2,2022-04-09
Blackall Tambo Regional,21,2022-04-09
Boulia Shire,9,2022-04-09
Brisbane City,106837,2022-04-09
Bulloo Shire,7,2022-04-09
Bundaberg Regional,5035,2022-04-09
Burdekin Shire,966,2022-04-09
Burke Shire,8,2022-04-09
Cairns Regional,28199,2022-04-09
Carpentaria Shire,138,2022-04-09
Cassowary Coast Regional,3020,2022-04-09
Central Highlands Regional,1338,2022-04-09
Charters Towers Regional,239,2022-04-09
Cherbourg Aboriginal Shire,225,2022-04-09
Cloncurry Shire,113,2022-04-09
Cook Shire,694,2022-04-09
Croydon Shire,4,2022-04-09
Diamantina Shire,4,2022-04-09
Doomadgee Aboriginal Shire,154,2022-04-09
Douglas Shire,1823,2022-04-09
Etheridge Shire,20,2022-04-09
Flinders Shire,73,2022-04-09
Fraser Coast Regional,5573,2022-04-09
Gladstone Regional,2751,2022-04-09
Gold Coast City,63372,2022-04-09
Goondiwindi Regional,454,2022-04-09
Gympie Regional,2328,2022-04-09
Hinchinbrook Shire,342,2022-04-09
Hope Vale Aboriginal Shire,224,2022-04-09
Interstate/Other,13240,2022-04-09
Ipswich City,22737,2022-04-09
Isaac Regional,786,2022-04-09
Kowanyama Aboriginal Shire,139,2022-04-09
Livingstone Shire,1986,2022-04-09
Lockhart River Aboriginal Shire,105,2022-04-09
Lockyer Valley Regional,2059,2022-04-09
Logan City,30313,2022-04-09
Longreach Regional,42,2022-04-09
Mackay Regional,8214,2022-04-09
Mapoon Aboriginal Shire,55,2022-04-09
Maranoa Regional,570,2022-04-09
Mareeba Shire,2653,2022-04-09
McKinlay Shire,8,2022-04-09
Moreton Bay Regional,36712,2022-04-09
Mornington Shire,121,2022-04-09
Mount Isa City,668,2022-04-09
Murweh Shire,105,2022-04-09
Napranum Aboriginal Shire,235,2022-04-09
Noosa Shire,4096,2022-04-09
North Burnett Regional,329,2022-04-09
Northern Peninsula Area Regional,601,2022-04-09
Not Supplied,416210,2022-04-09
Palm Island Aboriginal Shire,640,2022-04-09
Paroo Shire,50,2022-04-09
Pormpuraaw Aboriginal Shire,183,2022-04-09
Quilpie Shire,15,2022-04-09
Redland City,11817,2022-04-09
Richmond Shire,23,2022-04-09
Rockhampton Regional,4773,2022-04-09
Scenic Rim Regional,1804,2022-04-09
Somerset Regional,1234,2022-04-09
South Burnett Regional,1006,2022-04-09
Southern Downs Regional,1557,2022-04-09
Sunshine Coast Regional,27085,2022-04-09
Tablelands Regional,2334,2022-04-09
Toowoomba Regional,6966,2022-04-09
Torres Shire,1036,2022-04-09
Torres Strait Island Regional,782,2022-04-09
Townsville City,16743,2022-04-09
Weipa Town,804,2022-04-09
Western Downs Regional,1082,2022-04-09
Whitsunday Regional,2268,2022-04-09
Winton Shire,18,2022-04-09
Woorabinda Aboriginal Shire,17,2022-04-09
Wujal Wujal Aboriginal Shire,64,2022-04-09
Yarrabah Aboriginal Shire,720,2022-04-09
Total cases,849753,2022-04-09
