Local Government Area,Total cases,Date
Aurukun Shire,91,2022-03-23
Balonne Shire,141,2022-03-23
Banana Shire,463,2022-03-23
Barcaldine Regional,21,2022-03-23
Barcoo Shire,2,2022-03-23
Blackall Tambo Regional,21,2022-03-23
Boulia Shire,9,2022-03-23
Brisbane City,94759,2022-03-23
Bulloo Shire,6,2022-03-23
Bundaberg Regional,4132,2022-03-23
Burdekin Shire,925,2022-03-23
Burke Shire,4,2022-03-23
Cairns Regional,22492,2022-03-23
Carpentaria Shire,128,2022-03-23
Cassowary Coast Regional,2525,2022-03-23
Central Highlands Regional,1169,2022-03-23
Charters Towers Regional,230,2022-03-23
Cherbourg Aboriginal Shire,213,2022-03-23
Cloncurry Shire,102,2022-03-23
Cook Shire,603,2022-03-23
Croydon Shire,4,2022-03-23
Diamantina Shire,3,2022-03-23
Doomadgee Aboriginal Shire,147,2022-03-23
Douglas Shire,1469,2022-03-23
Etheridge Shire,10,2022-03-23
Flinders Shire,72,2022-03-23
Fraser Coast Regional,4235,2022-03-23
Gladstone Regional,2332,2022-03-23
Gold Coast City,58627,2022-03-23
Goondiwindi Regional,427,2022-03-23
Gympie Regional,1968,2022-03-23
Hinchinbrook Shire,326,2022-03-23
Hope Vale Aboriginal Shire,188,2022-03-23
Interstate/Other,12735,2022-03-23
Ipswich City,19567,2022-03-23
Isaac Regional,728,2022-03-23
Kowanyama Aboriginal Shire,136,2022-03-23
Livingstone Shire,1738,2022-03-23
Lockhart River Aboriginal Shire,102,2022-03-23
Lockyer Valley Regional,1774,2022-03-23
Logan City,28069,2022-03-23
Longreach Regional,35,2022-03-23
Mackay Regional,7336,2022-03-23
Mapoon Aboriginal Shire,51,2022-03-23
Maranoa Regional,506,2022-03-23
Mareeba Shire,2268,2022-03-23
McKinlay Shire,8,2022-03-23
Moreton Bay Regional,31708,2022-03-23
Mornington Shire,118,2022-03-23
Mount Isa City,646,2022-03-23
Murweh Shire,91,2022-03-23
Napranum Aboriginal Shire,227,2022-03-23
Noosa Shire,3726,2022-03-23
North Burnett Regional,287,2022-03-23
Northern Peninsula Area Regional,575,2022-03-23
Not Supplied,308419,2022-03-23
Palm Island Aboriginal Shire,628,2022-03-23
Paroo Shire,41,2022-03-23
Pormpuraaw Aboriginal Shire,180,2022-03-23
Quilpie Shire,13,2022-03-23
Redland City,10525,2022-03-23
Richmond Shire,17,2022-03-23
Rockhampton Regional,4134,2022-03-23
Scenic Rim Regional,1573,2022-03-23
Somerset Regional,1100,2022-03-23
South Burnett Regional,913,2022-03-23
Southern Downs Regional,1408,2022-03-23
Sunshine Coast Regional,23840,2022-03-23
Tablelands Regional,1688,2022-03-23
Toowoomba Regional,5808,2022-03-23
Torres Shire,879,2022-03-23
Torres Strait Island Regional,634,2022-03-23
Townsville City,14841,2022-03-23
Weipa Town,667,2022-03-23
Western Downs Regional,1001,2022-03-23
Whitsunday Regional,2199,2022-03-23
Winton Shire,18,2022-03-23
Woorabinda Aboriginal Shire,16,2022-03-23
Wujal Wujal Aboriginal Shire,54,2022-03-23
Yarrabah Aboriginal Shire,693,2022-03-23
Total cases,691564,2022-03-23
