Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-02
Balonne Shire,452,2022-09-02
Banana Shire,808,2022-09-02
Barcaldine Regional,161,2022-09-02
Barcoo Shire,4,2022-09-02
Blackall Tambo Regional,83,2022-09-02
Boulia Shire,13,2022-09-02
Brisbane City,167886,2022-09-02
Bulloo Shire,12,2022-09-02
Bundaberg Regional,10388,2022-09-02
Burdekin Shire,1466,2022-09-02
Burke Shire,27,2022-09-02
Cairns Regional,48739,2022-09-02
Carpentaria Shire,170,2022-09-02
Cassowary Coast Regional,5696,2022-09-02
Central Highlands Regional,2167,2022-09-02
Charters Towers Regional,1185,2022-09-02
Cherbourg Aboriginal Shire,372,2022-09-02
Cloncurry Shire,183,2022-09-02
Cook Shire,1156,2022-09-02
Croydon Shire,23,2022-09-02
Diamantina Shire,32,2022-09-02
Doomadgee Aboriginal Shire,174,2022-09-02
Douglas Shire,3010,2022-09-02
Etheridge Shire,66,2022-09-02
Flinders Shire,180,2022-09-02
Fraser Coast Regional,12346,2022-09-02
Gladstone Regional,4807,2022-09-02
Gold Coast City,92115,2022-09-02
Goondiwindi Regional,789,2022-09-02
Gympie Regional,4133,2022-09-02
Hinchinbrook Shire,612,2022-09-02
Hope Vale Aboriginal Shire,338,2022-09-02
Interstate/Other,20947,2022-09-02
Ipswich City,33171,2022-09-02
Isaac Regional,1084,2022-09-02
Kowanyama Aboriginal Shire,196,2022-09-02
Livingstone Shire,2986,2022-09-02
Lockhart River Aboriginal Shire,155,2022-09-02
Lockyer Valley Regional,3262,2022-09-02
Logan City,43383,2022-09-02
Longreach Regional,154,2022-09-02
Mackay Regional,13271,2022-09-02
Mapoon Aboriginal Shire,82,2022-09-02
Maranoa Regional,1194,2022-09-02
Mareeba Shire,5408,2022-09-02
McKinlay Shire,21,2022-09-02
Moreton Bay Regional,61115,2022-09-02
Mornington Shire,134,2022-09-02
Mount Isa City,2041,2022-09-02
Murweh Shire,347,2022-09-02
Napranum Aboriginal Shire,277,2022-09-02
Noosa Shire,6565,2022-09-02
North Burnett Regional,704,2022-09-02
Northern Peninsula Area Regional,772,2022-09-02
Not Supplied,910567,2022-09-02
Palm Island Aboriginal Shire,763,2022-09-02
Paroo Shire,93,2022-09-02
Pormpuraaw Aboriginal Shire,227,2022-09-02
Quilpie Shire,45,2022-09-02
Redland City,18523,2022-09-02
Richmond Shire,52,2022-09-02
Rockhampton Regional,6963,2022-09-02
Scenic Rim Regional,3157,2022-09-02
Somerset Regional,1972,2022-09-02
South Burnett Regional,1722,2022-09-02
Southern Downs Regional,3183,2022-09-02
Sunshine Coast Regional,43038,2022-09-02
Tablelands Regional,4721,2022-09-02
Toowoomba Regional,18439,2022-09-02
Torres Shire,1358,2022-09-02
Torres Strait Island Regional,1043,2022-09-02
Townsville City,28828,2022-09-02
Weipa Town,1498,2022-09-02
Western Downs Regional,1727,2022-09-02
Whitsunday Regional,3202,2022-09-02
Winton Shire,46,2022-09-02
Woorabinda Aboriginal Shire,330,2022-09-02
Wujal Wujal Aboriginal Shire,108,2022-09-02
Yarrabah Aboriginal Shire,1106,2022-09-02
Total cases,1609709,2022-09-02
