Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-27
Balonne Shire,186,2022-04-27
Banana Shire,534,2022-04-27
Barcaldine Regional,38,2022-04-27
Barcoo Shire,3,2022-04-27
Blackall Tambo Regional,24,2022-04-27
Boulia Shire,9,2022-04-27
Brisbane City,115325,2022-04-27
Bulloo Shire,7,2022-04-27
Bundaberg Regional,5564,2022-04-27
Burdekin Shire,1008,2022-04-27
Burke Shire,8,2022-04-27
Cairns Regional,33063,2022-04-27
Carpentaria Shire,139,2022-04-27
Cassowary Coast Regional,3487,2022-04-27
Central Highlands Regional,1457,2022-04-27
Charters Towers Regional,246,2022-04-27
Cherbourg Aboriginal Shire,262,2022-04-27
Cloncurry Shire,118,2022-04-27
Cook Shire,761,2022-04-27
Croydon Shire,6,2022-04-27
Diamantina Shire,13,2022-04-27
Doomadgee Aboriginal Shire,153,2022-04-27
Douglas Shire,2123,2022-04-27
Etheridge Shire,26,2022-04-27
Flinders Shire,75,2022-04-27
Fraser Coast Regional,6657,2022-04-27
Gladstone Regional,2903,2022-04-27
Gold Coast City,67148,2022-04-27
Goondiwindi Regional,468,2022-04-27
Gympie Regional,2653,2022-04-27
Hinchinbrook Shire,372,2022-04-27
Hope Vale Aboriginal Shire,240,2022-04-27
Interstate/Other,13937,2022-04-27
Ipswich City,24604,2022-04-27
Isaac Regional,831,2022-04-27
Kowanyama Aboriginal Shire,138,2022-04-27
Livingstone Shire,2120,2022-04-27
Lockhart River Aboriginal Shire,108,2022-04-27
Lockyer Valley Regional,2271,2022-04-27
Logan City,32022,2022-04-27
Longreach Regional,48,2022-04-27
Mackay Regional,8942,2022-04-27
Mapoon Aboriginal Shire,57,2022-04-27
Maranoa Regional,654,2022-04-27
Mareeba Shire,3133,2022-04-27
McKinlay Shire,8,2022-04-27
Moreton Bay Regional,40123,2022-04-27
Mornington Shire,123,2022-04-27
Mount Isa City,671,2022-04-27
Murweh Shire,127,2022-04-27
Napranum Aboriginal Shire,241,2022-04-27
Noosa Shire,4413,2022-04-27
North Burnett Regional,382,2022-04-27
Northern Peninsula Area Regional,612,2022-04-27
Not Supplied,503072,2022-04-27
Palm Island Aboriginal Shire,647,2022-04-27
Paroo Shire,54,2022-04-27
Pormpuraaw Aboriginal Shire,189,2022-04-27
Quilpie Shire,16,2022-04-27
Redland City,12750,2022-04-27
Richmond Shire,27,2022-04-27
Rockhampton Regional,5100,2022-04-27
Scenic Rim Regional,1967,2022-04-27
Somerset Regional,1322,2022-04-27
South Burnett Regional,1079,2022-04-27
Southern Downs Regional,1670,2022-04-27
Sunshine Coast Regional,29609,2022-04-27
Tablelands Regional,2741,2022-04-27
Toowoomba Regional,8002,2022-04-27
Torres Shire,1120,2022-04-27
Torres Strait Island Regional,861,2022-04-27
Townsville City,18056,2022-04-27
Weipa Town,928,2022-04-27
Western Downs Regional,1122,2022-04-27
Whitsunday Regional,2341,2022-04-27
Winton Shire,20,2022-04-27
Woorabinda Aboriginal Shire,22,2022-04-27
Wujal Wujal Aboriginal Shire,77,2022-04-27
Yarrabah Aboriginal Shire,745,2022-04-27
Total cases,974270,2022-04-27
