Local Government Area,Total cases,Date
Aurukun Shire,87,2022-03-01
Balonne Shire,102,2022-03-01
Banana Shire,372,2022-03-01
Barcaldine Regional,18,2022-03-01
Barcoo Shire,2,2022-03-01
Blackall Tambo Regional,20,2022-03-01
Boulia Shire,5,2022-03-01
Brisbane City,87485,2022-03-01
Bulloo Shire,5,2022-03-01
Bundaberg Regional,3170,2022-03-01
Burdekin Shire,853,2022-03-01
Burke Shire,4,2022-03-01
Cairns Regional,18717,2022-03-01
Carpentaria Shire,121,2022-03-01
Cassowary Coast Regional,1842,2022-03-01
Central Highlands Regional,1040,2022-03-01
Charters Towers Regional,205,2022-03-01
Cherbourg Aboriginal Shire,205,2022-03-01
Cloncurry Shire,84,2022-03-01
Cook Shire,427,2022-03-01
Croydon Shire,2,2022-03-01
Diamantina Shire,2,2022-03-01
Doomadgee Aboriginal Shire,131,2022-03-01
Douglas Shire,1319,2022-03-01
Etheridge Shire,9,2022-03-01
Flinders Shire,69,2022-03-01
Fraser Coast Regional,3406,2022-03-01
Gladstone Regional,1617,2022-03-01
Gold Coast City,55139,2022-03-01
Goondiwindi Regional,401,2022-03-01
Gympie Regional,1776,2022-03-01
Hinchinbrook Shire,297,2022-03-01
Hope Vale Aboriginal Shire,62,2022-03-01
Interstate/Other,12377,2022-03-01
Ipswich City,18182,2022-03-01
Isaac Regional,659,2022-03-01
Kowanyama Aboriginal Shire,135,2022-03-01
Livingstone Shire,1505,2022-03-01
Lockhart River Aboriginal Shire,102,2022-03-01
Lockyer Valley Regional,1687,2022-03-01
Logan City,26459,2022-03-01
Longreach Regional,34,2022-03-01
Mackay Regional,6346,2022-03-01
Mapoon Aboriginal Shire,46,2022-03-01
Maranoa Regional,449,2022-03-01
Mareeba Shire,1823,2022-03-01
McKinlay Shire,7,2022-03-01
Moreton Bay Regional,28359,2022-03-01
Mornington Shire,100,2022-03-01
Mount Isa City,614,2022-03-01
Murweh Shire,89,2022-03-01
Napranum Aboriginal Shire,202,2022-03-01
Noosa Shire,3527,2022-03-01
North Burnett Regional,231,2022-03-01
Northern Peninsula Area Regional,511,2022-03-01
Not Supplied,224961,2022-03-01
Palm Island Aboriginal Shire,570,2022-03-01
Paroo Shire,36,2022-03-01
Pormpuraaw Aboriginal Shire,175,2022-03-01
Quilpie Shire,13,2022-03-01
Redland City,9532,2022-03-01
Richmond Shire,14,2022-03-01
Rockhampton Regional,3316,2022-03-01
Scenic Rim Regional,1467,2022-03-01
Somerset Regional,1042,2022-03-01
South Burnett Regional,859,2022-03-01
Southern Downs Regional,1269,2022-03-01
Sunshine Coast Regional,21950,2022-03-01
Tablelands Regional,1084,2022-03-01
Toowoomba Regional,5167,2022-03-01
Torres Shire,691,2022-03-01
Torres Strait Island Regional,480,2022-03-01
Townsville City,11896,2022-03-01
Weipa Town,533,2022-03-01
Western Downs Regional,888,2022-03-01
Whitsunday Regional,2107,2022-03-01
Winton Shire,14,2022-03-01
Woorabinda Aboriginal Shire,15,2022-03-01
Wujal Wujal Aboriginal Shire,46,2022-03-01
Yarrabah Aboriginal Shire,678,2022-03-01
Total cases,571241,2022-03-01
