Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-04
Balonne Shire,433,2022-08-04
Banana Shire,780,2022-08-04
Barcaldine Regional,152,2022-08-04
Barcoo Shire,4,2022-08-04
Blackall Tambo Regional,81,2022-08-04
Boulia Shire,13,2022-08-04
Brisbane City,163396,2022-08-04
Bulloo Shire,12,2022-08-04
Bundaberg Regional,9915,2022-08-04
Burdekin Shire,1436,2022-08-04
Burke Shire,27,2022-08-04
Cairns Regional,45435,2022-08-04
Carpentaria Shire,169,2022-08-04
Cassowary Coast Regional,5187,2022-08-04
Central Highlands Regional,2110,2022-08-04
Charters Towers Regional,1152,2022-08-04
Cherbourg Aboriginal Shire,348,2022-08-04
Cloncurry Shire,175,2022-08-04
Cook Shire,1096,2022-08-04
Croydon Shire,18,2022-08-04
Diamantina Shire,30,2022-08-04
Doomadgee Aboriginal Shire,170,2022-08-04
Douglas Shire,2818,2022-08-04
Etheridge Shire,62,2022-08-04
Flinders Shire,179,2022-08-04
Fraser Coast Regional,11780,2022-08-04
Gladstone Regional,4744,2022-08-04
Gold Coast City,89938,2022-08-04
Goondiwindi Regional,752,2022-08-04
Gympie Regional,4033,2022-08-04
Hinchinbrook Shire,591,2022-08-04
Hope Vale Aboriginal Shire,322,2022-08-04
Interstate/Other,20329,2022-08-04
Ipswich City,32274,2022-08-04
Isaac Regional,1070,2022-08-04
Kowanyama Aboriginal Shire,193,2022-08-04
Livingstone Shire,2939,2022-08-04
Lockhart River Aboriginal Shire,136,2022-08-04
Lockyer Valley Regional,3091,2022-08-04
Logan City,42346,2022-08-04
Longreach Regional,142,2022-08-04
Mackay Regional,12971,2022-08-04
Mapoon Aboriginal Shire,80,2022-08-04
Maranoa Regional,1138,2022-08-04
Mareeba Shire,4930,2022-08-04
McKinlay Shire,20,2022-08-04
Moreton Bay Regional,58860,2022-08-04
Mornington Shire,132,2022-08-04
Mount Isa City,1930,2022-08-04
Murweh Shire,331,2022-08-04
Napranum Aboriginal Shire,271,2022-08-04
Noosa Shire,6381,2022-08-04
North Burnett Regional,637,2022-08-04
Northern Peninsula Area Regional,765,2022-08-04
Not Supplied,863642,2022-08-04
Palm Island Aboriginal Shire,754,2022-08-04
Paroo Shire,91,2022-08-04
Pormpuraaw Aboriginal Shire,214,2022-08-04
Quilpie Shire,43,2022-08-04
Redland City,18074,2022-08-04
Richmond Shire,53,2022-08-04
Rockhampton Regional,6851,2022-08-04
Scenic Rim Regional,3051,2022-08-04
Somerset Regional,1907,2022-08-04
South Burnett Regional,1631,2022-08-04
Southern Downs Regional,3025,2022-08-04
Sunshine Coast Regional,42017,2022-08-04
Tablelands Regional,4346,2022-08-04
Toowoomba Regional,17746,2022-08-04
Torres Shire,1311,2022-08-04
Torres Strait Island Regional,979,2022-08-04
Townsville City,28484,2022-08-04
Weipa Town,1427,2022-08-04
Western Downs Regional,1634,2022-08-04
Whitsunday Regional,3159,2022-08-04
Winton Shire,44,2022-08-04
Woorabinda Aboriginal Shire,330,2022-08-04
Wujal Wujal Aboriginal Shire,106,2022-08-04
Yarrabah Aboriginal Shire,932,2022-08-04
Total cases,1540309,2022-08-04
