Local Government Area,Total cases,Date
Aurukun Shire,90,2022-03-21
Balonne Shire,140,2022-03-21
Banana Shire,456,2022-03-21
Barcaldine Regional,21,2022-03-21
Barcoo Shire,2,2022-03-21
Blackall Tambo Regional,20,2022-03-21
Boulia Shire,9,2022-03-21
Brisbane City,93683,2022-03-21
Bulloo Shire,6,2022-03-21
Bundaberg Regional,4023,2022-03-21
Burdekin Shire,924,2022-03-21
Burke Shire,4,2022-03-21
Cairns Regional,21719,2022-03-21
Carpentaria Shire,127,2022-03-21
Cassowary Coast Regional,2440,2022-03-21
Central Highlands Regional,1156,2022-03-21
Charters Towers Regional,229,2022-03-21
Cherbourg Aboriginal Shire,208,2022-03-21
Cloncurry Shire,102,2022-03-21
Cook Shire,593,2022-03-21
Croydon Shire,4,2022-03-21
Diamantina Shire,3,2022-03-21
Doomadgee Aboriginal Shire,147,2022-03-21
Douglas Shire,1452,2022-03-21
Etheridge Shire,9,2022-03-21
Flinders Shire,72,2022-03-21
Fraser Coast Regional,4108,2022-03-21
Gladstone Regional,2273,2022-03-21
Gold Coast City,58214,2022-03-21
Goondiwindi Regional,422,2022-03-21
Gympie Regional,1932,2022-03-21
Hinchinbrook Shire,323,2022-03-21
Hope Vale Aboriginal Shire,169,2022-03-21
Interstate/Other,12691,2022-03-21
Ipswich City,19296,2022-03-21
Isaac Regional,722,2022-03-21
Kowanyama Aboriginal Shire,136,2022-03-21
Livingstone Shire,1709,2022-03-21
Lockhart River Aboriginal Shire,102,2022-03-21
Lockyer Valley Regional,1758,2022-03-21
Logan City,27855,2022-03-21
Longreach Regional,35,2022-03-21
Mackay Regional,7251,2022-03-21
Mapoon Aboriginal Shire,53,2022-03-21
Maranoa Regional,499,2022-03-21
Mareeba Shire,2224,2022-03-21
McKinlay Shire,8,2022-03-21
Moreton Bay Regional,31348,2022-03-21
Mornington Shire,118,2022-03-21
Mount Isa City,645,2022-03-21
Murweh Shire,91,2022-03-21
Napranum Aboriginal Shire,228,2022-03-21
Noosa Shire,3703,2022-03-21
North Burnett Regional,278,2022-03-21
Northern Peninsula Area Regional,569,2022-03-21
Not Supplied,294073,2022-03-21
Palm Island Aboriginal Shire,627,2022-03-21
Paroo Shire,39,2022-03-21
Pormpuraaw Aboriginal Shire,180,2022-03-21
Quilpie Shire,13,2022-03-21
Redland City,10408,2022-03-21
Richmond Shire,17,2022-03-21
Rockhampton Regional,4054,2022-03-21
Scenic Rim Regional,1555,2022-03-21
Somerset Regional,1088,2022-03-21
South Burnett Regional,910,2022-03-21
Southern Downs Regional,1389,2022-03-21
Sunshine Coast Regional,23541,2022-03-21
Tablelands Regional,1574,2022-03-21
Toowoomba Regional,5719,2022-03-21
Torres Shire,858,2022-03-21
Torres Strait Island Regional,612,2022-03-21
Townsville City,14584,2022-03-21
Weipa Town,666,2022-03-21
Western Downs Regional,995,2022-03-21
Whitsunday Regional,2193,2022-03-21
Winton Shire,18,2022-03-21
Woorabinda Aboriginal Shire,16,2022-03-21
Wujal Wujal Aboriginal Shire,54,2022-03-21
Yarrabah Aboriginal Shire,693,2022-03-21
Total cases,672275,2022-03-21
