Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-13
Balonne Shire,457,2022-12-13
Banana Shire,809,2022-12-13
Barcaldine Regional,164,2022-12-13
Barcoo Shire,4,2022-12-13
Blackall Tambo Regional,83,2022-12-13
Boulia Shire,14,2022-12-13
Brisbane City,168497,2022-12-13
Bulloo Shire,12,2022-12-13
Bundaberg Regional,10497,2022-12-13
Burdekin Shire,1466,2022-12-13
Burke Shire,28,2022-12-13
Cairns Regional,48930,2022-12-13
Carpentaria Shire,170,2022-12-13
Cassowary Coast Regional,5723,2022-12-13
Central Highlands Regional,2172,2022-12-13
Charters Towers Regional,1189,2022-12-13
Cherbourg Aboriginal Shire,391,2022-12-13
Cloncurry Shire,183,2022-12-13
Cook Shire,1164,2022-12-13
Croydon Shire,23,2022-12-13
Diamantina Shire,32,2022-12-13
Doomadgee Aboriginal Shire,175,2022-12-13
Douglas Shire,3033,2022-12-13
Etheridge Shire,68,2022-12-13
Flinders Shire,181,2022-12-13
Fraser Coast Regional,12418,2022-12-13
Gladstone Regional,4822,2022-12-13
Gold Coast City,92424,2022-12-13
Goondiwindi Regional,791,2022-12-13
Gympie Regional,4152,2022-12-13
Hinchinbrook Shire,618,2022-12-13
Hope Vale Aboriginal Shire,339,2022-12-13
Interstate/Other,21028,2022-12-13
Ipswich City,33308,2022-12-13
Isaac Regional,1087,2022-12-13
Kowanyama Aboriginal Shire,196,2022-12-13
Livingstone Shire,2989,2022-12-13
Lockhart River Aboriginal Shire,157,2022-12-13
Lockyer Valley Regional,3285,2022-12-13
Logan City,43554,2022-12-13
Longreach Regional,154,2022-12-13
Mackay Regional,13300,2022-12-13
Mapoon Aboriginal Shire,82,2022-12-13
Maranoa Regional,1208,2022-12-13
Mareeba Shire,5533,2022-12-13
McKinlay Shire,22,2022-12-13
Moreton Bay Regional,61528,2022-12-13
Mornington Shire,136,2022-12-13
Mount Isa City,2051,2022-12-13
Murweh Shire,349,2022-12-13
Napranum Aboriginal Shire,277,2022-12-13
Noosa Shire,6592,2022-12-13
North Burnett Regional,717,2022-12-13
Northern Peninsula Area Regional,774,2022-12-13
Not Supplied,920632,2022-12-13
Palm Island Aboriginal Shire,763,2022-12-13
Paroo Shire,94,2022-12-13
Pormpuraaw Aboriginal Shire,228,2022-12-13
Quilpie Shire,46,2022-12-13
Redland City,18618,2022-12-13
Richmond Shire,51,2022-12-13
Rockhampton Regional,6977,2022-12-13
Scenic Rim Regional,3169,2022-12-13
Somerset Regional,1985,2022-12-13
South Burnett Regional,1736,2022-12-13
Southern Downs Regional,3200,2022-12-13
Sunshine Coast Regional,43147,2022-12-13
Tablelands Regional,4798,2022-12-13
Toowoomba Regional,18505,2022-12-13
Torres Shire,1366,2022-12-13
Torres Strait Island Regional,1050,2022-12-13
Townsville City,28910,2022-12-13
Weipa Town,1507,2022-12-13
Western Downs Regional,1737,2022-12-13
Whitsunday Regional,3215,2022-12-13
Winton Shire,46,2022-12-13
Woorabinda Aboriginal Shire,331,2022-12-13
Wujal Wujal Aboriginal Shire,111,2022-12-13
Yarrabah Aboriginal Shire,1271,2022-12-13
Total cases,1622985,2022-12-13
