Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-01
Balonne Shire,452,2022-09-01
Banana Shire,808,2022-09-01
Barcaldine Regional,161,2022-09-01
Barcoo Shire,4,2022-09-01
Blackall Tambo Regional,83,2022-09-01
Boulia Shire,13,2022-09-01
Brisbane City,167886,2022-09-01
Bulloo Shire,12,2022-09-01
Bundaberg Regional,10388,2022-09-01
Burdekin Shire,1466,2022-09-01
Burke Shire,27,2022-09-01
Cairns Regional,48739,2022-09-01
Carpentaria Shire,170,2022-09-01
Cassowary Coast Regional,5696,2022-09-01
Central Highlands Regional,2167,2022-09-01
Charters Towers Regional,1185,2022-09-01
Cherbourg Aboriginal Shire,372,2022-09-01
Cloncurry Shire,183,2022-09-01
Cook Shire,1156,2022-09-01
Croydon Shire,23,2022-09-01
Diamantina Shire,32,2022-09-01
Doomadgee Aboriginal Shire,174,2022-09-01
Douglas Shire,3010,2022-09-01
Etheridge Shire,66,2022-09-01
Flinders Shire,180,2022-09-01
Fraser Coast Regional,12346,2022-09-01
Gladstone Regional,4807,2022-09-01
Gold Coast City,92115,2022-09-01
Goondiwindi Regional,789,2022-09-01
Gympie Regional,4133,2022-09-01
Hinchinbrook Shire,612,2022-09-01
Hope Vale Aboriginal Shire,338,2022-09-01
Interstate/Other,20947,2022-09-01
Ipswich City,33171,2022-09-01
Isaac Regional,1084,2022-09-01
Kowanyama Aboriginal Shire,196,2022-09-01
Livingstone Shire,2986,2022-09-01
Lockhart River Aboriginal Shire,155,2022-09-01
Lockyer Valley Regional,3262,2022-09-01
Logan City,43383,2022-09-01
Longreach Regional,154,2022-09-01
Mackay Regional,13271,2022-09-01
Mapoon Aboriginal Shire,82,2022-09-01
Maranoa Regional,1194,2022-09-01
Mareeba Shire,5408,2022-09-01
McKinlay Shire,21,2022-09-01
Moreton Bay Regional,61115,2022-09-01
Mornington Shire,134,2022-09-01
Mount Isa City,2041,2022-09-01
Murweh Shire,347,2022-09-01
Napranum Aboriginal Shire,277,2022-09-01
Noosa Shire,6565,2022-09-01
North Burnett Regional,704,2022-09-01
Northern Peninsula Area Regional,772,2022-09-01
Not Supplied,909259,2022-09-01
Palm Island Aboriginal Shire,763,2022-09-01
Paroo Shire,93,2022-09-01
Pormpuraaw Aboriginal Shire,227,2022-09-01
Quilpie Shire,45,2022-09-01
Redland City,18523,2022-09-01
Richmond Shire,52,2022-09-01
Rockhampton Regional,6963,2022-09-01
Scenic Rim Regional,3157,2022-09-01
Somerset Regional,1972,2022-09-01
South Burnett Regional,1722,2022-09-01
Southern Downs Regional,3183,2022-09-01
Sunshine Coast Regional,43038,2022-09-01
Tablelands Regional,4721,2022-09-01
Toowoomba Regional,18439,2022-09-01
Torres Shire,1358,2022-09-01
Torres Strait Island Regional,1043,2022-09-01
Townsville City,28828,2022-09-01
Weipa Town,1498,2022-09-01
Western Downs Regional,1727,2022-09-01
Whitsunday Regional,3202,2022-09-01
Winton Shire,46,2022-09-01
Woorabinda Aboriginal Shire,330,2022-09-01
Wujal Wujal Aboriginal Shire,108,2022-09-01
Yarrabah Aboriginal Shire,1106,2022-09-01
Total cases,1608401,2022-09-01
