Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-23
Balonne Shire,280,2022-06-23
Banana Shire,593,2022-06-23
Barcaldine Regional,72,2022-06-23
Barcoo Shire,3,2022-06-23
Blackall Tambo Regional,46,2022-06-23
Boulia Shire,11,2022-06-23
Brisbane City,131275,2022-06-23
Bulloo Shire,8,2022-06-23
Bundaberg Regional,6743,2022-06-23
Burdekin Shire,1168,2022-06-23
Burke Shire,7,2022-06-23
Cairns Regional,40118,2022-06-23
Carpentaria Shire,155,2022-06-23
Cassowary Coast Regional,4381,2022-06-23
Central Highlands Regional,1713,2022-06-23
Charters Towers Regional,269,2022-06-23
Cherbourg Aboriginal Shire,304,2022-06-23
Cloncurry Shire,128,2022-06-23
Cook Shire,906,2022-06-23
Croydon Shire,15,2022-06-23
Diamantina Shire,20,2022-06-23
Doomadgee Aboriginal Shire,156,2022-06-23
Douglas Shire,2534,2022-06-23
Etheridge Shire,51,2022-06-23
Flinders Shire,109,2022-06-23
Fraser Coast Regional,9646,2022-06-23
Gladstone Regional,3211,2022-06-23
Gold Coast City,73645,2022-06-23
Goondiwindi Regional,543,2022-06-23
Gympie Regional,3201,2022-06-23
Hinchinbrook Shire,433,2022-06-23
Hope Vale Aboriginal Shire,259,2022-06-23
Interstate/Other,15412,2022-06-23
Ipswich City,27872,2022-06-23
Isaac Regional,883,2022-06-23
Kowanyama Aboriginal Shire,158,2022-06-23
Livingstone Shire,2360,2022-06-23
Lockhart River Aboriginal Shire,126,2022-06-23
Lockyer Valley Regional,2624,2022-06-23
Logan City,35701,2022-06-23
Longreach Regional,80,2022-06-23
Mackay Regional,10518,2022-06-23
Mapoon Aboriginal Shire,62,2022-06-23
Maranoa Regional,814,2022-06-23
Mareeba Shire,4178,2022-06-23
McKinlay Shire,9,2022-06-23
Moreton Bay Regional,46514,2022-06-23
Mornington Shire,127,2022-06-23
Mount Isa City,703,2022-06-23
Murweh Shire,181,2022-06-23
Napranum Aboriginal Shire,252,2022-06-23
Noosa Shire,5027,2022-06-23
North Burnett Regional,447,2022-06-23
Northern Peninsula Area Regional,651,2022-06-23
Not Supplied,721073,2022-06-23
Palm Island Aboriginal Shire,664,2022-06-23
Paroo Shire,67,2022-06-23
Pormpuraaw Aboriginal Shire,193,2022-06-23
Quilpie Shire,25,2022-06-23
Redland City,14764,2022-06-23
Richmond Shire,33,2022-06-23
Rockhampton Regional,5777,2022-06-23
Scenic Rim Regional,2351,2022-06-23
Somerset Regional,1569,2022-06-23
South Burnett Regional,1225,2022-06-23
Southern Downs Regional,2117,2022-06-23
Sunshine Coast Regional,33913,2022-06-23
Tablelands Regional,3553,2022-06-23
Toowoomba Regional,10262,2022-06-23
Torres Shire,1185,2022-06-23
Torres Strait Island Regional,912,2022-06-23
Townsville City,22974,2022-06-23
Weipa Town,1198,2022-06-23
Western Downs Regional,1253,2022-06-23
Whitsunday Regional,2471,2022-06-23
Winton Shire,23,2022-06-23
Woorabinda Aboriginal Shire,287,2022-06-23
Wujal Wujal Aboriginal Shire,92,2022-06-23
Yarrabah Aboriginal Shire,811,2022-06-23
Total cases,1265588,2022-06-23
