Local Government Area,Total cases,Date
Aurukun Shire,136,2023-02-21
Balonne Shire,457,2023-02-21
Banana Shire,809,2023-02-21
Barcaldine Regional,164,2023-02-21
Barcoo Shire,4,2023-02-21
Blackall Tambo Regional,83,2023-02-21
Boulia Shire,14,2023-02-21
Brisbane City,168497,2023-02-21
Bulloo Shire,12,2023-02-21
Bundaberg Regional,10497,2023-02-21
Burdekin Shire,1466,2023-02-21
Burke Shire,28,2023-02-21
Cairns Regional,48930,2023-02-21
Carpentaria Shire,170,2023-02-21
Cassowary Coast Regional,5723,2023-02-21
Central Highlands Regional,2172,2023-02-21
Charters Towers Regional,1189,2023-02-21
Cherbourg Aboriginal Shire,391,2023-02-21
Cloncurry Shire,183,2023-02-21
Cook Shire,1164,2023-02-21
Croydon Shire,23,2023-02-21
Diamantina Shire,32,2023-02-21
Doomadgee Aboriginal Shire,175,2023-02-21
Douglas Shire,3033,2023-02-21
Etheridge Shire,68,2023-02-21
Flinders Shire,181,2023-02-21
Fraser Coast Regional,12418,2023-02-21
Gladstone Regional,4822,2023-02-21
Gold Coast City,92424,2023-02-21
Goondiwindi Regional,791,2023-02-21
Gympie Regional,4152,2023-02-21
Hinchinbrook Shire,618,2023-02-21
Hope Vale Aboriginal Shire,339,2023-02-21
Interstate/Other,21028,2023-02-21
Ipswich City,33308,2023-02-21
Isaac Regional,1087,2023-02-21
Kowanyama Aboriginal Shire,196,2023-02-21
Livingstone Shire,2989,2023-02-21
Lockhart River Aboriginal Shire,157,2023-02-21
Lockyer Valley Regional,3285,2023-02-21
Logan City,43554,2023-02-21
Longreach Regional,154,2023-02-21
Mackay Regional,13300,2023-02-21
Mapoon Aboriginal Shire,82,2023-02-21
Maranoa Regional,1208,2023-02-21
Mareeba Shire,5533,2023-02-21
McKinlay Shire,22,2023-02-21
Moreton Bay Regional,61528,2023-02-21
Mornington Shire,136,2023-02-21
Mount Isa City,2051,2023-02-21
Murweh Shire,349,2023-02-21
Napranum Aboriginal Shire,277,2023-02-21
Noosa Shire,6592,2023-02-21
North Burnett Regional,717,2023-02-21
Northern Peninsula Area Regional,774,2023-02-21
Not Supplied,920632,2023-02-21
Palm Island Aboriginal Shire,763,2023-02-21
Paroo Shire,94,2023-02-21
Pormpuraaw Aboriginal Shire,228,2023-02-21
Quilpie Shire,46,2023-02-21
Redland City,18618,2023-02-21
Richmond Shire,51,2023-02-21
Rockhampton Regional,6977,2023-02-21
Scenic Rim Regional,3169,2023-02-21
Somerset Regional,1985,2023-02-21
South Burnett Regional,1736,2023-02-21
Southern Downs Regional,3200,2023-02-21
Sunshine Coast Regional,43147,2023-02-21
Tablelands Regional,4798,2023-02-21
Toowoomba Regional,18505,2023-02-21
Torres Shire,1366,2023-02-21
Torres Strait Island Regional,1050,2023-02-21
Townsville City,28910,2023-02-21
Weipa Town,1507,2023-02-21
Western Downs Regional,1737,2023-02-21
Whitsunday Regional,3215,2023-02-21
Winton Shire,46,2023-02-21
Woorabinda Aboriginal Shire,331,2023-02-21
Wujal Wujal Aboriginal Shire,111,2023-02-21
Yarrabah Aboriginal Shire,1271,2023-02-21
Total cases,1622985,2023-02-21
