Local Government Area,Total cases,Date
Aurukun Shire,89,2022-03-17
Balonne Shire,138,2022-03-17
Banana Shire,438,2022-03-17
Barcaldine Regional,21,2022-03-17
Barcoo Shire,2,2022-03-17
Blackall Tambo Regional,20,2022-03-17
Boulia Shire,9,2022-03-17
Brisbane City,91899,2022-03-17
Bulloo Shire,6,2022-03-17
Bundaberg Regional,3872,2022-03-17
Burdekin Shire,918,2022-03-17
Burke Shire,4,2022-03-17
Cairns Regional,20675,2022-03-17
Carpentaria Shire,124,2022-03-17
Cassowary Coast Regional,2287,2022-03-17
Central Highlands Regional,1131,2022-03-17
Charters Towers Regional,228,2022-03-17
Cherbourg Aboriginal Shire,208,2022-03-17
Cloncurry Shire,100,2022-03-17
Cook Shire,557,2022-03-17
Croydon Shire,4,2022-03-17
Diamantina Shire,3,2022-03-17
Doomadgee Aboriginal Shire,143,2022-03-17
Douglas Shire,1413,2022-03-17
Etheridge Shire,9,2022-03-17
Flinders Shire,71,2022-03-17
Fraser Coast Regional,3954,2022-03-17
Gladstone Regional,2095,2022-03-17
Gold Coast City,57579,2022-03-17
Goondiwindi Regional,418,2022-03-17
Gympie Regional,1888,2022-03-17
Hinchinbrook Shire,318,2022-03-17
Hope Vale Aboriginal Shire,156,2022-03-17
Interstate/Other,12622,2022-03-17
Ipswich City,18958,2022-03-17
Isaac Regional,707,2022-03-17
Kowanyama Aboriginal Shire,136,2022-03-17
Livingstone Shire,1675,2022-03-17
Lockhart River Aboriginal Shire,102,2022-03-17
Lockyer Valley Regional,1735,2022-03-17
Logan City,27537,2022-03-17
Longreach Regional,35,2022-03-17
Mackay Regional,7076,2022-03-17
Mapoon Aboriginal Shire,52,2022-03-17
Maranoa Regional,493,2022-03-17
Mareeba Shire,2098,2022-03-17
McKinlay Shire,8,2022-03-17
Moreton Bay Regional,30575,2022-03-17
Mornington Shire,118,2022-03-17
Mount Isa City,640,2022-03-17
Murweh Shire,90,2022-03-17
Napranum Aboriginal Shire,225,2022-03-17
Noosa Shire,3657,2022-03-17
North Burnett Regional,263,2022-03-17
Northern Peninsula Area Regional,563,2022-03-17
Not Supplied,276938,2022-03-17
Palm Island Aboriginal Shire,625,2022-03-17
Paroo Shire,39,2022-03-17
Pormpuraaw Aboriginal Shire,181,2022-03-17
Quilpie Shire,13,2022-03-17
Redland City,10229,2022-03-17
Richmond Shire,15,2022-03-17
Rockhampton Regional,3931,2022-03-17
Scenic Rim Regional,1526,2022-03-17
Somerset Regional,1065,2022-03-17
South Burnett Regional,902,2022-03-17
Southern Downs Regional,1377,2022-03-17
Sunshine Coast Regional,23143,2022-03-17
Tablelands Regional,1406,2022-03-17
Toowoomba Regional,5620,2022-03-17
Torres Shire,827,2022-03-17
Torres Strait Island Regional,570,2022-03-17
Townsville City,14153,2022-03-17
Weipa Town,648,2022-03-17
Western Downs Regional,978,2022-03-17
Whitsunday Regional,2183,2022-03-17
Winton Shire,18,2022-03-17
Woorabinda Aboriginal Shire,16,2022-03-17
Wujal Wujal Aboriginal Shire,54,2022-03-17
Yarrabah Aboriginal Shire,691,2022-03-17
Total cases,647290,2022-03-17
