Local Government Area,Total cases,Date
Aurukun Shire,87,2022-02-26
Balonne Shire,102,2022-02-26
Banana Shire,365,2022-02-26
Barcaldine Regional,18,2022-02-26
Barcoo Shire,2,2022-02-26
Blackall Tambo Regional,20,2022-02-26
Boulia Shire,5,2022-02-26
Brisbane City,86992,2022-02-26
Bulloo Shire,5,2022-02-26
Bundaberg Regional,3117,2022-02-26
Burdekin Shire,851,2022-02-26
Burke Shire,4,2022-02-26
Cairns Regional,18431,2022-02-26
Carpentaria Shire,121,2022-02-26
Cassowary Coast Regional,1830,2022-02-26
Central Highlands Regional,1029,2022-02-26
Charters Towers Regional,199,2022-02-26
Cherbourg Aboriginal Shire,205,2022-02-26
Cloncurry Shire,84,2022-02-26
Cook Shire,418,2022-02-26
Croydon Shire,2,2022-02-26
Diamantina Shire,2,2022-02-26
Doomadgee Aboriginal Shire,131,2022-02-26
Douglas Shire,1313,2022-02-26
Etheridge Shire,9,2022-02-26
Flinders Shire,69,2022-02-26
Fraser Coast Regional,3359,2022-02-26
Gladstone Regional,1596,2022-02-26
Gold Coast City,54808,2022-02-26
Goondiwindi Regional,401,2022-02-26
Gympie Regional,1768,2022-02-26
Hinchinbrook Shire,293,2022-02-26
Hope Vale Aboriginal Shire,60,2022-02-26
Interstate/Other,12353,2022-02-26
Ipswich City,18055,2022-02-26
Isaac Regional,655,2022-02-26
Kowanyama Aboriginal Shire,133,2022-02-26
Livingstone Shire,1490,2022-02-26
Lockhart River Aboriginal Shire,100,2022-02-26
Lockyer Valley Regional,1684,2022-02-26
Logan City,26328,2022-02-26
Longreach Regional,34,2022-02-26
Mackay Regional,6254,2022-02-26
Mapoon Aboriginal Shire,43,2022-02-26
Maranoa Regional,443,2022-02-26
Mareeba Shire,1813,2022-02-26
McKinlay Shire,7,2022-02-26
Moreton Bay Regional,28175,2022-02-26
Mornington Shire,100,2022-02-26
Mount Isa City,606,2022-02-26
Murweh Shire,89,2022-02-26
Napranum Aboriginal Shire,178,2022-02-26
Noosa Shire,3519,2022-02-26
North Burnett Regional,231,2022-02-26
Northern Peninsula Area Regional,505,2022-02-26
Not Supplied,216350,2022-02-26
Palm Island Aboriginal Shire,541,2022-02-26
Paroo Shire,36,2022-02-26
Pormpuraaw Aboriginal Shire,172,2022-02-26
Quilpie Shire,13,2022-02-26
Redland City,9448,2022-02-26
Richmond Shire,14,2022-02-26
Rockhampton Regional,3245,2022-02-26
Scenic Rim Regional,1461,2022-02-26
Somerset Regional,1038,2022-02-26
South Burnett Regional,858,2022-02-26
Southern Downs Regional,1252,2022-02-26
Sunshine Coast Regional,21850,2022-02-26
Tablelands Regional,1076,2022-02-26
Toowoomba Regional,5145,2022-02-26
Torres Shire,653,2022-02-26
Torres Strait Island Regional,464,2022-02-26
Townsville City,11656,2022-02-26
Weipa Town,484,2022-02-26
Western Downs Regional,884,2022-02-26
Whitsunday Regional,2095,2022-02-26
Winton Shire,14,2022-02-26
Woorabinda Aboriginal Shire,15,2022-02-26
Wujal Wujal Aboriginal Shire,45,2022-02-26
Yarrabah Aboriginal Shire,673,2022-02-26
Total cases,559973,2022-02-26
