Local Government Area,Total cases,Date
Aurukun Shire,85,2022-02-20
Balonne Shire,99,2022-02-20
Banana Shire,353,2022-02-20
Barcaldine Regional,18,2022-02-20
Barcoo Shire,2,2022-02-20
Blackall Tambo Regional,20,2022-02-20
Boulia Shire,3,2022-02-20
Brisbane City,84858,2022-02-20
Bulloo Shire,5,2022-02-20
Bundaberg Regional,2913,2022-02-20
Burdekin Shire,802,2022-02-20
Burke Shire,4,2022-02-20
Cairns Regional,17127,2022-02-20
Carpentaria Shire,117,2022-02-20
Cassowary Coast Regional,1773,2022-02-20
Central Highlands Regional,980,2022-02-20
Charters Towers Regional,196,2022-02-20
Cherbourg Aboriginal Shire,192,2022-02-20
Cloncurry Shire,80,2022-02-20
Cook Shire,381,2022-02-20
Croydon Shire,2,2022-02-20
Diamantina Shire,2,2022-02-20
Doomadgee Aboriginal Shire,126,2022-02-20
Douglas Shire,1263,2022-02-20
Etheridge Shire,9,2022-02-20
Flinders Shire,68,2022-02-20
Fraser Coast Regional,3161,2022-02-20
Gladstone Regional,1520,2022-02-20
Gold Coast City,53697,2022-02-20
Goondiwindi Regional,392,2022-02-20
Gympie Regional,1655,2022-02-20
Hinchinbrook Shire,270,2022-02-20
Hope Vale Aboriginal Shire,43,2022-02-20
Interstate/Other,12293,2022-02-20
Ipswich City,17533,2022-02-20
Isaac Regional,629,2022-02-20
Kowanyama Aboriginal Shire,124,2022-02-20
Livingstone Shire,1437,2022-02-20
Lockhart River Aboriginal Shire,98,2022-02-20
Lockyer Valley Regional,1650,2022-02-20
Logan City,25718,2022-02-20
Longreach Regional,29,2022-02-20
Mackay Regional,6011,2022-02-20
Mapoon Aboriginal Shire,31,2022-02-20
Maranoa Regional,430,2022-02-20
Mareeba Shire,1746,2022-02-20
McKinlay Shire,6,2022-02-20
Moreton Bay Regional,27063,2022-02-20
Mornington Shire,82,2022-02-20
Mount Isa City,599,2022-02-20
Murweh Shire,88,2022-02-20
Napranum Aboriginal Shire,147,2022-02-20
Noosa Shire,3450,2022-02-20
North Burnett Regional,223,2022-02-20
Northern Peninsula Area Regional,467,2022-02-20
Not Supplied,195925,2022-02-20
Palm Island Aboriginal Shire,518,2022-02-20
Paroo Shire,34,2022-02-20
Pormpuraaw Aboriginal Shire,134,2022-02-20
Quilpie Shire,13,2022-02-20
Redland City,9079,2022-02-20
Richmond Shire,12,2022-02-20
Rockhampton Regional,3027,2022-02-20
Scenic Rim Regional,1411,2022-02-20
Somerset Regional,1010,2022-02-20
South Burnett Regional,828,2022-02-20
Southern Downs Regional,1205,2022-02-20
Sunshine Coast Regional,21217,2022-02-20
Tablelands Regional,1048,2022-02-20
Toowoomba Regional,4983,2022-02-20
Torres Shire,543,2022-02-20
Torres Strait Island Regional,407,2022-02-20
Townsville City,10737,2022-02-20
Weipa Town,335,2022-02-20
Western Downs Regional,857,2022-02-20
Whitsunday Regional,2046,2022-02-20
Winton Shire,14,2022-02-20
Woorabinda Aboriginal Shire,13,2022-02-20
Wujal Wujal Aboriginal Shire,38,2022-02-20
Yarrabah Aboriginal Shire,655,2022-02-20
Total cases,528159,2022-02-20
