Local Government Area,Total cases,Date
Aurukun Shire,84,2022-02-14
Balonne Shire,98,2022-02-14
Banana Shire,325,2022-02-14
Barcaldine Regional,17,2022-02-14
Barcoo Shire,2,2022-02-14
Blackall Tambo Regional,19,2022-02-14
Boulia Shire,1,2022-02-14
Brisbane City,81367,2022-02-14
Bulloo Shire,5,2022-02-14
Bundaberg Regional,2671,2022-02-14
Burdekin Shire,745,2022-02-14
Burke Shire,4,2022-02-14
Cairns Regional,16275,2022-02-14
Carpentaria Shire,91,2022-02-14
Cassowary Coast Regional,1713,2022-02-14
Central Highlands Regional,870,2022-02-14
Charters Towers Regional,158,2022-02-14
Cherbourg Aboriginal Shire,185,2022-02-14
Cloncurry Shire,79,2022-02-14
Cook Shire,323,2022-02-14
Croydon Shire,2,2022-02-14
Diamantina Shire,2,2022-02-14
Doomadgee Aboriginal Shire,97,2022-02-14
Douglas Shire,1168,2022-02-14
Etheridge Shire,9,2022-02-14
Flinders Shire,58,2022-02-14
Fraser Coast Regional,2871,2022-02-14
Gladstone Regional,1417,2022-02-14
Gold Coast City,51977,2022-02-14
Goondiwindi Regional,375,2022-02-14
Gympie Regional,1480,2022-02-14
Hinchinbrook Shire,252,2022-02-14
Hope Vale Aboriginal Shire,29,2022-02-14
Interstate/Other,12183,2022-02-14
Ipswich City,16854,2022-02-14
Isaac Regional,596,2022-02-14
Kowanyama Aboriginal Shire,103,2022-02-14
Livingstone Shire,1353,2022-02-14
Lockhart River Aboriginal Shire,89,2022-02-14
Lockyer Valley Regional,1626,2022-02-14
Logan City,24706,2022-02-14
Longreach Regional,29,2022-02-14
Mackay Regional,5557,2022-02-14
Mapoon Aboriginal Shire,19,2022-02-14
Maranoa Regional,421,2022-02-14
Mareeba Shire,1648,2022-02-14
McKinlay Shire,4,2022-02-14
Moreton Bay Regional,25372,2022-02-14
Mornington Shire,34,2022-02-14
Mount Isa City,466,2022-02-14
Murweh Shire,87,2022-02-14
Napranum Aboriginal Shire,90,2022-02-14
Noosa Shire,3319,2022-02-14
North Burnett Regional,212,2022-02-14
Northern Peninsula Area Regional,418,2022-02-14
Not Supplied,179832,2022-02-14
Palm Island Aboriginal Shire,466,2022-02-14
Paroo Shire,33,2022-02-14
Pormpuraaw Aboriginal Shire,64,2022-02-14
Quilpie Shire,13,2022-02-14
Redland City,8540,2022-02-14
Richmond Shire,5,2022-02-14
Rockhampton Regional,2733,2022-02-14
Scenic Rim Regional,1312,2022-02-14
Somerset Regional,971,2022-02-14
South Burnett Regional,776,2022-02-14
Southern Downs Regional,1148,2022-02-14
Sunshine Coast Regional,20225,2022-02-14
Tablelands Regional,1008,2022-02-14
Toowoomba Regional,4706,2022-02-14
Torres Shire,445,2022-02-14
Torres Strait Island Regional,354,2022-02-14
Townsville City,9620,2022-02-14
Weipa Town,236,2022-02-14
Western Downs Regional,839,2022-02-14
Whitsunday Regional,1966,2022-02-14
Winton Shire,10,2022-02-14
Woorabinda Aboriginal Shire,11,2022-02-14
Wujal Wujal Aboriginal Shire,27,2022-02-14
Yarrabah Aboriginal Shire,628,2022-02-14
Total cases,495923,2022-02-14
