Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-12
Balonne Shire,457,2022-11-12
Banana Shire,809,2022-11-12
Barcaldine Regional,164,2022-11-12
Barcoo Shire,4,2022-11-12
Blackall Tambo Regional,83,2022-11-12
Boulia Shire,14,2022-11-12
Brisbane City,168497,2022-11-12
Bulloo Shire,12,2022-11-12
Bundaberg Regional,10497,2022-11-12
Burdekin Shire,1466,2022-11-12
Burke Shire,28,2022-11-12
Cairns Regional,48930,2022-11-12
Carpentaria Shire,170,2022-11-12
Cassowary Coast Regional,5723,2022-11-12
Central Highlands Regional,2172,2022-11-12
Charters Towers Regional,1189,2022-11-12
Cherbourg Aboriginal Shire,391,2022-11-12
Cloncurry Shire,183,2022-11-12
Cook Shire,1164,2022-11-12
Croydon Shire,23,2022-11-12
Diamantina Shire,32,2022-11-12
Doomadgee Aboriginal Shire,175,2022-11-12
Douglas Shire,3033,2022-11-12
Etheridge Shire,68,2022-11-12
Flinders Shire,181,2022-11-12
Fraser Coast Regional,12418,2022-11-12
Gladstone Regional,4822,2022-11-12
Gold Coast City,92424,2022-11-12
Goondiwindi Regional,791,2022-11-12
Gympie Regional,4152,2022-11-12
Hinchinbrook Shire,618,2022-11-12
Hope Vale Aboriginal Shire,339,2022-11-12
Interstate/Other,21028,2022-11-12
Ipswich City,33308,2022-11-12
Isaac Regional,1087,2022-11-12
Kowanyama Aboriginal Shire,196,2022-11-12
Livingstone Shire,2989,2022-11-12
Lockhart River Aboriginal Shire,157,2022-11-12
Lockyer Valley Regional,3285,2022-11-12
Logan City,43554,2022-11-12
Longreach Regional,154,2022-11-12
Mackay Regional,13300,2022-11-12
Mapoon Aboriginal Shire,82,2022-11-12
Maranoa Regional,1208,2022-11-12
Mareeba Shire,5533,2022-11-12
McKinlay Shire,22,2022-11-12
Moreton Bay Regional,61528,2022-11-12
Mornington Shire,136,2022-11-12
Mount Isa City,2051,2022-11-12
Murweh Shire,349,2022-11-12
Napranum Aboriginal Shire,277,2022-11-12
Noosa Shire,6592,2022-11-12
North Burnett Regional,717,2022-11-12
Northern Peninsula Area Regional,774,2022-11-12
Not Supplied,920632,2022-11-12
Palm Island Aboriginal Shire,763,2022-11-12
Paroo Shire,94,2022-11-12
Pormpuraaw Aboriginal Shire,228,2022-11-12
Quilpie Shire,46,2022-11-12
Redland City,18618,2022-11-12
Richmond Shire,51,2022-11-12
Rockhampton Regional,6977,2022-11-12
Scenic Rim Regional,3169,2022-11-12
Somerset Regional,1985,2022-11-12
South Burnett Regional,1736,2022-11-12
Southern Downs Regional,3200,2022-11-12
Sunshine Coast Regional,43147,2022-11-12
Tablelands Regional,4798,2022-11-12
Toowoomba Regional,18505,2022-11-12
Torres Shire,1366,2022-11-12
Torres Strait Island Regional,1050,2022-11-12
Townsville City,28910,2022-11-12
Weipa Town,1507,2022-11-12
Western Downs Regional,1737,2022-11-12
Whitsunday Regional,3215,2022-11-12
Winton Shire,46,2022-11-12
Woorabinda Aboriginal Shire,331,2022-11-12
Wujal Wujal Aboriginal Shire,111,2022-11-12
Yarrabah Aboriginal Shire,1271,2022-11-12
Total cases,1622985,2022-11-12
