Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-30
Balonne Shire,195,2022-04-30
Banana Shire,538,2022-04-30
Barcaldine Regional,41,2022-04-30
Barcoo Shire,3,2022-04-30
Blackall Tambo Regional,25,2022-04-30
Boulia Shire,10,2022-04-30
Brisbane City,116751,2022-04-30
Bulloo Shire,7,2022-04-30
Bundaberg Regional,5639,2022-04-30
Burdekin Shire,1010,2022-04-30
Burke Shire,8,2022-04-30
Cairns Regional,33662,2022-04-30
Carpentaria Shire,139,2022-04-30
Cassowary Coast Regional,3523,2022-04-30
Central Highlands Regional,1469,2022-04-30
Charters Towers Regional,258,2022-04-30
Cherbourg Aboriginal Shire,272,2022-04-30
Cloncurry Shire,118,2022-04-30
Cook Shire,802,2022-04-30
Croydon Shire,6,2022-04-30
Diamantina Shire,14,2022-04-30
Doomadgee Aboriginal Shire,154,2022-04-30
Douglas Shire,2153,2022-04-30
Etheridge Shire,26,2022-04-30
Flinders Shire,76,2022-04-30
Fraser Coast Regional,6844,2022-04-30
Gladstone Regional,2932,2022-04-30
Gold Coast City,67833,2022-04-30
Goondiwindi Regional,472,2022-04-30
Gympie Regional,2715,2022-04-30
Hinchinbrook Shire,397,2022-04-30
Hope Vale Aboriginal Shire,240,2022-04-30
Interstate/Other,14015,2022-04-30
Ipswich City,25010,2022-04-30
Isaac Regional,836,2022-04-30
Kowanyama Aboriginal Shire,139,2022-04-30
Livingstone Shire,2136,2022-04-30
Lockhart River Aboriginal Shire,108,2022-04-30
Lockyer Valley Regional,2308,2022-04-30
Logan City,32370,2022-04-30
Longreach Regional,50,2022-04-30
Mackay Regional,9054,2022-04-30
Mapoon Aboriginal Shire,57,2022-04-30
Maranoa Regional,663,2022-04-30
Mareeba Shire,3187,2022-04-30
McKinlay Shire,8,2022-04-30
Moreton Bay Regional,40753,2022-04-30
Mornington Shire,123,2022-04-30
Mount Isa City,672,2022-04-30
Murweh Shire,129,2022-04-30
Napranum Aboriginal Shire,242,2022-04-30
Noosa Shire,4480,2022-04-30
North Burnett Regional,386,2022-04-30
Northern Peninsula Area Regional,618,2022-04-30
Not Supplied,514574,2022-04-30
Palm Island Aboriginal Shire,647,2022-04-30
Paroo Shire,57,2022-04-30
Pormpuraaw Aboriginal Shire,189,2022-04-30
Quilpie Shire,16,2022-04-30
Redland City,12943,2022-04-30
Richmond Shire,27,2022-04-30
Rockhampton Regional,5171,2022-04-30
Scenic Rim Regional,1997,2022-04-30
Somerset Regional,1349,2022-04-30
South Burnett Regional,1087,2022-04-30
Southern Downs Regional,1704,2022-04-30
Sunshine Coast Regional,30060,2022-04-30
Tablelands Regional,2783,2022-04-30
Toowoomba Regional,8174,2022-04-30
Torres Shire,1132,2022-04-30
Torres Strait Island Regional,870,2022-04-30
Townsville City,18437,2022-04-30
Weipa Town,963,2022-04-30
Western Downs Regional,1130,2022-04-30
Whitsunday Regional,2351,2022-04-30
Winton Shire,20,2022-04-30
Woorabinda Aboriginal Shire,24,2022-04-30
Wujal Wujal Aboriginal Shire,78,2022-04-30
Yarrabah Aboriginal Shire,749,2022-04-30
Total cases,992300,2022-04-30
