Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-18
Balonne Shire,444,2022-08-18
Banana Shire,800,2022-08-18
Barcaldine Regional,158,2022-08-18
Barcoo Shire,4,2022-08-18
Blackall Tambo Regional,83,2022-08-18
Boulia Shire,13,2022-08-18
Brisbane City,166210,2022-08-18
Bulloo Shire,12,2022-08-18
Bundaberg Regional,10178,2022-08-18
Burdekin Shire,1457,2022-08-18
Burke Shire,27,2022-08-18
Cairns Regional,47165,2022-08-18
Carpentaria Shire,170,2022-08-18
Cassowary Coast Regional,5469,2022-08-18
Central Highlands Regional,2147,2022-08-18
Charters Towers Regional,1177,2022-08-18
Cherbourg Aboriginal Shire,352,2022-08-18
Cloncurry Shire,181,2022-08-18
Cook Shire,1133,2022-08-18
Croydon Shire,21,2022-08-18
Diamantina Shire,31,2022-08-18
Doomadgee Aboriginal Shire,174,2022-08-18
Douglas Shire,2932,2022-08-18
Etheridge Shire,64,2022-08-18
Flinders Shire,179,2022-08-18
Fraser Coast Regional,12016,2022-08-18
Gladstone Regional,4779,2022-08-18
Gold Coast City,91341,2022-08-18
Goondiwindi Regional,771,2022-08-18
Gympie Regional,4091,2022-08-18
Hinchinbrook Shire,610,2022-08-18
Hope Vale Aboriginal Shire,334,2022-08-18
Interstate/Other,20667,2022-08-18
Ipswich City,32903,2022-08-18
Isaac Regional,1076,2022-08-18
Kowanyama Aboriginal Shire,193,2022-08-18
Livingstone Shire,2969,2022-08-18
Lockhart River Aboriginal Shire,149,2022-08-18
Lockyer Valley Regional,3194,2022-08-18
Logan City,43042,2022-08-18
Longreach Regional,152,2022-08-18
Mackay Regional,13182,2022-08-18
Mapoon Aboriginal Shire,80,2022-08-18
Maranoa Regional,1163,2022-08-18
Mareeba Shire,5162,2022-08-18
McKinlay Shire,20,2022-08-18
Moreton Bay Regional,60178,2022-08-18
Mornington Shire,132,2022-08-18
Mount Isa City,1986,2022-08-18
Murweh Shire,343,2022-08-18
Napranum Aboriginal Shire,272,2022-08-18
Noosa Shire,6510,2022-08-18
North Burnett Regional,673,2022-08-18
Northern Peninsula Area Regional,769,2022-08-18
Not Supplied,895293,2022-08-18
Palm Island Aboriginal Shire,762,2022-08-18
Paroo Shire,92,2022-08-18
Pormpuraaw Aboriginal Shire,224,2022-08-18
Quilpie Shire,45,2022-08-18
Redland City,18349,2022-08-18
Richmond Shire,52,2022-08-18
Rockhampton Regional,6921,2022-08-18
Scenic Rim Regional,3122,2022-08-18
Somerset Regional,1950,2022-08-18
South Burnett Regional,1686,2022-08-18
Southern Downs Regional,3121,2022-08-18
Sunshine Coast Regional,42728,2022-08-18
Tablelands Regional,4552,2022-08-18
Toowoomba Regional,18194,2022-08-18
Torres Shire,1341,2022-08-18
Torres Strait Island Regional,1018,2022-08-18
Townsville City,28698,2022-08-18
Weipa Town,1470,2022-08-18
Western Downs Regional,1704,2022-08-18
Whitsunday Regional,3187,2022-08-18
Winton Shire,45,2022-08-18
Woorabinda Aboriginal Shire,329,2022-08-18
Wujal Wujal Aboriginal Shire,107,2022-08-18
Yarrabah Aboriginal Shire,1015,2022-08-18
Total cases,1585477,2022-08-18
