Local Government Area,Total cases,Date
Aurukun Shire,87,2022-02-27
Balonne Shire,102,2022-02-27
Banana Shire,372,2022-02-27
Barcaldine Regional,18,2022-02-27
Barcoo Shire,2,2022-02-27
Blackall Tambo Regional,20,2022-02-27
Boulia Shire,5,2022-02-27
Brisbane City,87264,2022-02-27
Bulloo Shire,5,2022-02-27
Bundaberg Regional,3141,2022-02-27
Burdekin Shire,851,2022-02-27
Burke Shire,4,2022-02-27
Cairns Regional,18547,2022-02-27
Carpentaria Shire,121,2022-02-27
Cassowary Coast Regional,1835,2022-02-27
Central Highlands Regional,1039,2022-02-27
Charters Towers Regional,201,2022-02-27
Cherbourg Aboriginal Shire,205,2022-02-27
Cloncurry Shire,84,2022-02-27
Cook Shire,422,2022-02-27
Croydon Shire,2,2022-02-27
Diamantina Shire,2,2022-02-27
Doomadgee Aboriginal Shire,131,2022-02-27
Douglas Shire,1312,2022-02-27
Etheridge Shire,9,2022-02-27
Flinders Shire,69,2022-02-27
Fraser Coast Regional,3382,2022-02-27
Gladstone Regional,1605,2022-02-27
Gold Coast City,54946,2022-02-27
Goondiwindi Regional,401,2022-02-27
Gympie Regional,1771,2022-02-27
Hinchinbrook Shire,297,2022-02-27
Hope Vale Aboriginal Shire,60,2022-02-27
Interstate/Other,12365,2022-02-27
Ipswich City,18126,2022-02-27
Isaac Regional,659,2022-02-27
Kowanyama Aboriginal Shire,135,2022-02-27
Livingstone Shire,1495,2022-02-27
Lockhart River Aboriginal Shire,100,2022-02-27
Lockyer Valley Regional,1686,2022-02-27
Logan City,26397,2022-02-27
Longreach Regional,34,2022-02-27
Mackay Regional,6310,2022-02-27
Mapoon Aboriginal Shire,44,2022-02-27
Maranoa Regional,444,2022-02-27
Mareeba Shire,1818,2022-02-27
McKinlay Shire,7,2022-02-27
Moreton Bay Regional,28306,2022-02-27
Mornington Shire,100,2022-02-27
Mount Isa City,610,2022-02-27
Murweh Shire,89,2022-02-27
Napranum Aboriginal Shire,184,2022-02-27
Noosa Shire,3523,2022-02-27
North Burnett Regional,231,2022-02-27
Northern Peninsula Area Regional,507,2022-02-27
Not Supplied,218643,2022-02-27
Palm Island Aboriginal Shire,564,2022-02-27
Paroo Shire,36,2022-02-27
Pormpuraaw Aboriginal Shire,173,2022-02-27
Quilpie Shire,13,2022-02-27
Redland City,9485,2022-02-27
Richmond Shire,14,2022-02-27
Rockhampton Regional,3265,2022-02-27
Scenic Rim Regional,1466,2022-02-27
Somerset Regional,1042,2022-02-27
South Burnett Regional,858,2022-02-27
Southern Downs Regional,1256,2022-02-27
Sunshine Coast Regional,21892,2022-02-27
Tablelands Regional,1080,2022-02-27
Toowoomba Regional,5153,2022-02-27
Torres Shire,658,2022-02-27
Torres Strait Island Regional,466,2022-02-27
Townsville City,11716,2022-02-27
Weipa Town,502,2022-02-27
Western Downs Regional,886,2022-02-27
Whitsunday Regional,2098,2022-02-27
Winton Shire,14,2022-02-27
Woorabinda Aboriginal Shire,15,2022-02-27
Wujal Wujal Aboriginal Shire,46,2022-02-27
Yarrabah Aboriginal Shire,675,2022-02-27
Total cases,563498,2022-02-27
