Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-20
Balonne Shire,232,2022-05-20
Banana Shire,568,2022-05-20
Barcaldine Regional,57,2022-05-20
Barcoo Shire,3,2022-05-20
Blackall Tambo Regional,33,2022-05-20
Boulia Shire,11,2022-05-20
Brisbane City,124010,2022-05-20
Bulloo Shire,8,2022-05-20
Bundaberg Regional,6034,2022-05-20
Burdekin Shire,1048,2022-05-20
Burke Shire,7,2022-05-20
Cairns Regional,37609,2022-05-20
Carpentaria Shire,148,2022-05-20
Cassowary Coast Regional,4029,2022-05-20
Central Highlands Regional,1579,2022-05-20
Charters Towers Regional,264,2022-05-20
Cherbourg Aboriginal Shire,288,2022-05-20
Cloncurry Shire,126,2022-05-20
Cook Shire,856,2022-05-20
Croydon Shire,11,2022-05-20
Diamantina Shire,18,2022-05-20
Doomadgee Aboriginal Shire,154,2022-05-20
Douglas Shire,2360,2022-05-20
Etheridge Shire,43,2022-05-20
Flinders Shire,95,2022-05-20
Fraser Coast Regional,7884,2022-05-20
Gladstone Regional,3054,2022-05-20
Gold Coast City,70901,2022-05-20
Goondiwindi Regional,492,2022-05-20
Gympie Regional,2932,2022-05-20
Hinchinbrook Shire,415,2022-05-20
Hope Vale Aboriginal Shire,249,2022-05-20
Interstate/Other,14531,2022-05-20
Ipswich City,26378,2022-05-20
Isaac Regional,863,2022-05-20
Kowanyama Aboriginal Shire,147,2022-05-20
Livingstone Shire,2255,2022-05-20
Lockhart River Aboriginal Shire,111,2022-05-20
Lockyer Valley Regional,2446,2022-05-20
Logan City,34079,2022-05-20
Longreach Regional,68,2022-05-20
Mackay Regional,9734,2022-05-20
Mapoon Aboriginal Shire,61,2022-05-20
Maranoa Regional,728,2022-05-20
Mareeba Shire,3716,2022-05-20
McKinlay Shire,8,2022-05-20
Moreton Bay Regional,43530,2022-05-20
Mornington Shire,126,2022-05-20
Mount Isa City,691,2022-05-20
Murweh Shire,158,2022-05-20
Napranum Aboriginal Shire,247,2022-05-20
Noosa Shire,4758,2022-05-20
North Burnett Regional,408,2022-05-20
Northern Peninsula Area Regional,637,2022-05-20
Not Supplied,613756,2022-05-20
Palm Island Aboriginal Shire,655,2022-05-20
Paroo Shire,63,2022-05-20
Pormpuraaw Aboriginal Shire,189,2022-05-20
Quilpie Shire,23,2022-05-20
Redland City,13811,2022-05-20
Richmond Shire,29,2022-05-20
Rockhampton Regional,5497,2022-05-20
Scenic Rim Regional,2161,2022-05-20
Somerset Regional,1456,2022-05-20
South Burnett Regional,1128,2022-05-20
Southern Downs Regional,1881,2022-05-20
Sunshine Coast Regional,31988,2022-05-20
Tablelands Regional,3177,2022-05-20
Toowoomba Regional,8922,2022-05-20
Torres Shire,1179,2022-05-20
Torres Strait Island Regional,905,2022-05-20
Townsville City,20280,2022-05-20
Weipa Town,1129,2022-05-20
Western Downs Regional,1166,2022-05-20
Whitsunday Regional,2404,2022-05-20
Winton Shire,22,2022-05-20
Woorabinda Aboriginal Shire,26,2022-05-20
Wujal Wujal Aboriginal Shire,87,2022-05-20
Yarrabah Aboriginal Shire,767,2022-05-20
Total cases,1123991,2022-05-20
