Local Government Area,Total cases,Date
Aurukun Shire,67,2022-02-06
Balonne Shire,95,2022-02-06
Banana Shire,269,2022-02-06
Barcaldine Regional,17,2022-02-06
Barcoo Shire,2,2022-02-06
Blackall Tambo Regional,18,2022-02-06
Boulia Shire,1,2022-02-06
Brisbane City,77741,2022-02-06
Bulloo Shire,4,2022-02-06
Bundaberg Regional,2282,2022-02-06
Burdekin Shire,625,2022-02-06
Burke Shire,4,2022-02-06
Cairns Regional,15111,2022-02-06
Carpentaria Shire,47,2022-02-06
Cassowary Coast Regional,1558,2022-02-06
Central Highlands Regional,777,2022-02-06
Charters Towers Regional,82,2022-02-06
Cherbourg Aboriginal Shire,167,2022-02-06
Cloncurry Shire,65,2022-02-06
Cook Shire,263,2022-02-06
Croydon Shire,2,2022-02-06
Diamantina Shire,2,2022-02-06
Doomadgee Aboriginal Shire,70,2022-02-06
Douglas Shire,1086,2022-02-06
Etheridge Shire,5,2022-02-06
Flinders Shire,42,2022-02-06
Fraser Coast Regional,2535,2022-02-06
Gladstone Regional,1268,2022-02-06
Gold Coast City,49660,2022-02-06
Goondiwindi Regional,342,2022-02-06
Gympie Regional,1307,2022-02-06
Hinchinbrook Shire,219,2022-02-06
Hope Vale Aboriginal Shire,11,2022-02-06
Interstate/Other,11864,2022-02-06
Ipswich City,15797,2022-02-06
Isaac Regional,556,2022-02-06
Kowanyama Aboriginal Shire,81,2022-02-06
Livingstone Shire,1192,2022-02-06
Lockhart River Aboriginal Shire,78,2022-02-06
Lockyer Valley Regional,1520,2022-02-06
Logan City,23359,2022-02-06
Longreach Regional,28,2022-02-06
Mackay Regional,5070,2022-02-06
Mapoon Aboriginal Shire,8,2022-02-06
Maranoa Regional,378,2022-02-06
Mareeba Shire,1471,2022-02-06
McKinlay Shire,4,2022-02-06
Moreton Bay Regional,23390,2022-02-06
Mornington Shire,12,2022-02-06
Mount Isa City,305,2022-02-06
Murweh Shire,86,2022-02-06
Napranum Aboriginal Shire,41,2022-02-06
Noosa Shire,3179,2022-02-06
North Burnett Regional,193,2022-02-06
Northern Peninsula Area Regional,330,2022-02-06
Not Supplied,156751,2022-02-06
Palm Island Aboriginal Shire,360,2022-02-06
Paroo Shire,32,2022-02-06
Pormpuraaw Aboriginal Shire,4,2022-02-06
Quilpie Shire,13,2022-02-06
Redland City,7904,2022-02-06
Richmond Shire,3,2022-02-06
Rockhampton Regional,2349,2022-02-06
Scenic Rim Regional,1228,2022-02-06
Somerset Regional,912,2022-02-06
South Burnett Regional,720,2022-02-06
Southern Downs Regional,1100,2022-02-06
Sunshine Coast Regional,18975,2022-02-06
Tablelands Regional,939,2022-02-06
Toowoomba Regional,4459,2022-02-06
Torres Shire,361,2022-02-06
Torres Strait Island Regional,294,2022-02-06
Townsville City,8363,2022-02-06
Weipa Town,172,2022-02-06
Western Downs Regional,815,2022-02-06
Whitsunday Regional,1873,2022-02-06
Winton Shire,10,2022-02-06
Woorabinda Aboriginal Shire,11,2022-02-06
Wujal Wujal Aboriginal Shire,14,2022-02-06
Yarrabah Aboriginal Shire,534,2022-02-06
Total cases,452882,2022-02-06
