Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-17
Balonne Shire,164,2022-04-17
Banana Shire,519,2022-04-17
Barcaldine Regional,33,2022-04-17
Barcoo Shire,2,2022-04-17
Blackall Tambo Regional,21,2022-04-17
Boulia Shire,9,2022-04-17
Brisbane City,110990,2022-04-17
Bulloo Shire,7,2022-04-17
Bundaberg Regional,5279,2022-04-17
Burdekin Shire,993,2022-04-17
Burke Shire,8,2022-04-17
Cairns Regional,30497,2022-04-17
Carpentaria Shire,139,2022-04-17
Cassowary Coast Regional,3233,2022-04-17
Central Highlands Regional,1412,2022-04-17
Charters Towers Regional,243,2022-04-17
Cherbourg Aboriginal Shire,237,2022-04-17
Cloncurry Shire,116,2022-04-17
Cook Shire,723,2022-04-17
Croydon Shire,4,2022-04-17
Diamantina Shire,4,2022-04-17
Doomadgee Aboriginal Shire,154,2022-04-17
Douglas Shire,1968,2022-04-17
Etheridge Shire,23,2022-04-17
Flinders Shire,75,2022-04-17
Fraser Coast Regional,6125,2022-04-17
Gladstone Regional,2817,2022-04-17
Gold Coast City,65166,2022-04-17
Goondiwindi Regional,463,2022-04-17
Gympie Regional,2488,2022-04-17
Hinchinbrook Shire,356,2022-04-17
Hope Vale Aboriginal Shire,233,2022-04-17
Interstate/Other,13551,2022-04-17
Ipswich City,23641,2022-04-17
Isaac Regional,810,2022-04-17
Kowanyama Aboriginal Shire,140,2022-04-17
Livingstone Shire,2034,2022-04-17
Lockhart River Aboriginal Shire,108,2022-04-17
Lockyer Valley Regional,2174,2022-04-17
Logan City,31206,2022-04-17
Longreach Regional,44,2022-04-17
Mackay Regional,8591,2022-04-17
Mapoon Aboriginal Shire,56,2022-04-17
Maranoa Regional,597,2022-04-17
Mareeba Shire,2845,2022-04-17
McKinlay Shire,8,2022-04-17
Moreton Bay Regional,38443,2022-04-17
Mornington Shire,124,2022-04-17
Mount Isa City,670,2022-04-17
Murweh Shire,116,2022-04-17
Napranum Aboriginal Shire,236,2022-04-17
Noosa Shire,4229,2022-04-17
North Burnett Regional,363,2022-04-17
Northern Peninsula Area Regional,605,2022-04-17
Not Supplied,455893,2022-04-17
Palm Island Aboriginal Shire,641,2022-04-17
Paroo Shire,53,2022-04-17
Pormpuraaw Aboriginal Shire,186,2022-04-17
Quilpie Shire,15,2022-04-17
Redland City,12286,2022-04-17
Richmond Shire,24,2022-04-17
Rockhampton Regional,4934,2022-04-17
Scenic Rim Regional,1873,2022-04-17
Somerset Regional,1269,2022-04-17
South Burnett Regional,1036,2022-04-17
Southern Downs Regional,1599,2022-04-17
Sunshine Coast Regional,28338,2022-04-17
Tablelands Regional,2569,2022-04-17
Toowoomba Regional,7428,2022-04-17
Torres Shire,1085,2022-04-17
Torres Strait Island Regional,836,2022-04-17
Townsville City,17324,2022-04-17
Weipa Town,860,2022-04-17
Western Downs Regional,1106,2022-04-17
Whitsunday Regional,2306,2022-04-17
Winton Shire,18,2022-04-17
Woorabinda Aboriginal Shire,17,2022-04-17
Wujal Wujal Aboriginal Shire,74,2022-04-17
Yarrabah Aboriginal Shire,730,2022-04-17
Total cases,907686,2022-04-17
