Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-02
Balonne Shire,148,2022-04-02
Banana Shire,481,2022-04-02
Barcaldine Regional,24,2022-04-02
Barcoo Shire,2,2022-04-02
Blackall Tambo Regional,21,2022-04-02
Boulia Shire,9,2022-04-02
Brisbane City,101925,2022-04-02
Bulloo Shire,7,2022-04-02
Bundaberg Regional,4670,2022-04-02
Burdekin Shire,952,2022-04-02
Burke Shire,5,2022-04-02
Cairns Regional,25801,2022-04-02
Carpentaria Shire,137,2022-04-02
Cassowary Coast Regional,2780,2022-04-02
Central Highlands Regional,1255,2022-04-02
Charters Towers Regional,236,2022-04-02
Cherbourg Aboriginal Shire,221,2022-04-02
Cloncurry Shire,110,2022-04-02
Cook Shire,652,2022-04-02
Croydon Shire,4,2022-04-02
Diamantina Shire,4,2022-04-02
Doomadgee Aboriginal Shire,156,2022-04-02
Douglas Shire,1688,2022-04-02
Etheridge Shire,16,2022-04-02
Flinders Shire,73,2022-04-02
Fraser Coast Regional,4980,2022-04-02
Gladstone Regional,2611,2022-04-02
Gold Coast City,61374,2022-04-02
Goondiwindi Regional,440,2022-04-02
Gympie Regional,2167,2022-04-02
Hinchinbrook Shire,338,2022-04-02
Hope Vale Aboriginal Shire,210,2022-04-02
Interstate/Other,13006,2022-04-02
Ipswich City,21471,2022-04-02
Isaac Regional,765,2022-04-02
Kowanyama Aboriginal Shire,138,2022-04-02
Livingstone Shire,1883,2022-04-02
Lockhart River Aboriginal Shire,103,2022-04-02
Lockyer Valley Regional,1930,2022-04-02
Logan City,29376,2022-04-02
Longreach Regional,36,2022-04-02
Mackay Regional,7820,2022-04-02
Mapoon Aboriginal Shire,54,2022-04-02
Maranoa Regional,543,2022-04-02
Mareeba Shire,2477,2022-04-02
McKinlay Shire,8,2022-04-02
Moreton Bay Regional,34801,2022-04-02
Mornington Shire,118,2022-04-02
Mount Isa City,661,2022-04-02
Murweh Shire,102,2022-04-02
Napranum Aboriginal Shire,233,2022-04-02
Noosa Shire,3942,2022-04-02
North Burnett Regional,309,2022-04-02
Northern Peninsula Area Regional,594,2022-04-02
Not Supplied,372556,2022-04-02
Palm Island Aboriginal Shire,639,2022-04-02
Paroo Shire,45,2022-04-02
Pormpuraaw Aboriginal Shire,182,2022-04-02
Quilpie Shire,14,2022-04-02
Redland City,11236,2022-04-02
Richmond Shire,18,2022-04-02
Rockhampton Regional,4495,2022-04-02
Scenic Rim Regional,1709,2022-04-02
Somerset Regional,1168,2022-04-02
South Burnett Regional,978,2022-04-02
Southern Downs Regional,1479,2022-04-02
Sunshine Coast Regional,25801,2022-04-02
Tablelands Regional,2091,2022-04-02
Toowoomba Regional,6428,2022-04-02
Torres Shire,981,2022-04-02
Torres Strait Island Regional,714,2022-04-02
Townsville City,16067,2022-04-02
Weipa Town,756,2022-04-02
Western Downs Regional,1054,2022-04-02
Whitsunday Regional,2245,2022-04-02
Winton Shire,18,2022-04-02
Woorabinda Aboriginal Shire,17,2022-04-02
Wujal Wujal Aboriginal Shire,59,2022-04-02
Yarrabah Aboriginal Shire,706,2022-04-02
Total cases,785417,2022-04-02
