Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-30
Balonne Shire,291,2022-06-30
Banana Shire,603,2022-06-30
Barcaldine Regional,83,2022-06-30
Barcoo Shire,3,2022-06-30
Blackall Tambo Regional,51,2022-06-30
Boulia Shire,11,2022-06-30
Brisbane City,132842,2022-06-30
Bulloo Shire,8,2022-06-30
Bundaberg Regional,6881,2022-06-30
Burdekin Shire,1174,2022-06-30
Burke Shire,7,2022-06-30
Cairns Regional,40624,2022-06-30
Carpentaria Shire,156,2022-06-30
Cassowary Coast Regional,4464,2022-06-30
Central Highlands Regional,1737,2022-06-30
Charters Towers Regional,274,2022-06-30
Cherbourg Aboriginal Shire,312,2022-06-30
Cloncurry Shire,132,2022-06-30
Cook Shire,917,2022-06-30
Croydon Shire,15,2022-06-30
Diamantina Shire,20,2022-06-30
Doomadgee Aboriginal Shire,158,2022-06-30
Douglas Shire,2575,2022-06-30
Etheridge Shire,53,2022-06-30
Flinders Shire,144,2022-06-30
Fraser Coast Regional,9881,2022-06-30
Gladstone Regional,3250,2022-06-30
Gold Coast City,74328,2022-06-30
Goondiwindi Regional,562,2022-06-30
Gympie Regional,3238,2022-06-30
Hinchinbrook Shire,437,2022-06-30
Hope Vale Aboriginal Shire,266,2022-06-30
Interstate/Other,69721,2022-06-30
Ipswich City,28146,2022-06-30
Isaac Regional,891,2022-06-30
Kowanyama Aboriginal Shire,159,2022-06-30
Livingstone Shire,2379,2022-06-30
Lockhart River Aboriginal Shire,127,2022-06-30
Lockyer Valley Regional,2666,2022-06-30
Logan City,36064,2022-06-30
Longreach Regional,81,2022-06-30
Mackay Regional,10623,2022-06-30
Mapoon Aboriginal Shire,65,2022-06-30
Maranoa Regional,847,2022-06-30
Mareeba Shire,4281,2022-06-30
McKinlay Shire,10,2022-06-30
Moreton Bay Regional,47094,2022-06-30
Mornington Shire,128,2022-06-30
Mount Isa City,726,2022-06-30
Murweh Shire,188,2022-06-30
Napranum Aboriginal Shire,253,2022-06-30
Noosa Shire,5083,2022-06-30
North Burnett Regional,448,2022-06-30
Northern Peninsula Area Regional,653,2022-06-30
Not Supplied,686836,2022-06-30
Palm Island Aboriginal Shire,666,2022-06-30
Paroo Shire,67,2022-06-30
Pormpuraaw Aboriginal Shire,194,2022-06-30
Quilpie Shire,26,2022-06-30
Redland City,14941,2022-06-30
Richmond Shire,33,2022-06-30
Rockhampton Regional,5837,2022-06-30
Scenic Rim Regional,2400,2022-06-30
Somerset Regional,1598,2022-06-30
South Burnett Regional,1248,2022-06-30
Southern Downs Regional,2201,2022-06-30
Sunshine Coast Regional,34222,2022-06-30
Tablelands Regional,3645,2022-06-30
Toowoomba Regional,10717,2022-06-30
Torres Shire,1193,2022-06-30
Torres Strait Island Regional,912,2022-06-30
Townsville City,23512,2022-06-30
Weipa Town,1213,2022-06-30
Western Downs Regional,1285,2022-06-30
Whitsunday Regional,2501,2022-06-30
Winton Shire,24,2022-06-30
Woorabinda Aboriginal Shire,301,2022-06-30
Wujal Wujal Aboriginal Shire,92,2022-06-30
Yarrabah Aboriginal Shire,818,2022-06-30
Total cases,1292709,2022-06-30
