Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-20
Balonne Shire,447,2022-08-20
Banana Shire,803,2022-08-20
Barcaldine Regional,158,2022-08-20
Barcoo Shire,4,2022-08-20
Blackall Tambo Regional,83,2022-08-20
Boulia Shire,13,2022-08-20
Brisbane City,166551,2022-08-20
Bulloo Shire,12,2022-08-20
Bundaberg Regional,10212,2022-08-20
Burdekin Shire,1457,2022-08-20
Burke Shire,27,2022-08-20
Cairns Regional,47739,2022-08-20
Carpentaria Shire,171,2022-08-20
Cassowary Coast Regional,5550,2022-08-20
Central Highlands Regional,2153,2022-08-20
Charters Towers Regional,1178,2022-08-20
Cherbourg Aboriginal Shire,352,2022-08-20
Cloncurry Shire,181,2022-08-20
Cook Shire,1137,2022-08-20
Croydon Shire,21,2022-08-20
Diamantina Shire,31,2022-08-20
Doomadgee Aboriginal Shire,174,2022-08-20
Douglas Shire,2961,2022-08-20
Etheridge Shire,65,2022-08-20
Flinders Shire,179,2022-08-20
Fraser Coast Regional,12057,2022-08-20
Gladstone Regional,4786,2022-08-20
Gold Coast City,91511,2022-08-20
Goondiwindi Regional,776,2022-08-20
Gympie Regional,4096,2022-08-20
Hinchinbrook Shire,610,2022-08-20
Hope Vale Aboriginal Shire,334,2022-08-20
Interstate/Other,20718,2022-08-20
Ipswich City,32955,2022-08-20
Isaac Regional,1079,2022-08-20
Kowanyama Aboriginal Shire,193,2022-08-20
Livingstone Shire,2971,2022-08-20
Lockhart River Aboriginal Shire,152,2022-08-20
Lockyer Valley Regional,3209,2022-08-20
Logan City,43114,2022-08-20
Longreach Regional,152,2022-08-20
Mackay Regional,13210,2022-08-20
Mapoon Aboriginal Shire,80,2022-08-20
Maranoa Regional,1164,2022-08-20
Mareeba Shire,5262,2022-08-20
McKinlay Shire,20,2022-08-20
Moreton Bay Regional,60374,2022-08-20
Mornington Shire,132,2022-08-20
Mount Isa City,1991,2022-08-20
Murweh Shire,343,2022-08-20
Napranum Aboriginal Shire,272,2022-08-20
Noosa Shire,6517,2022-08-20
North Burnett Regional,676,2022-08-20
Northern Peninsula Area Regional,770,2022-08-20
Not Supplied,898530,2022-08-20
Palm Island Aboriginal Shire,762,2022-08-20
Paroo Shire,92,2022-08-20
Pormpuraaw Aboriginal Shire,224,2022-08-20
Quilpie Shire,45,2022-08-20
Redland City,18386,2022-08-20
Richmond Shire,52,2022-08-20
Rockhampton Regional,6926,2022-08-20
Scenic Rim Regional,3129,2022-08-20
Somerset Regional,1955,2022-08-20
South Burnett Regional,1695,2022-08-20
Southern Downs Regional,3136,2022-08-20
Sunshine Coast Regional,42778,2022-08-20
Tablelands Regional,4622,2022-08-20
Toowoomba Regional,18232,2022-08-20
Torres Shire,1346,2022-08-20
Torres Strait Island Regional,1025,2022-08-20
Townsville City,28735,2022-08-20
Weipa Town,1474,2022-08-20
Western Downs Regional,1708,2022-08-20
Whitsunday Regional,3192,2022-08-20
Winton Shire,46,2022-08-20
Woorabinda Aboriginal Shire,329,2022-08-20
Wujal Wujal Aboriginal Shire,107,2022-08-20
Yarrabah Aboriginal Shire,1032,2022-08-20
Total cases,1590875,2022-08-20
