Local Government Area,Total cases,Date
Aurukun Shire,92,2022-03-31
Balonne Shire,146,2022-03-31
Banana Shire,478,2022-03-31
Barcaldine Regional,23,2022-03-31
Barcoo Shire,2,2022-03-31
Blackall Tambo Regional,21,2022-03-31
Boulia Shire,9,2022-03-31
Brisbane City,100273,2022-03-31
Bulloo Shire,7,2022-03-31
Bundaberg Regional,4553,2022-03-31
Burdekin Shire,946,2022-03-31
Burke Shire,5,2022-03-31
Cairns Regional,25117,2022-03-31
Carpentaria Shire,137,2022-03-31
Cassowary Coast Regional,2724,2022-03-31
Central Highlands Regional,1232,2022-03-31
Charters Towers Regional,235,2022-03-31
Cherbourg Aboriginal Shire,217,2022-03-31
Cloncurry Shire,107,2022-03-31
Cook Shire,640,2022-03-31
Croydon Shire,4,2022-03-31
Diamantina Shire,3,2022-03-31
Doomadgee Aboriginal Shire,156,2022-03-31
Douglas Shire,1647,2022-03-31
Etheridge Shire,15,2022-03-31
Flinders Shire,72,2022-03-31
Fraser Coast Regional,4833,2022-03-31
Gladstone Regional,2566,2022-03-31
Gold Coast City,60726,2022-03-31
Goondiwindi Regional,439,2022-03-31
Gympie Regional,2117,2022-03-31
Hinchinbrook Shire,338,2022-03-31
Hope Vale Aboriginal Shire,208,2022-03-31
Interstate/Other,12955,2022-03-31
Ipswich City,21063,2022-03-31
Isaac Regional,756,2022-03-31
Kowanyama Aboriginal Shire,138,2022-03-31
Livingstone Shire,1855,2022-03-31
Lockhart River Aboriginal Shire,103,2022-03-31
Lockyer Valley Regional,1881,2022-03-31
Logan City,29092,2022-03-31
Longreach Regional,35,2022-03-31
Mackay Regional,7720,2022-03-31
Mapoon Aboriginal Shire,53,2022-03-31
Maranoa Regional,533,2022-03-31
Mareeba Shire,2428,2022-03-31
McKinlay Shire,8,2022-03-31
Moreton Bay Regional,34088,2022-03-31
Mornington Shire,118,2022-03-31
Mount Isa City,659,2022-03-31
Murweh Shire,102,2022-03-31
Napranum Aboriginal Shire,228,2022-03-31
Noosa Shire,3884,2022-03-31
North Burnett Regional,307,2022-03-31
Northern Peninsula Area Regional,591,2022-03-31
Not Supplied,359104,2022-03-31
Palm Island Aboriginal Shire,639,2022-03-31
Paroo Shire,45,2022-03-31
Pormpuraaw Aboriginal Shire,180,2022-03-31
Quilpie Shire,14,2022-03-31
Redland City,11053,2022-03-31
Richmond Shire,17,2022-03-31
Rockhampton Regional,4410,2022-03-31
Scenic Rim Regional,1672,2022-03-31
Somerset Regional,1149,2022-03-31
South Burnett Regional,952,2022-03-31
Southern Downs Regional,1467,2022-03-31
Sunshine Coast Regional,25290,2022-03-31
Tablelands Regional,2030,2022-03-31
Toowoomba Regional,6293,2022-03-31
Torres Shire,962,2022-03-31
Torres Strait Island Regional,694,2022-03-31
Townsville City,15900,2022-03-31
Weipa Town,680,2022-03-31
Western Downs Regional,1044,2022-03-31
Whitsunday Regional,2234,2022-03-31
Winton Shire,18,2022-03-31
Woorabinda Aboriginal Shire,17,2022-03-31
Wujal Wujal Aboriginal Shire,55,2022-03-31
Yarrabah Aboriginal Shire,704,2022-03-31
Total cases,765308,2022-03-31
