Local Government Area,Total cases,Date
Aurukun Shire,136,2022-11-29
Balonne Shire,457,2022-11-29
Banana Shire,809,2022-11-29
Barcaldine Regional,164,2022-11-29
Barcoo Shire,4,2022-11-29
Blackall Tambo Regional,83,2022-11-29
Boulia Shire,14,2022-11-29
Brisbane City,168497,2022-11-29
Bulloo Shire,12,2022-11-29
Bundaberg Regional,10497,2022-11-29
Burdekin Shire,1466,2022-11-29
Burke Shire,28,2022-11-29
Cairns Regional,48930,2022-11-29
Carpentaria Shire,170,2022-11-29
Cassowary Coast Regional,5723,2022-11-29
Central Highlands Regional,2172,2022-11-29
Charters Towers Regional,1189,2022-11-29
Cherbourg Aboriginal Shire,391,2022-11-29
Cloncurry Shire,183,2022-11-29
Cook Shire,1164,2022-11-29
Croydon Shire,23,2022-11-29
Diamantina Shire,32,2022-11-29
Doomadgee Aboriginal Shire,175,2022-11-29
Douglas Shire,3033,2022-11-29
Etheridge Shire,68,2022-11-29
Flinders Shire,181,2022-11-29
Fraser Coast Regional,12418,2022-11-29
Gladstone Regional,4822,2022-11-29
Gold Coast City,92424,2022-11-29
Goondiwindi Regional,791,2022-11-29
Gympie Regional,4152,2022-11-29
Hinchinbrook Shire,618,2022-11-29
Hope Vale Aboriginal Shire,339,2022-11-29
Interstate/Other,21028,2022-11-29
Ipswich City,33308,2022-11-29
Isaac Regional,1087,2022-11-29
Kowanyama Aboriginal Shire,196,2022-11-29
Livingstone Shire,2989,2022-11-29
Lockhart River Aboriginal Shire,157,2022-11-29
Lockyer Valley Regional,3285,2022-11-29
Logan City,43554,2022-11-29
Longreach Regional,154,2022-11-29
Mackay Regional,13300,2022-11-29
Mapoon Aboriginal Shire,82,2022-11-29
Maranoa Regional,1208,2022-11-29
Mareeba Shire,5533,2022-11-29
McKinlay Shire,22,2022-11-29
Moreton Bay Regional,61528,2022-11-29
Mornington Shire,136,2022-11-29
Mount Isa City,2051,2022-11-29
Murweh Shire,349,2022-11-29
Napranum Aboriginal Shire,277,2022-11-29
Noosa Shire,6592,2022-11-29
North Burnett Regional,717,2022-11-29
Northern Peninsula Area Regional,774,2022-11-29
Not Supplied,920632,2022-11-29
Palm Island Aboriginal Shire,763,2022-11-29
Paroo Shire,94,2022-11-29
Pormpuraaw Aboriginal Shire,228,2022-11-29
Quilpie Shire,46,2022-11-29
Redland City,18618,2022-11-29
Richmond Shire,51,2022-11-29
Rockhampton Regional,6977,2022-11-29
Scenic Rim Regional,3169,2022-11-29
Somerset Regional,1985,2022-11-29
South Burnett Regional,1736,2022-11-29
Southern Downs Regional,3200,2022-11-29
Sunshine Coast Regional,43147,2022-11-29
Tablelands Regional,4798,2022-11-29
Toowoomba Regional,18505,2022-11-29
Torres Shire,1366,2022-11-29
Torres Strait Island Regional,1050,2022-11-29
Townsville City,28910,2022-11-29
Weipa Town,1507,2022-11-29
Western Downs Regional,1737,2022-11-29
Whitsunday Regional,3215,2022-11-29
Winton Shire,46,2022-11-29
Woorabinda Aboriginal Shire,331,2022-11-29
Wujal Wujal Aboriginal Shire,111,2022-11-29
Yarrabah Aboriginal Shire,1271,2022-11-29
Total cases,1622985,2022-11-29
