Local Government Area,Total cases,Date
Aurukun Shire,84,2022-02-17
Balonne Shire,99,2022-02-17
Banana Shire,335,2022-02-17
Barcaldine Regional,17,2022-02-17
Barcoo Shire,2,2022-02-17
Blackall Tambo Regional,20,2022-02-17
Boulia Shire,2,2022-02-17
Brisbane City,82415,2022-02-17
Bulloo Shire,5,2022-02-17
Bundaberg Regional,2804,2022-02-17
Burdekin Shire,774,2022-02-17
Burke Shire,4,2022-02-17
Cairns Regional,16674,2022-02-17
Carpentaria Shire,99,2022-02-17
Cassowary Coast Regional,1748,2022-02-17
Central Highlands Regional,924,2022-02-17
Charters Towers Regional,196,2022-02-17
Cherbourg Aboriginal Shire,188,2022-02-17
Cloncurry Shire,80,2022-02-17
Cook Shire,360,2022-02-17
Croydon Shire,2,2022-02-17
Diamantina Shire,2,2022-02-17
Doomadgee Aboriginal Shire,98,2022-02-17
Douglas Shire,1254,2022-02-17
Etheridge Shire,9,2022-02-17
Flinders Shire,66,2022-02-17
Fraser Coast Regional,3017,2022-02-17
Gladstone Regional,1454,2022-02-17
Gold Coast City,52651,2022-02-17
Goondiwindi Regional,382,2022-02-17
Gympie Regional,1573,2022-02-17
Hinchinbrook Shire,262,2022-02-17
Hope Vale Aboriginal Shire,42,2022-02-17
Interstate/Other,12255,2022-02-17
Ipswich City,17188,2022-02-17
Isaac Regional,616,2022-02-17
Kowanyama Aboriginal Shire,116,2022-02-17
Livingstone Shire,1401,2022-02-17
Lockhart River Aboriginal Shire,95,2022-02-17
Lockyer Valley Regional,1640,2022-02-17
Logan City,25103,2022-02-17
Longreach Regional,29,2022-02-17
Mackay Regional,5771,2022-02-17
Mapoon Aboriginal Shire,25,2022-02-17
Maranoa Regional,426,2022-02-17
Mareeba Shire,1682,2022-02-17
McKinlay Shire,5,2022-02-17
Moreton Bay Regional,25992,2022-02-17
Mornington Shire,35,2022-02-17
Mount Isa City,583,2022-02-17
Murweh Shire,87,2022-02-17
Napranum Aboriginal Shire,119,2022-02-17
Noosa Shire,3378,2022-02-17
North Burnett Regional,216,2022-02-17
Northern Peninsula Area Regional,448,2022-02-17
Not Supplied,190679,2022-02-17
Palm Island Aboriginal Shire,501,2022-02-17
Paroo Shire,34,2022-02-17
Pormpuraaw Aboriginal Shire,94,2022-02-17
Quilpie Shire,13,2022-02-17
Redland City,8728,2022-02-17
Richmond Shire,5,2022-02-17
Rockhampton Regional,2873,2022-02-17
Scenic Rim Regional,1376,2022-02-17
Somerset Regional,987,2022-02-17
South Burnett Regional,803,2022-02-17
Southern Downs Regional,1183,2022-02-17
Sunshine Coast Regional,20630,2022-02-17
Tablelands Regional,1035,2022-02-17
Toowoomba Regional,4784,2022-02-17
Torres Shire,510,2022-02-17
Torres Strait Island Regional,380,2022-02-17
Townsville City,10088,2022-02-17
Weipa Town,278,2022-02-17
Western Downs Regional,848,2022-02-17
Whitsunday Regional,1998,2022-02-17
Winton Shire,14,2022-02-17
Woorabinda Aboriginal Shire,12,2022-02-17
Wujal Wujal Aboriginal Shire,36,2022-02-17
Yarrabah Aboriginal Shire,646,2022-02-17
Total cases,513387,2022-02-17
