Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-14
Balonne Shire,457,2022-12-14
Banana Shire,809,2022-12-14
Barcaldine Regional,164,2022-12-14
Barcoo Shire,4,2022-12-14
Blackall Tambo Regional,83,2022-12-14
Boulia Shire,14,2022-12-14
Brisbane City,168497,2022-12-14
Bulloo Shire,12,2022-12-14
Bundaberg Regional,10497,2022-12-14
Burdekin Shire,1466,2022-12-14
Burke Shire,28,2022-12-14
Cairns Regional,48930,2022-12-14
Carpentaria Shire,170,2022-12-14
Cassowary Coast Regional,5723,2022-12-14
Central Highlands Regional,2172,2022-12-14
Charters Towers Regional,1189,2022-12-14
Cherbourg Aboriginal Shire,391,2022-12-14
Cloncurry Shire,183,2022-12-14
Cook Shire,1164,2022-12-14
Croydon Shire,23,2022-12-14
Diamantina Shire,32,2022-12-14
Doomadgee Aboriginal Shire,175,2022-12-14
Douglas Shire,3033,2022-12-14
Etheridge Shire,68,2022-12-14
Flinders Shire,181,2022-12-14
Fraser Coast Regional,12418,2022-12-14
Gladstone Regional,4822,2022-12-14
Gold Coast City,92424,2022-12-14
Goondiwindi Regional,791,2022-12-14
Gympie Regional,4152,2022-12-14
Hinchinbrook Shire,618,2022-12-14
Hope Vale Aboriginal Shire,339,2022-12-14
Interstate/Other,21028,2022-12-14
Ipswich City,33308,2022-12-14
Isaac Regional,1087,2022-12-14
Kowanyama Aboriginal Shire,196,2022-12-14
Livingstone Shire,2989,2022-12-14
Lockhart River Aboriginal Shire,157,2022-12-14
Lockyer Valley Regional,3285,2022-12-14
Logan City,43554,2022-12-14
Longreach Regional,154,2022-12-14
Mackay Regional,13300,2022-12-14
Mapoon Aboriginal Shire,82,2022-12-14
Maranoa Regional,1208,2022-12-14
Mareeba Shire,5533,2022-12-14
McKinlay Shire,22,2022-12-14
Moreton Bay Regional,61528,2022-12-14
Mornington Shire,136,2022-12-14
Mount Isa City,2051,2022-12-14
Murweh Shire,349,2022-12-14
Napranum Aboriginal Shire,277,2022-12-14
Noosa Shire,6592,2022-12-14
North Burnett Regional,717,2022-12-14
Northern Peninsula Area Regional,774,2022-12-14
Not Supplied,920632,2022-12-14
Palm Island Aboriginal Shire,763,2022-12-14
Paroo Shire,94,2022-12-14
Pormpuraaw Aboriginal Shire,228,2022-12-14
Quilpie Shire,46,2022-12-14
Redland City,18618,2022-12-14
Richmond Shire,51,2022-12-14
Rockhampton Regional,6977,2022-12-14
Scenic Rim Regional,3169,2022-12-14
Somerset Regional,1985,2022-12-14
South Burnett Regional,1736,2022-12-14
Southern Downs Regional,3200,2022-12-14
Sunshine Coast Regional,43147,2022-12-14
Tablelands Regional,4798,2022-12-14
Toowoomba Regional,18505,2022-12-14
Torres Shire,1366,2022-12-14
Torres Strait Island Regional,1050,2022-12-14
Townsville City,28910,2022-12-14
Weipa Town,1507,2022-12-14
Western Downs Regional,1737,2022-12-14
Whitsunday Regional,3215,2022-12-14
Winton Shire,46,2022-12-14
Woorabinda Aboriginal Shire,331,2022-12-14
Wujal Wujal Aboriginal Shire,111,2022-12-14
Yarrabah Aboriginal Shire,1271,2022-12-14
Total cases,1622985,2022-12-14
