Local Government Area,Total cases,Date
Aurukun Shire,118,2022-07-23
Balonne Shire,404,2022-07-23
Banana Shire,760,2022-07-23
Barcaldine Regional,138,2022-07-23
Barcoo Shire,3,2022-07-23
Blackall Tambo Regional,75,2022-07-23
Boulia Shire,12,2022-07-23
Brisbane City,153112,2022-07-23
Bulloo Shire,11,2022-07-23
Bundaberg Regional,9544,2022-07-23
Burdekin Shire,1420,2022-07-23
Burke Shire,19,2022-07-23
Cairns Regional,43844,2022-07-23
Carpentaria Shire,164,2022-07-23
Cassowary Coast Regional,4915,2022-07-23
Central Highlands Regional,2058,2022-07-23
Charters Towers Regional,1108,2022-07-23
Cherbourg Aboriginal Shire,343,2022-07-23
Cloncurry Shire,164,2022-07-23
Cook Shire,1004,2022-07-23
Croydon Shire,17,2022-07-23
Diamantina Shire,30,2022-07-23
Doomadgee Aboriginal Shire,161,2022-07-23
Douglas Shire,2747,2022-07-23
Etheridge Shire,62,2022-07-23
Flinders Shire,174,2022-07-23
Fraser Coast Regional,11347,2022-07-23
Gladstone Regional,4656,2022-07-23
Gold Coast City,85105,2022-07-23
Goondiwindi Regional,706,2022-07-23
Gympie Regional,3849,2022-07-23
Hinchinbrook Shire,574,2022-07-23
Hope Vale Aboriginal Shire,310,2022-07-23
Interstate/Other,20923,2022-07-23
Ipswich City,29688,2022-07-23
Isaac Regional,1049,2022-07-23
Kowanyama Aboriginal Shire,182,2022-07-23
Livingstone Shire,2886,2022-07-23
Lockhart River Aboriginal Shire,134,2022-07-23
Lockyer Valley Regional,2921,2022-07-23
Logan City,40607,2022-07-23
Longreach Regional,130,2022-07-23
Mackay Regional,12582,2022-07-23
Mapoon Aboriginal Shire,78,2022-07-23
Maranoa Regional,1093,2022-07-23
Mareeba Shire,4646,2022-07-23
McKinlay Shire,20,2022-07-23
Moreton Bay Regional,54721,2022-07-23
Mornington Shire,132,2022-07-23
Mount Isa City,1847,2022-07-23
Murweh Shire,304,2022-07-23
Napranum Aboriginal Shire,263,2022-07-23
Noosa Shire,6076,2022-07-23
North Burnett Regional,619,2022-07-23
Northern Peninsula Area Regional,725,2022-07-23
Not Supplied,641759,2022-07-23
Palm Island Aboriginal Shire,712,2022-07-23
Paroo Shire,89,2022-07-23
Pormpuraaw Aboriginal Shire,202,2022-07-23
Quilpie Shire,42,2022-07-23
Redland City,16726,2022-07-23
Richmond Shire,50,2022-07-23
Rockhampton Regional,6717,2022-07-23
Scenic Rim Regional,2873,2022-07-23
Somerset Regional,1804,2022-07-23
South Burnett Regional,1540,2022-07-23
Southern Downs Regional,2917,2022-07-23
Sunshine Coast Regional,38972,2022-07-23
Tablelands Regional,4112,2022-07-23
Toowoomba Regional,16740,2022-07-23
Torres Shire,1269,2022-07-23
Torres Strait Island Regional,957,2022-07-23
Townsville City,28104,2022-07-23
Weipa Town,1354,2022-07-23
Western Downs Regional,1550,2022-07-23
Whitsunday Regional,3118,2022-07-23
Winton Shire,39,2022-07-23
Woorabinda Aboriginal Shire,311,2022-07-23
Wujal Wujal Aboriginal Shire,102,2022-07-23
Yarrabah Aboriginal Shire,879,2022-07-23
Total cases,1283518,2022-07-23
