Local Government Area,Total cases,Date
Aurukun Shire,94,2022-05-29
Balonne Shire,252,2022-05-29
Banana Shire,575,2022-05-29
Barcaldine Regional,58,2022-05-29
Barcoo Shire,3,2022-05-29
Blackall Tambo Regional,39,2022-05-29
Boulia Shire,11,2022-05-29
Brisbane City,126808,2022-05-29
Bulloo Shire,8,2022-05-29
Bundaberg Regional,6204,2022-05-29
Burdekin Shire,1078,2022-05-29
Burke Shire,7,2022-05-29
Cairns Regional,38430,2022-05-29
Carpentaria Shire,148,2022-05-29
Cassowary Coast Regional,4138,2022-05-29
Central Highlands Regional,1631,2022-05-29
Charters Towers Regional,265,2022-05-29
Cherbourg Aboriginal Shire,292,2022-05-29
Cloncurry Shire,126,2022-05-29
Cook Shire,881,2022-05-29
Croydon Shire,11,2022-05-29
Diamantina Shire,19,2022-05-29
Doomadgee Aboriginal Shire,155,2022-05-29
Douglas Shire,2432,2022-05-29
Etheridge Shire,45,2022-05-29
Flinders Shire,96,2022-05-29
Fraser Coast Regional,8459,2022-05-29
Gladstone Regional,3098,2022-05-29
Gold Coast City,71878,2022-05-29
Goondiwindi Regional,506,2022-05-29
Gympie Regional,3011,2022-05-29
Hinchinbrook Shire,419,2022-05-29
Hope Vale Aboriginal Shire,254,2022-05-29
Interstate/Other,14829,2022-05-29
Ipswich City,26893,2022-05-29
Isaac Regional,875,2022-05-29
Kowanyama Aboriginal Shire,153,2022-05-29
Livingstone Shire,2293,2022-05-29
Lockhart River Aboriginal Shire,111,2022-05-29
Lockyer Valley Regional,2491,2022-05-29
Logan City,34760,2022-05-29
Longreach Regional,70,2022-05-29
Mackay Regional,10119,2022-05-29
Mapoon Aboriginal Shire,62,2022-05-29
Maranoa Regional,751,2022-05-29
Mareeba Shire,3851,2022-05-29
McKinlay Shire,8,2022-05-29
Moreton Bay Regional,44557,2022-05-29
Mornington Shire,126,2022-05-29
Mount Isa City,693,2022-05-29
Murweh Shire,169,2022-05-29
Napranum Aboriginal Shire,248,2022-05-29
Noosa Shire,4843,2022-05-29
North Burnett Regional,423,2022-05-29
Northern Peninsula Area Regional,642,2022-05-29
Not Supplied,649436,2022-05-29
Palm Island Aboriginal Shire,659,2022-05-29
Paroo Shire,63,2022-05-29
Pormpuraaw Aboriginal Shire,193,2022-05-29
Quilpie Shire,23,2022-05-29
Redland City,14220,2022-05-29
Richmond Shire,29,2022-05-29
Rockhampton Regional,5612,2022-05-29
Scenic Rim Regional,2230,2022-05-29
Somerset Regional,1488,2022-05-29
South Burnett Regional,1153,2022-05-29
Southern Downs Regional,1954,2022-05-29
Sunshine Coast Regional,32701,2022-05-29
Tablelands Regional,3296,2022-05-29
Toowoomba Regional,9265,2022-05-29
Torres Shire,1184,2022-05-29
Torres Strait Island Regional,910,2022-05-29
Townsville City,21335,2022-05-29
Weipa Town,1160,2022-05-29
Western Downs Regional,1190,2022-05-29
Whitsunday Regional,2424,2022-05-29
Winton Shire,22,2022-05-29
Woorabinda Aboriginal Shire,28,2022-05-29
Wujal Wujal Aboriginal Shire,89,2022-05-29
Yarrabah Aboriginal Shire,770,2022-05-29
Total cases,1171832,2022-05-29
