Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-16
Balonne Shire,443,2022-08-16
Banana Shire,797,2022-08-16
Barcaldine Regional,157,2022-08-16
Barcoo Shire,4,2022-08-16
Blackall Tambo Regional,82,2022-08-16
Boulia Shire,13,2022-08-16
Brisbane City,165771,2022-08-16
Bulloo Shire,12,2022-08-16
Bundaberg Regional,10134,2022-08-16
Burdekin Shire,1457,2022-08-16
Burke Shire,27,2022-08-16
Cairns Regional,46859,2022-08-16
Carpentaria Shire,169,2022-08-16
Cassowary Coast Regional,5428,2022-08-16
Central Highlands Regional,2142,2022-08-16
Charters Towers Regional,1175,2022-08-16
Cherbourg Aboriginal Shire,351,2022-08-16
Cloncurry Shire,181,2022-08-16
Cook Shire,1131,2022-08-16
Croydon Shire,21,2022-08-16
Diamantina Shire,31,2022-08-16
Doomadgee Aboriginal Shire,174,2022-08-16
Douglas Shire,2918,2022-08-16
Etheridge Shire,63,2022-08-16
Flinders Shire,179,2022-08-16
Fraser Coast Regional,11990,2022-08-16
Gladstone Regional,4777,2022-08-16
Gold Coast City,91138,2022-08-16
Goondiwindi Regional,768,2022-08-16
Gympie Regional,4084,2022-08-16
Hinchinbrook Shire,610,2022-08-16
Hope Vale Aboriginal Shire,330,2022-08-16
Interstate/Other,20587,2022-08-16
Ipswich City,32815,2022-08-16
Isaac Regional,1075,2022-08-16
Kowanyama Aboriginal Shire,192,2022-08-16
Livingstone Shire,2962,2022-08-16
Lockhart River Aboriginal Shire,148,2022-08-16
Lockyer Valley Regional,3177,2022-08-16
Logan City,42941,2022-08-16
Longreach Regional,151,2022-08-16
Mackay Regional,13151,2022-08-16
Mapoon Aboriginal Shire,80,2022-08-16
Maranoa Regional,1159,2022-08-16
Mareeba Shire,5125,2022-08-16
McKinlay Shire,20,2022-08-16
Moreton Bay Regional,59962,2022-08-16
Mornington Shire,132,2022-08-16
Mount Isa City,1980,2022-08-16
Murweh Shire,342,2022-08-16
Napranum Aboriginal Shire,272,2022-08-16
Noosa Shire,6495,2022-08-16
North Burnett Regional,671,2022-08-16
Northern Peninsula Area Regional,770,2022-08-16
Not Supplied,891212,2022-08-16
Palm Island Aboriginal Shire,762,2022-08-16
Paroo Shire,92,2022-08-16
Pormpuraaw Aboriginal Shire,224,2022-08-16
Quilpie Shire,43,2022-08-16
Redland City,18322,2022-08-16
Richmond Shire,52,2022-08-16
Rockhampton Regional,6911,2022-08-16
Scenic Rim Regional,3109,2022-08-16
Somerset Regional,1945,2022-08-16
South Burnett Regional,1681,2022-08-16
Southern Downs Regional,3107,2022-08-16
Sunshine Coast Regional,42629,2022-08-16
Tablelands Regional,4516,2022-08-16
Toowoomba Regional,18137,2022-08-16
Torres Shire,1331,2022-08-16
Torres Strait Island Regional,1015,2022-08-16
Townsville City,28669,2022-08-16
Weipa Town,1464,2022-08-16
Western Downs Regional,1690,2022-08-16
Whitsunday Regional,3185,2022-08-16
Winton Shire,45,2022-08-16
Woorabinda Aboriginal Shire,330,2022-08-16
Wujal Wujal Aboriginal Shire,107,2022-08-16
Yarrabah Aboriginal Shire,999,2022-08-16
Total cases,1579334,2022-08-16
