Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-17
Balonne Shire,443,2022-08-17
Banana Shire,800,2022-08-17
Barcaldine Regional,158,2022-08-17
Barcoo Shire,4,2022-08-17
Blackall Tambo Regional,83,2022-08-17
Boulia Shire,13,2022-08-17
Brisbane City,165979,2022-08-17
Bulloo Shire,12,2022-08-17
Bundaberg Regional,10149,2022-08-17
Burdekin Shire,1457,2022-08-17
Burke Shire,27,2022-08-17
Cairns Regional,47007,2022-08-17
Carpentaria Shire,169,2022-08-17
Cassowary Coast Regional,5451,2022-08-17
Central Highlands Regional,2143,2022-08-17
Charters Towers Regional,1176,2022-08-17
Cherbourg Aboriginal Shire,352,2022-08-17
Cloncurry Shire,181,2022-08-17
Cook Shire,1132,2022-08-17
Croydon Shire,21,2022-08-17
Diamantina Shire,31,2022-08-17
Doomadgee Aboriginal Shire,174,2022-08-17
Douglas Shire,2926,2022-08-17
Etheridge Shire,64,2022-08-17
Flinders Shire,179,2022-08-17
Fraser Coast Regional,12003,2022-08-17
Gladstone Regional,4777,2022-08-17
Gold Coast City,91244,2022-08-17
Goondiwindi Regional,771,2022-08-17
Gympie Regional,4088,2022-08-17
Hinchinbrook Shire,610,2022-08-17
Hope Vale Aboriginal Shire,331,2022-08-17
Interstate/Other,20647,2022-08-17
Ipswich City,32848,2022-08-17
Isaac Regional,1075,2022-08-17
Kowanyama Aboriginal Shire,192,2022-08-17
Livingstone Shire,2967,2022-08-17
Lockhart River Aboriginal Shire,148,2022-08-17
Lockyer Valley Regional,3187,2022-08-17
Logan City,42989,2022-08-17
Longreach Regional,152,2022-08-17
Mackay Regional,13167,2022-08-17
Mapoon Aboriginal Shire,80,2022-08-17
Maranoa Regional,1161,2022-08-17
Mareeba Shire,5141,2022-08-17
McKinlay Shire,20,2022-08-17
Moreton Bay Regional,60048,2022-08-17
Mornington Shire,132,2022-08-17
Mount Isa City,1983,2022-08-17
Murweh Shire,342,2022-08-17
Napranum Aboriginal Shire,272,2022-08-17
Noosa Shire,6503,2022-08-17
North Burnett Regional,672,2022-08-17
Northern Peninsula Area Regional,769,2022-08-17
Not Supplied,893291,2022-08-17
Palm Island Aboriginal Shire,762,2022-08-17
Paroo Shire,92,2022-08-17
Pormpuraaw Aboriginal Shire,224,2022-08-17
Quilpie Shire,44,2022-08-17
Redland City,18332,2022-08-17
Richmond Shire,52,2022-08-17
Rockhampton Regional,6919,2022-08-17
Scenic Rim Regional,3114,2022-08-17
Somerset Regional,1946,2022-08-17
South Burnett Regional,1683,2022-08-17
Southern Downs Regional,3119,2022-08-17
Sunshine Coast Regional,42682,2022-08-17
Tablelands Regional,4529,2022-08-17
Toowoomba Regional,18167,2022-08-17
Torres Shire,1338,2022-08-17
Torres Strait Island Regional,1019,2022-08-17
Townsville City,28678,2022-08-17
Weipa Town,1466,2022-08-17
Western Downs Regional,1698,2022-08-17
Whitsunday Regional,3187,2022-08-17
Winton Shire,45,2022-08-17
Woorabinda Aboriginal Shire,329,2022-08-17
Wujal Wujal Aboriginal Shire,107,2022-08-17
Yarrabah Aboriginal Shire,1012,2022-08-17
Total cases,1582419,2022-08-17
