Local Government Area,Total cases,Date
Aurukun Shire,124,2022-07-31
Balonne Shire,424,2022-07-31
Banana Shire,766,2022-07-31
Barcaldine Regional,143,2022-07-31
Barcoo Shire,3,2022-07-31
Blackall Tambo Regional,77,2022-07-31
Boulia Shire,12,2022-07-31
Brisbane City,154667,2022-07-31
Bulloo Shire,11,2022-07-31
Bundaberg Regional,9687,2022-07-31
Burdekin Shire,1429,2022-07-31
Burke Shire,26,2022-07-31
Cairns Regional,44604,2022-07-31
Carpentaria Shire,164,2022-07-31
Cassowary Coast Regional,5012,2022-07-31
Central Highlands Regional,2076,2022-07-31
Charters Towers Regional,1129,2022-07-31
Cherbourg Aboriginal Shire,343,2022-07-31
Cloncurry Shire,166,2022-07-31
Cook Shire,1028,2022-07-31
Croydon Shire,18,2022-07-31
Diamantina Shire,30,2022-07-31
Doomadgee Aboriginal Shire,163,2022-07-31
Douglas Shire,2776,2022-07-31
Etheridge Shire,62,2022-07-31
Flinders Shire,177,2022-07-31
Fraser Coast Regional,11567,2022-07-31
Gladstone Regional,4686,2022-07-31
Gold Coast City,85781,2022-07-31
Goondiwindi Regional,726,2022-07-31
Gympie Regional,3886,2022-07-31
Hinchinbrook Shire,581,2022-07-31
Hope Vale Aboriginal Shire,316,2022-07-31
Interstate/Other,21028,2022-07-31
Ipswich City,29982,2022-07-31
Isaac Regional,1059,2022-07-31
Kowanyama Aboriginal Shire,192,2022-07-31
Livingstone Shire,2913,2022-07-31
Lockhart River Aboriginal Shire,134,2022-07-31
Lockyer Valley Regional,2999,2022-07-31
Logan City,41071,2022-07-31
Longreach Regional,134,2022-07-31
Mackay Regional,12755,2022-07-31
Mapoon Aboriginal Shire,78,2022-07-31
Maranoa Regional,1108,2022-07-31
Mareeba Shire,4776,2022-07-31
McKinlay Shire,20,2022-07-31
Moreton Bay Regional,55310,2022-07-31
Mornington Shire,132,2022-07-31
Mount Isa City,1874,2022-07-31
Murweh Shire,316,2022-07-31
Napranum Aboriginal Shire,266,2022-07-31
Noosa Shire,6114,2022-07-31
North Burnett Regional,626,2022-07-31
Northern Peninsula Area Regional,749,2022-07-31
Not Supplied,829752,2022-07-31
Palm Island Aboriginal Shire,764,2022-07-31
Paroo Shire,90,2022-07-31
Pormpuraaw Aboriginal Shire,206,2022-07-31
Quilpie Shire,42,2022-07-31
Redland City,16912,2022-07-31
Richmond Shire,50,2022-07-31
Rockhampton Regional,6763,2022-07-31
Scenic Rim Regional,2927,2022-07-31
Somerset Regional,1831,2022-07-31
South Burnett Regional,1581,2022-07-31
Southern Downs Regional,2958,2022-07-31
Sunshine Coast Regional,39253,2022-07-31
Tablelands Regional,4223,2022-07-31
Toowoomba Regional,17163,2022-07-31
Torres Shire,1287,2022-07-31
Torres Strait Island Regional,966,2022-07-31
Townsville City,28272,2022-07-31
Weipa Town,1373,2022-07-31
Western Downs Regional,1578,2022-07-31
Whitsunday Regional,3139,2022-07-31
Winton Shire,41,2022-07-31
Woorabinda Aboriginal Shire,312,2022-07-31
Wujal Wujal Aboriginal Shire,103,2022-07-31
Yarrabah Aboriginal Shire,895,2022-07-31
Total cases,1478777,2022-07-31
