Local Government Area,Total cases,Date
Aurukun Shire,84,2022-02-15
Balonne Shire,98,2022-02-15
Banana Shire,325,2022-02-15
Barcaldine Regional,17,2022-02-15
Barcoo Shire,2,2022-02-15
Blackall Tambo Regional,20,2022-02-15
Boulia Shire,1,2022-02-15
Brisbane City,81617,2022-02-15
Bulloo Shire,5,2022-02-15
Bundaberg Regional,2695,2022-02-15
Burdekin Shire,746,2022-02-15
Burke Shire,4,2022-02-15
Cairns Regional,16362,2022-02-15
Carpentaria Shire,91,2022-02-15
Cassowary Coast Regional,1721,2022-02-15
Central Highlands Regional,873,2022-02-15
Charters Towers Regional,159,2022-02-15
Cherbourg Aboriginal Shire,188,2022-02-15
Cloncurry Shire,79,2022-02-15
Cook Shire,336,2022-02-15
Croydon Shire,2,2022-02-15
Diamantina Shire,2,2022-02-15
Doomadgee Aboriginal Shire,97,2022-02-15
Douglas Shire,1173,2022-02-15
Etheridge Shire,9,2022-02-15
Flinders Shire,58,2022-02-15
Fraser Coast Regional,2893,2022-02-15
Gladstone Regional,1417,2022-02-15
Gold Coast City,52154,2022-02-15
Goondiwindi Regional,377,2022-02-15
Gympie Regional,1494,2022-02-15
Hinchinbrook Shire,253,2022-02-15
Hope Vale Aboriginal Shire,35,2022-02-15
Interstate/Other,12184,2022-02-15
Ipswich City,16931,2022-02-15
Isaac Regional,602,2022-02-15
Kowanyama Aboriginal Shire,106,2022-02-15
Livingstone Shire,1364,2022-02-15
Lockhart River Aboriginal Shire,89,2022-02-15
Lockyer Valley Regional,1628,2022-02-15
Logan City,24797,2022-02-15
Longreach Regional,29,2022-02-15
Mackay Regional,5614,2022-02-15
Mapoon Aboriginal Shire,21,2022-02-15
Maranoa Regional,421,2022-02-15
Mareeba Shire,1665,2022-02-15
McKinlay Shire,5,2022-02-15
Moreton Bay Regional,25543,2022-02-15
Mornington Shire,35,2022-02-15
Mount Isa City,466,2022-02-15
Murweh Shire,87,2022-02-15
Napranum Aboriginal Shire,101,2022-02-15
Noosa Shire,3324,2022-02-15
North Burnett Regional,213,2022-02-15
Northern Peninsula Area Regional,428,2022-02-15
Not Supplied,183635,2022-02-15
Palm Island Aboriginal Shire,466,2022-02-15
Paroo Shire,33,2022-02-15
Pormpuraaw Aboriginal Shire,67,2022-02-15
Quilpie Shire,13,2022-02-15
Redland City,8579,2022-02-15
Richmond Shire,5,2022-02-15
Rockhampton Regional,2747,2022-02-15
Scenic Rim Regional,1315,2022-02-15
Somerset Regional,973,2022-02-15
South Burnett Regional,780,2022-02-15
Southern Downs Regional,1158,2022-02-15
Sunshine Coast Regional,20350,2022-02-15
Tablelands Regional,1016,2022-02-15
Toowoomba Regional,4720,2022-02-15
Torres Shire,453,2022-02-15
Torres Strait Island Regional,360,2022-02-15
Townsville City,9758,2022-02-15
Weipa Town,247,2022-02-15
Western Downs Regional,839,2022-02-15
Whitsunday Regional,1966,2022-02-15
Winton Shire,10,2022-02-15
Woorabinda Aboriginal Shire,11,2022-02-15
Wujal Wujal Aboriginal Shire,28,2022-02-15
Yarrabah Aboriginal Shire,628,2022-02-15
Total cases,501197,2022-02-15
