Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-08
Balonne Shire,214,2022-05-08
Banana Shire,549,2022-05-08
Barcaldine Regional,49,2022-05-08
Barcoo Shire,3,2022-05-08
Blackall Tambo Regional,28,2022-05-08
Boulia Shire,11,2022-05-08
Brisbane City,120070,2022-05-08
Bulloo Shire,8,2022-05-08
Bundaberg Regional,5785,2022-05-08
Burdekin Shire,1032,2022-05-08
Burke Shire,7,2022-05-08
Cairns Regional,35470,2022-05-08
Carpentaria Shire,140,2022-05-08
Cassowary Coast Regional,3751,2022-05-08
Central Highlands Regional,1522,2022-05-08
Charters Towers Regional,260,2022-05-08
Cherbourg Aboriginal Shire,285,2022-05-08
Cloncurry Shire,123,2022-05-08
Cook Shire,823,2022-05-08
Croydon Shire,9,2022-05-08
Diamantina Shire,18,2022-05-08
Doomadgee Aboriginal Shire,154,2022-05-08
Douglas Shire,2232,2022-05-08
Etheridge Shire,27,2022-05-08
Flinders Shire,89,2022-05-08
Fraser Coast Regional,7239,2022-05-08
Gladstone Regional,2977,2022-05-08
Gold Coast City,69182,2022-05-08
Goondiwindi Regional,479,2022-05-08
Gympie Regional,2813,2022-05-08
Hinchinbrook Shire,405,2022-05-08
Hope Vale Aboriginal Shire,244,2022-05-08
Interstate/Other,14259,2022-05-08
Ipswich City,25671,2022-05-08
Isaac Regional,846,2022-05-08
Kowanyama Aboriginal Shire,139,2022-05-08
Livingstone Shire,2185,2022-05-08
Lockhart River Aboriginal Shire,112,2022-05-08
Lockyer Valley Regional,2383,2022-05-08
Logan City,33179,2022-05-08
Longreach Regional,57,2022-05-08
Mackay Regional,9365,2022-05-08
Mapoon Aboriginal Shire,58,2022-05-08
Maranoa Regional,687,2022-05-08
Mareeba Shire,3381,2022-05-08
McKinlay Shire,8,2022-05-08
Moreton Bay Regional,41917,2022-05-08
Mornington Shire,125,2022-05-08
Mount Isa City,679,2022-05-08
Murweh Shire,141,2022-05-08
Napranum Aboriginal Shire,243,2022-05-08
Noosa Shire,4608,2022-05-08
North Burnett Regional,394,2022-05-08
Northern Peninsula Area Regional,628,2022-05-08
Not Supplied,549399,2022-05-08
Palm Island Aboriginal Shire,653,2022-05-08
Paroo Shire,60,2022-05-08
Pormpuraaw Aboriginal Shire,189,2022-05-08
Quilpie Shire,22,2022-05-08
Redland City,13330,2022-05-08
Richmond Shire,28,2022-05-08
Rockhampton Regional,5290,2022-05-08
Scenic Rim Regional,2079,2022-05-08
Somerset Regional,1394,2022-05-08
South Burnett Regional,1104,2022-05-08
Southern Downs Regional,1772,2022-05-08
Sunshine Coast Regional,30885,2022-05-08
Tablelands Regional,2954,2022-05-08
Toowoomba Regional,8528,2022-05-08
Torres Shire,1161,2022-05-08
Torres Strait Island Regional,886,2022-05-08
Townsville City,19142,2022-05-08
Weipa Town,1018,2022-05-08
Western Downs Regional,1147,2022-05-08
Whitsunday Regional,2370,2022-05-08
Winton Shire,21,2022-05-08
Woorabinda Aboriginal Shire,24,2022-05-08
Wujal Wujal Aboriginal Shire,84,2022-05-08
Yarrabah Aboriginal Shire,755,2022-05-08
Total cases,1041450,2022-05-08
