Local Government Area,Total cases,Date
Aurukun Shire,91,2022-04-21
Balonne Shire,171,2022-04-21
Banana Shire,523,2022-04-21
Barcaldine Regional,34,2022-04-21
Barcoo Shire,3,2022-04-21
Blackall Tambo Regional,24,2022-04-21
Boulia Shire,9,2022-04-21
Brisbane City,112836,2022-04-21
Bulloo Shire,7,2022-04-21
Bundaberg Regional,5407,2022-04-21
Burdekin Shire,997,2022-04-21
Burke Shire,8,2022-04-21
Cairns Regional,31698,2022-04-21
Carpentaria Shire,139,2022-04-21
Cassowary Coast Regional,3349,2022-04-21
Central Highlands Regional,1436,2022-04-21
Charters Towers Regional,243,2022-04-21
Cherbourg Aboriginal Shire,256,2022-04-21
Cloncurry Shire,118,2022-04-21
Cook Shire,733,2022-04-21
Croydon Shire,4,2022-04-21
Diamantina Shire,8,2022-04-21
Doomadgee Aboriginal Shire,153,2022-04-21
Douglas Shire,2024,2022-04-21
Etheridge Shire,25,2022-04-21
Flinders Shire,74,2022-04-21
Fraser Coast Regional,6356,2022-04-21
Gladstone Regional,2859,2022-04-21
Gold Coast City,66014,2022-04-21
Goondiwindi Regional,463,2022-04-21
Gympie Regional,2551,2022-04-21
Hinchinbrook Shire,363,2022-04-21
Hope Vale Aboriginal Shire,240,2022-04-21
Interstate/Other,13703,2022-04-21
Ipswich City,24060,2022-04-21
Isaac Regional,816,2022-04-21
Kowanyama Aboriginal Shire,138,2022-04-21
Livingstone Shire,2064,2022-04-21
Lockhart River Aboriginal Shire,107,2022-04-21
Lockyer Valley Regional,2221,2022-04-21
Logan City,31541,2022-04-21
Longreach Regional,46,2022-04-21
Mackay Regional,8778,2022-04-21
Mapoon Aboriginal Shire,57,2022-04-21
Maranoa Regional,620,2022-04-21
Mareeba Shire,3001,2022-04-21
McKinlay Shire,8,2022-04-21
Moreton Bay Regional,39228,2022-04-21
Mornington Shire,123,2022-04-21
Mount Isa City,668,2022-04-21
Murweh Shire,120,2022-04-21
Napranum Aboriginal Shire,236,2022-04-21
Noosa Shire,4300,2022-04-21
North Burnett Regional,369,2022-04-21
Northern Peninsula Area Regional,609,2022-04-21
Not Supplied,477115,2022-04-21
Palm Island Aboriginal Shire,643,2022-04-21
Paroo Shire,54,2022-04-21
Pormpuraaw Aboriginal Shire,186,2022-04-21
Quilpie Shire,16,2022-04-21
Redland City,12474,2022-04-21
Richmond Shire,27,2022-04-21
Rockhampton Regional,5012,2022-04-21
Scenic Rim Regional,1917,2022-04-21
Somerset Regional,1285,2022-04-21
South Burnett Regional,1051,2022-04-21
Southern Downs Regional,1622,2022-04-21
Sunshine Coast Regional,28888,2022-04-21
Tablelands Regional,2655,2022-04-21
Toowoomba Regional,7704,2022-04-21
Torres Shire,1098,2022-04-21
Torres Strait Island Regional,844,2022-04-21
Townsville City,17743,2022-04-21
Weipa Town,893,2022-04-21
Western Downs Regional,1115,2022-04-21
Whitsunday Regional,2318,2022-04-21
Winton Shire,19,2022-04-21
Woorabinda Aboriginal Shire,19,2022-04-21
Wujal Wujal Aboriginal Shire,75,2022-04-21
Yarrabah Aboriginal Shire,734,2022-04-21
Total cases,937536,2022-04-21
