Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-12
Balonne Shire,223,2022-05-12
Banana Shire,556,2022-05-12
Barcaldine Regional,51,2022-05-12
Barcoo Shire,3,2022-05-12
Blackall Tambo Regional,28,2022-05-12
Boulia Shire,11,2022-05-12
Brisbane City,121551,2022-05-12
Bulloo Shire,8,2022-05-12
Bundaberg Regional,5865,2022-05-12
Burdekin Shire,1035,2022-05-12
Burke Shire,7,2022-05-12
Cairns Regional,36397,2022-05-12
Carpentaria Shire,143,2022-05-12
Cassowary Coast Regional,3902,2022-05-12
Central Highlands Regional,1537,2022-05-12
Charters Towers Regional,262,2022-05-12
Cherbourg Aboriginal Shire,285,2022-05-12
Cloncurry Shire,126,2022-05-12
Cook Shire,832,2022-05-12
Croydon Shire,9,2022-05-12
Diamantina Shire,18,2022-05-12
Doomadgee Aboriginal Shire,154,2022-05-12
Douglas Shire,2275,2022-05-12
Etheridge Shire,33,2022-05-12
Flinders Shire,92,2022-05-12
Fraser Coast Regional,7475,2022-05-12
Gladstone Regional,3008,2022-05-12
Gold Coast City,69852,2022-05-12
Goondiwindi Regional,480,2022-05-12
Gympie Regional,2859,2022-05-12
Hinchinbrook Shire,411,2022-05-12
Hope Vale Aboriginal Shire,244,2022-05-12
Interstate/Other,14342,2022-05-12
Ipswich City,25927,2022-05-12
Isaac Regional,851,2022-05-12
Kowanyama Aboriginal Shire,140,2022-05-12
Livingstone Shire,2213,2022-05-12
Lockhart River Aboriginal Shire,111,2022-05-12
Lockyer Valley Regional,2407,2022-05-12
Logan City,33551,2022-05-12
Longreach Regional,65,2022-05-12
Mackay Regional,9476,2022-05-12
Mapoon Aboriginal Shire,58,2022-05-12
Maranoa Regional,702,2022-05-12
Mareeba Shire,3556,2022-05-12
McKinlay Shire,8,2022-05-12
Moreton Bay Regional,42463,2022-05-12
Mornington Shire,125,2022-05-12
Mount Isa City,681,2022-05-12
Murweh Shire,148,2022-05-12
Napranum Aboriginal Shire,243,2022-05-12
Noosa Shire,4666,2022-05-12
North Burnett Regional,396,2022-05-12
Northern Peninsula Area Regional,632,2022-05-12
Not Supplied,568462,2022-05-12
Palm Island Aboriginal Shire,654,2022-05-12
Paroo Shire,60,2022-05-12
Pormpuraaw Aboriginal Shire,189,2022-05-12
Quilpie Shire,23,2022-05-12
Redland City,13526,2022-05-12
Richmond Shire,29,2022-05-12
Rockhampton Regional,5345,2022-05-12
Scenic Rim Regional,2117,2022-05-12
Somerset Regional,1430,2022-05-12
South Burnett Regional,1114,2022-05-12
Southern Downs Regional,1814,2022-05-12
Sunshine Coast Regional,31256,2022-05-12
Tablelands Regional,3055,2022-05-12
Toowoomba Regional,8694,2022-05-12
Torres Shire,1169,2022-05-12
Torres Strait Island Regional,888,2022-05-12
Townsville City,19498,2022-05-12
Weipa Town,1084,2022-05-12
Western Downs Regional,1152,2022-05-12
Whitsunday Regional,2382,2022-05-12
Winton Shire,21,2022-05-12
Woorabinda Aboriginal Shire,26,2022-05-12
Wujal Wujal Aboriginal Shire,86,2022-05-12
Yarrabah Aboriginal Shire,758,2022-05-12
Total cases,1067417,2022-05-12
