Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-08
Balonne Shire,150,2022-04-08
Banana Shire,500,2022-04-08
Barcaldine Regional,26,2022-04-08
Barcoo Shire,2,2022-04-08
Blackall Tambo Regional,21,2022-04-08
Boulia Shire,9,2022-04-08
Brisbane City,106195,2022-04-08
Bulloo Shire,7,2022-04-08
Bundaberg Regional,4978,2022-04-08
Burdekin Shire,961,2022-04-08
Burke Shire,8,2022-04-08
Cairns Regional,27827,2022-04-08
Carpentaria Shire,138,2022-04-08
Cassowary Coast Regional,2965,2022-04-08
Central Highlands Regional,1327,2022-04-08
Charters Towers Regional,239,2022-04-08
Cherbourg Aboriginal Shire,225,2022-04-08
Cloncurry Shire,113,2022-04-08
Cook Shire,685,2022-04-08
Croydon Shire,4,2022-04-08
Diamantina Shire,4,2022-04-08
Doomadgee Aboriginal Shire,154,2022-04-08
Douglas Shire,1807,2022-04-08
Etheridge Shire,20,2022-04-08
Flinders Shire,73,2022-04-08
Fraser Coast Regional,5494,2022-04-08
Gladstone Regional,2731,2022-04-08
Gold Coast City,63121,2022-04-08
Goondiwindi Regional,450,2022-04-08
Gympie Regional,2306,2022-04-08
Hinchinbrook Shire,340,2022-04-08
Hope Vale Aboriginal Shire,220,2022-04-08
Interstate/Other,13209,2022-04-08
Ipswich City,22562,2022-04-08
Isaac Regional,784,2022-04-08
Kowanyama Aboriginal Shire,139,2022-04-08
Livingstone Shire,1982,2022-04-08
Lockhart River Aboriginal Shire,105,2022-04-08
Lockyer Valley Regional,2047,2022-04-08
Logan City,30141,2022-04-08
Longreach Regional,42,2022-04-08
Mackay Regional,8148,2022-04-08
Mapoon Aboriginal Shire,55,2022-04-08
Maranoa Regional,568,2022-04-08
Mareeba Shire,2630,2022-04-08
McKinlay Shire,8,2022-04-08
Moreton Bay Regional,36471,2022-04-08
Mornington Shire,121,2022-04-08
Mount Isa City,668,2022-04-08
Murweh Shire,105,2022-04-08
Napranum Aboriginal Shire,234,2022-04-08
Noosa Shire,4077,2022-04-08
North Burnett Regional,326,2022-04-08
Northern Peninsula Area Regional,600,2022-04-08
Not Supplied,410444,2022-04-08
Palm Island Aboriginal Shire,640,2022-04-08
Paroo Shire,48,2022-04-08
Pormpuraaw Aboriginal Shire,183,2022-04-08
Quilpie Shire,15,2022-04-08
Redland City,11727,2022-04-08
Richmond Shire,23,2022-04-08
Rockhampton Regional,4747,2022-04-08
Scenic Rim Regional,1792,2022-04-08
Somerset Regional,1224,2022-04-08
South Burnett Regional,1002,2022-04-08
Southern Downs Regional,1538,2022-04-08
Sunshine Coast Regional,26898,2022-04-08
Tablelands Regional,2316,2022-04-08
Toowoomba Regional,6890,2022-04-08
Torres Shire,1026,2022-04-08
Torres Strait Island Regional,764,2022-04-08
Townsville City,16640,2022-04-08
Weipa Town,792,2022-04-08
Western Downs Regional,1080,2022-04-08
Whitsunday Regional,2264,2022-04-08
Winton Shire,18,2022-04-08
Woorabinda Aboriginal Shire,17,2022-04-08
Wujal Wujal Aboriginal Shire,62,2022-04-08
Yarrabah Aboriginal Shire,719,2022-04-08
Total cases,841085,2022-04-08
