Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-10
Balonne Shire,214,2022-05-10
Banana Shire,550,2022-05-10
Barcaldine Regional,49,2022-05-10
Barcoo Shire,3,2022-05-10
Blackall Tambo Regional,28,2022-05-10
Boulia Shire,11,2022-05-10
Brisbane City,120620,2022-05-10
Bulloo Shire,8,2022-05-10
Bundaberg Regional,5823,2022-05-10
Burdekin Shire,1033,2022-05-10
Burke Shire,7,2022-05-10
Cairns Regional,35804,2022-05-10
Carpentaria Shire,140,2022-05-10
Cassowary Coast Regional,3826,2022-05-10
Central Highlands Regional,1525,2022-05-10
Charters Towers Regional,260,2022-05-10
Cherbourg Aboriginal Shire,285,2022-05-10
Cloncurry Shire,124,2022-05-10
Cook Shire,827,2022-05-10
Croydon Shire,9,2022-05-10
Diamantina Shire,18,2022-05-10
Doomadgee Aboriginal Shire,154,2022-05-10
Douglas Shire,2243,2022-05-10
Etheridge Shire,27,2022-05-10
Flinders Shire,90,2022-05-10
Fraser Coast Regional,7327,2022-05-10
Gladstone Regional,2980,2022-05-10
Gold Coast City,69441,2022-05-10
Goondiwindi Regional,480,2022-05-10
Gympie Regional,2825,2022-05-10
Hinchinbrook Shire,406,2022-05-10
Hope Vale Aboriginal Shire,244,2022-05-10
Interstate/Other,14301,2022-05-10
Ipswich City,25757,2022-05-10
Isaac Regional,846,2022-05-10
Kowanyama Aboriginal Shire,140,2022-05-10
Livingstone Shire,2196,2022-05-10
Lockhart River Aboriginal Shire,112,2022-05-10
Lockyer Valley Regional,2388,2022-05-10
Logan City,33269,2022-05-10
Longreach Regional,63,2022-05-10
Mackay Regional,9400,2022-05-10
Mapoon Aboriginal Shire,58,2022-05-10
Maranoa Regional,690,2022-05-10
Mareeba Shire,3466,2022-05-10
McKinlay Shire,8,2022-05-10
Moreton Bay Regional,42092,2022-05-10
Mornington Shire,125,2022-05-10
Mount Isa City,679,2022-05-10
Murweh Shire,142,2022-05-10
Napranum Aboriginal Shire,243,2022-05-10
Noosa Shire,4629,2022-05-10
North Burnett Regional,394,2022-05-10
Northern Peninsula Area Regional,629,2022-05-10
Not Supplied,558257,2022-05-10
Palm Island Aboriginal Shire,653,2022-05-10
Paroo Shire,60,2022-05-10
Pormpuraaw Aboriginal Shire,190,2022-05-10
Quilpie Shire,22,2022-05-10
Redland City,13380,2022-05-10
Richmond Shire,29,2022-05-10
Rockhampton Regional,5309,2022-05-10
Scenic Rim Regional,2093,2022-05-10
Somerset Regional,1401,2022-05-10
South Burnett Regional,1107,2022-05-10
Southern Downs Regional,1787,2022-05-10
Sunshine Coast Regional,31022,2022-05-10
Tablelands Regional,3001,2022-05-10
Toowoomba Regional,8582,2022-05-10
Torres Shire,1163,2022-05-10
Torres Strait Island Regional,890,2022-05-10
Townsville City,19252,2022-05-10
Weipa Town,1040,2022-05-10
Western Downs Regional,1149,2022-05-10
Whitsunday Regional,2374,2022-05-10
Winton Shire,21,2022-05-10
Woorabinda Aboriginal Shire,24,2022-05-10
Wujal Wujal Aboriginal Shire,86,2022-05-10
Yarrabah Aboriginal Shire,756,2022-05-10
Total cases,1052748,2022-05-10
