Local Government Area,Total cases,Date
Aurukun Shire,135,2022-08-25
Balonne Shire,449,2022-08-25
Banana Shire,803,2022-08-25
Barcaldine Regional,160,2022-08-25
Barcoo Shire,4,2022-08-25
Blackall Tambo Regional,83,2022-08-25
Boulia Shire,13,2022-08-25
Brisbane City,167074,2022-08-25
Bulloo Shire,12,2022-08-25
Bundaberg Regional,10255,2022-08-25
Burdekin Shire,1460,2022-08-25
Burke Shire,27,2022-08-25
Cairns Regional,48249,2022-08-25
Carpentaria Shire,169,2022-08-25
Cassowary Coast Regional,5615,2022-08-25
Central Highlands Regional,2159,2022-08-25
Charters Towers Regional,1181,2022-08-25
Cherbourg Aboriginal Shire,352,2022-08-25
Cloncurry Shire,182,2022-08-25
Cook Shire,1142,2022-08-25
Croydon Shire,23,2022-08-25
Diamantina Shire,32,2022-08-25
Doomadgee Aboriginal Shire,174,2022-08-25
Douglas Shire,2985,2022-08-25
Etheridge Shire,65,2022-08-25
Flinders Shire,179,2022-08-25
Fraser Coast Regional,12118,2022-08-25
Gladstone Regional,4795,2022-08-25
Gold Coast City,91812,2022-08-25
Goondiwindi Regional,782,2022-08-25
Gympie Regional,4115,2022-08-25
Hinchinbrook Shire,612,2022-08-25
Hope Vale Aboriginal Shire,337,2022-08-25
Interstate/Other,20801,2022-08-25
Ipswich City,33055,2022-08-25
Isaac Regional,1082,2022-08-25
Kowanyama Aboriginal Shire,193,2022-08-25
Livingstone Shire,2976,2022-08-25
Lockhart River Aboriginal Shire,153,2022-08-25
Lockyer Valley Regional,3234,2022-08-25
Logan City,43243,2022-08-25
Longreach Regional,152,2022-08-25
Mackay Regional,13239,2022-08-25
Mapoon Aboriginal Shire,81,2022-08-25
Maranoa Regional,1178,2022-08-25
Mareeba Shire,5337,2022-08-25
McKinlay Shire,21,2022-08-25
Moreton Bay Regional,60613,2022-08-25
Mornington Shire,132,2022-08-25
Mount Isa City,2028,2022-08-25
Murweh Shire,345,2022-08-25
Napranum Aboriginal Shire,274,2022-08-25
Noosa Shire,6535,2022-08-25
North Burnett Regional,690,2022-08-25
Northern Peninsula Area Regional,772,2022-08-25
Not Supplied,900176,2022-08-25
Palm Island Aboriginal Shire,762,2022-08-25
Paroo Shire,92,2022-08-25
Pormpuraaw Aboriginal Shire,227,2022-08-25
Quilpie Shire,45,2022-08-25
Redland City,18451,2022-08-25
Richmond Shire,52,2022-08-25
Rockhampton Regional,6937,2022-08-25
Scenic Rim Regional,3143,2022-08-25
Somerset Regional,1964,2022-08-25
South Burnett Regional,1708,2022-08-25
Southern Downs Regional,3148,2022-08-25
Sunshine Coast Regional,42902,2022-08-25
Tablelands Regional,4671,2022-08-25
Toowoomba Regional,18313,2022-08-25
Torres Shire,1351,2022-08-25
Torres Strait Island Regional,1032,2022-08-25
Townsville City,28772,2022-08-25
Weipa Town,1487,2022-08-25
Western Downs Regional,1714,2022-08-25
Whitsunday Regional,3198,2022-08-25
Winton Shire,46,2022-08-25
Woorabinda Aboriginal Shire,330,2022-08-25
Wujal Wujal Aboriginal Shire,108,2022-08-25
Yarrabah Aboriginal Shire,1050,2022-08-25
Total cases,1595366,2022-08-25
