Local Government Area,Total cases,Date
Aurukun Shire,124,2022-07-29
Balonne Shire,424,2022-07-29
Banana Shire,766,2022-07-29
Barcaldine Regional,143,2022-07-29
Barcoo Shire,3,2022-07-29
Blackall Tambo Regional,77,2022-07-29
Boulia Shire,12,2022-07-29
Brisbane City,154667,2022-07-29
Bulloo Shire,11,2022-07-29
Bundaberg Regional,9687,2022-07-29
Burdekin Shire,1429,2022-07-29
Burke Shire,26,2022-07-29
Cairns Regional,44604,2022-07-29
Carpentaria Shire,164,2022-07-29
Cassowary Coast Regional,5012,2022-07-29
Central Highlands Regional,2076,2022-07-29
Charters Towers Regional,1129,2022-07-29
Cherbourg Aboriginal Shire,343,2022-07-29
Cloncurry Shire,166,2022-07-29
Cook Shire,1028,2022-07-29
Croydon Shire,18,2022-07-29
Diamantina Shire,30,2022-07-29
Doomadgee Aboriginal Shire,163,2022-07-29
Douglas Shire,2776,2022-07-29
Etheridge Shire,62,2022-07-29
Flinders Shire,177,2022-07-29
Fraser Coast Regional,11567,2022-07-29
Gladstone Regional,4686,2022-07-29
Gold Coast City,85781,2022-07-29
Goondiwindi Regional,726,2022-07-29
Gympie Regional,3886,2022-07-29
Hinchinbrook Shire,581,2022-07-29
Hope Vale Aboriginal Shire,316,2022-07-29
Interstate/Other,21028,2022-07-29
Ipswich City,29982,2022-07-29
Isaac Regional,1059,2022-07-29
Kowanyama Aboriginal Shire,192,2022-07-29
Livingstone Shire,2913,2022-07-29
Lockhart River Aboriginal Shire,134,2022-07-29
Lockyer Valley Regional,2999,2022-07-29
Logan City,41071,2022-07-29
Longreach Regional,134,2022-07-29
Mackay Regional,12755,2022-07-29
Mapoon Aboriginal Shire,78,2022-07-29
Maranoa Regional,1108,2022-07-29
Mareeba Shire,4776,2022-07-29
McKinlay Shire,20,2022-07-29
Moreton Bay Regional,55310,2022-07-29
Mornington Shire,132,2022-07-29
Mount Isa City,1874,2022-07-29
Murweh Shire,316,2022-07-29
Napranum Aboriginal Shire,266,2022-07-29
Noosa Shire,6114,2022-07-29
North Burnett Regional,626,2022-07-29
Northern Peninsula Area Regional,749,2022-07-29
Not Supplied,829752,2022-07-29
Palm Island Aboriginal Shire,764,2022-07-29
Paroo Shire,90,2022-07-29
Pormpuraaw Aboriginal Shire,206,2022-07-29
Quilpie Shire,42,2022-07-29
Redland City,16912,2022-07-29
Richmond Shire,50,2022-07-29
Rockhampton Regional,6763,2022-07-29
Scenic Rim Regional,2927,2022-07-29
Somerset Regional,1831,2022-07-29
South Burnett Regional,1581,2022-07-29
Southern Downs Regional,2958,2022-07-29
Sunshine Coast Regional,39253,2022-07-29
Tablelands Regional,4223,2022-07-29
Toowoomba Regional,17163,2022-07-29
Torres Shire,1287,2022-07-29
Torres Strait Island Regional,966,2022-07-29
Townsville City,28272,2022-07-29
Weipa Town,1373,2022-07-29
Western Downs Regional,1578,2022-07-29
Whitsunday Regional,3139,2022-07-29
Winton Shire,41,2022-07-29
Woorabinda Aboriginal Shire,312,2022-07-29
Wujal Wujal Aboriginal Shire,103,2022-07-29
Yarrabah Aboriginal Shire,895,2022-07-29
Total cases,1478777,2022-07-29
