Local Government Area,Total cases,Date
Aurukun Shire,104,2022-07-17
Balonne Shire,337,2022-07-17
Banana Shire,634,2022-07-17
Barcaldine Regional,113,2022-07-17
Barcoo Shire,3,2022-07-17
Blackall Tambo Regional,54,2022-07-17
Boulia Shire,11,2022-07-17
Brisbane City,137643,2022-07-17
Bulloo Shire,8,2022-07-17
Bundaberg Regional,7241,2022-07-17
Burdekin Shire,1204,2022-07-17
Burke Shire,7,2022-07-17
Cairns Regional,42475,2022-07-17
Carpentaria Shire,156,2022-07-17
Cassowary Coast Regional,4711,2022-07-17
Central Highlands Regional,1799,2022-07-17
Charters Towers Regional,295,2022-07-17
Cherbourg Aboriginal Shire,327,2022-07-17
Cloncurry Shire,141,2022-07-17
Cook Shire,955,2022-07-17
Croydon Shire,15,2022-07-17
Diamantina Shire,24,2022-07-17
Doomadgee Aboriginal Shire,159,2022-07-17
Douglas Shire,2674,2022-07-17
Etheridge Shire,57,2022-07-17
Flinders Shire,154,2022-07-17
Fraser Coast Regional,10344,2022-07-17
Gladstone Regional,3355,2022-07-17
Gold Coast City,76552,2022-07-17
Goondiwindi Regional,601,2022-07-17
Gympie Regional,3329,2022-07-17
Hinchinbrook Shire,444,2022-07-17
Hope Vale Aboriginal Shire,289,2022-07-17
Interstate/Other,73345,2022-07-17
Ipswich City,28967,2022-07-17
Isaac Regional,918,2022-07-17
Kowanyama Aboriginal Shire,177,2022-07-17
Livingstone Shire,2452,2022-07-17
Lockhart River Aboriginal Shire,128,2022-07-17
Lockyer Valley Regional,2804,2022-07-17
Logan City,37217,2022-07-17
Longreach Regional,97,2022-07-17
Mackay Regional,10897,2022-07-17
Mapoon Aboriginal Shire,78,2022-07-17
Maranoa Regional,915,2022-07-17
Mareeba Shire,4491,2022-07-17
McKinlay Shire,12,2022-07-17
Moreton Bay Regional,48763,2022-07-17
Mornington Shire,131,2022-07-17
Mount Isa City,754,2022-07-17
Murweh Shire,249,2022-07-17
Napranum Aboriginal Shire,255,2022-07-17
Noosa Shire,5289,2022-07-17
North Burnett Regional,475,2022-07-17
Northern Peninsula Area Regional,673,2022-07-17
Not Supplied,758147,2022-07-17
Palm Island Aboriginal Shire,686,2022-07-17
Paroo Shire,74,2022-07-17
Pormpuraaw Aboriginal Shire,196,2022-07-17
Quilpie Shire,28,2022-07-17
Redland City,15517,2022-07-17
Richmond Shire,35,2022-07-17
Rockhampton Regional,5964,2022-07-17
Scenic Rim Regional,2517,2022-07-17
Somerset Regional,1677,2022-07-17
South Burnett Regional,1314,2022-07-17
Southern Downs Regional,2357,2022-07-17
Sunshine Coast Regional,35042,2022-07-17
Tablelands Regional,3938,2022-07-17
Toowoomba Regional,11607,2022-07-17
Torres Shire,1223,2022-07-17
Torres Strait Island Regional,923,2022-07-17
Townsville City,24976,2022-07-17
Weipa Town,1272,2022-07-17
Western Downs Regional,1348,2022-07-17
Whitsunday Regional,2578,2022-07-17
Winton Shire,27,2022-07-17
Woorabinda Aboriginal Shire,305,2022-07-17
Wujal Wujal Aboriginal Shire,99,2022-07-17
Yarrabah Aboriginal Shire,852,2022-07-17
Total cases,1388004,2022-07-17
