Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-08
Balonne Shire,266,2022-06-08
Banana Shire,583,2022-06-08
Barcaldine Regional,60,2022-06-08
Barcoo Shire,3,2022-06-08
Blackall Tambo Regional,45,2022-06-08
Boulia Shire,11,2022-06-08
Brisbane City,128648,2022-06-08
Bulloo Shire,8,2022-06-08
Bundaberg Regional,6453,2022-06-08
Burdekin Shire,1116,2022-06-08
Burke Shire,7,2022-06-08
Cairns Regional,39179,2022-06-08
Carpentaria Shire,150,2022-06-08
Cassowary Coast Regional,4253,2022-06-08
Central Highlands Regional,1651,2022-06-08
Charters Towers Regional,264,2022-06-08
Cherbourg Aboriginal Shire,297,2022-06-08
Cloncurry Shire,128,2022-06-08
Cook Shire,889,2022-06-08
Croydon Shire,11,2022-06-08
Diamantina Shire,20,2022-06-08
Doomadgee Aboriginal Shire,155,2022-06-08
Douglas Shire,2482,2022-06-08
Etheridge Shire,50,2022-06-08
Flinders Shire,96,2022-06-08
Fraser Coast Regional,8839,2022-06-08
Gladstone Regional,3144,2022-06-08
Gold Coast City,72603,2022-06-08
Goondiwindi Regional,523,2022-06-08
Gympie Regional,3094,2022-06-08
Hinchinbrook Shire,425,2022-06-08
Hope Vale Aboriginal Shire,256,2022-06-08
Interstate/Other,14995,2022-06-08
Ipswich City,27313,2022-06-08
Isaac Regional,877,2022-06-08
Kowanyama Aboriginal Shire,156,2022-06-08
Livingstone Shire,2322,2022-06-08
Lockhart River Aboriginal Shire,122,2022-06-08
Lockyer Valley Regional,2545,2022-06-08
Logan City,35157,2022-06-08
Longreach Regional,74,2022-06-08
Mackay Regional,10334,2022-06-08
Mapoon Aboriginal Shire,62,2022-06-08
Maranoa Regional,775,2022-06-08
Mareeba Shire,4001,2022-06-08
McKinlay Shire,8,2022-06-08
Moreton Bay Regional,45417,2022-06-08
Mornington Shire,126,2022-06-08
Mount Isa City,700,2022-06-08
Murweh Shire,175,2022-06-08
Napranum Aboriginal Shire,249,2022-06-08
Noosa Shire,4923,2022-06-08
North Burnett Regional,435,2022-06-08
Northern Peninsula Area Regional,645,2022-06-08
Not Supplied,676788,2022-06-08
Palm Island Aboriginal Shire,660,2022-06-08
Paroo Shire,64,2022-06-08
Pormpuraaw Aboriginal Shire,193,2022-06-08
Quilpie Shire,23,2022-06-08
Redland City,14430,2022-06-08
Richmond Shire,33,2022-06-08
Rockhampton Regional,5681,2022-06-08
Scenic Rim Regional,2274,2022-06-08
Somerset Regional,1514,2022-06-08
South Burnett Regional,1168,2022-06-08
Southern Downs Regional,2011,2022-06-08
Sunshine Coast Regional,33256,2022-06-08
Tablelands Regional,3418,2022-06-08
Toowoomba Regional,9548,2022-06-08
Torres Shire,1185,2022-06-08
Torres Strait Island Regional,910,2022-06-08
Townsville City,21989,2022-06-08
Weipa Town,1181,2022-06-08
Western Downs Regional,1209,2022-06-08
Whitsunday Regional,2439,2022-06-08
Winton Shire,22,2022-06-08
Woorabinda Aboriginal Shire,87,2022-06-08
Wujal Wujal Aboriginal Shire,91,2022-06-08
Yarrabah Aboriginal Shire,785,2022-06-08
Total cases,1208173,2022-06-08
