Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-18
Balonne Shire,278,2022-06-18
Banana Shire,588,2022-06-18
Barcaldine Regional,68,2022-06-18
Barcoo Shire,3,2022-06-18
Blackall Tambo Regional,46,2022-06-18
Boulia Shire,11,2022-06-18
Brisbane City,130368,2022-06-18
Bulloo Shire,8,2022-06-18
Bundaberg Regional,6673,2022-06-18
Burdekin Shire,1152,2022-06-18
Burke Shire,7,2022-06-18
Cairns Regional,39801,2022-06-18
Carpentaria Shire,153,2022-06-18
Cassowary Coast Regional,4334,2022-06-18
Central Highlands Regional,1688,2022-06-18
Charters Towers Regional,266,2022-06-18
Cherbourg Aboriginal Shire,303,2022-06-18
Cloncurry Shire,128,2022-06-18
Cook Shire,900,2022-06-18
Croydon Shire,13,2022-06-18
Diamantina Shire,20,2022-06-18
Doomadgee Aboriginal Shire,156,2022-06-18
Douglas Shire,2522,2022-06-18
Etheridge Shire,51,2022-06-18
Flinders Shire,100,2022-06-18
Fraser Coast Regional,9450,2022-06-18
Gladstone Regional,3191,2022-06-18
Gold Coast City,73299,2022-06-18
Goondiwindi Regional,533,2022-06-18
Gympie Regional,3160,2022-06-18
Hinchinbrook Shire,432,2022-06-18
Hope Vale Aboriginal Shire,256,2022-06-18
Interstate/Other,15290,2022-06-18
Ipswich City,27697,2022-06-18
Isaac Regional,881,2022-06-18
Kowanyama Aboriginal Shire,158,2022-06-18
Livingstone Shire,2352,2022-06-18
Lockhart River Aboriginal Shire,125,2022-06-18
Lockyer Valley Regional,2603,2022-06-18
Logan City,35511,2022-06-18
Longreach Regional,79,2022-06-18
Mackay Regional,10451,2022-06-18
Mapoon Aboriginal Shire,62,2022-06-18
Maranoa Regional,790,2022-06-18
Mareeba Shire,4130,2022-06-18
McKinlay Shire,9,2022-06-18
Moreton Bay Regional,46134,2022-06-18
Mornington Shire,127,2022-06-18
Mount Isa City,702,2022-06-18
Murweh Shire,178,2022-06-18
Napranum Aboriginal Shire,250,2022-06-18
Noosa Shire,4986,2022-06-18
North Burnett Regional,440,2022-06-18
Northern Peninsula Area Regional,649,2022-06-18
Not Supplied,705035,2022-06-18
Palm Island Aboriginal Shire,663,2022-06-18
Paroo Shire,67,2022-06-18
Pormpuraaw Aboriginal Shire,193,2022-06-18
Quilpie Shire,24,2022-06-18
Redland City,14630,2022-06-18
Richmond Shire,33,2022-06-18
Rockhampton Regional,5751,2022-06-18
Scenic Rim Regional,2322,2022-06-18
Somerset Regional,1543,2022-06-18
South Burnett Regional,1192,2022-06-18
Southern Downs Regional,2057,2022-06-18
Sunshine Coast Regional,33726,2022-06-18
Tablelands Regional,3512,2022-06-18
Toowoomba Regional,9928,2022-06-18
Torres Shire,1185,2022-06-18
Torres Strait Island Regional,910,2022-06-18
Townsville City,22603,2022-06-18
Weipa Town,1196,2022-06-18
Western Downs Regional,1237,2022-06-18
Whitsunday Regional,2458,2022-06-18
Winton Shire,23,2022-06-18
Woorabinda Aboriginal Shire,203,2022-06-18
Wujal Wujal Aboriginal Shire,91,2022-06-18
Yarrabah Aboriginal Shire,805,2022-06-18
Total cases,1245043,2022-06-18
