Local Government Area,Total cases,Date
Aurukun Shire,136,2022-12-31
Balonne Shire,457,2022-12-31
Banana Shire,809,2022-12-31
Barcaldine Regional,164,2022-12-31
Barcoo Shire,4,2022-12-31
Blackall Tambo Regional,83,2022-12-31
Boulia Shire,14,2022-12-31
Brisbane City,168497,2022-12-31
Bulloo Shire,12,2022-12-31
Bundaberg Regional,10497,2022-12-31
Burdekin Shire,1466,2022-12-31
Burke Shire,28,2022-12-31
Cairns Regional,48930,2022-12-31
Carpentaria Shire,170,2022-12-31
Cassowary Coast Regional,5723,2022-12-31
Central Highlands Regional,2172,2022-12-31
Charters Towers Regional,1189,2022-12-31
Cherbourg Aboriginal Shire,391,2022-12-31
Cloncurry Shire,183,2022-12-31
Cook Shire,1164,2022-12-31
Croydon Shire,23,2022-12-31
Diamantina Shire,32,2022-12-31
Doomadgee Aboriginal Shire,175,2022-12-31
Douglas Shire,3033,2022-12-31
Etheridge Shire,68,2022-12-31
Flinders Shire,181,2022-12-31
Fraser Coast Regional,12418,2022-12-31
Gladstone Regional,4822,2022-12-31
Gold Coast City,92424,2022-12-31
Goondiwindi Regional,791,2022-12-31
Gympie Regional,4152,2022-12-31
Hinchinbrook Shire,618,2022-12-31
Hope Vale Aboriginal Shire,339,2022-12-31
Interstate/Other,21028,2022-12-31
Ipswich City,33308,2022-12-31
Isaac Regional,1087,2022-12-31
Kowanyama Aboriginal Shire,196,2022-12-31
Livingstone Shire,2989,2022-12-31
Lockhart River Aboriginal Shire,157,2022-12-31
Lockyer Valley Regional,3285,2022-12-31
Logan City,43554,2022-12-31
Longreach Regional,154,2022-12-31
Mackay Regional,13300,2022-12-31
Mapoon Aboriginal Shire,82,2022-12-31
Maranoa Regional,1208,2022-12-31
Mareeba Shire,5533,2022-12-31
McKinlay Shire,22,2022-12-31
Moreton Bay Regional,61528,2022-12-31
Mornington Shire,136,2022-12-31
Mount Isa City,2051,2022-12-31
Murweh Shire,349,2022-12-31
Napranum Aboriginal Shire,277,2022-12-31
Noosa Shire,6592,2022-12-31
North Burnett Regional,717,2022-12-31
Northern Peninsula Area Regional,774,2022-12-31
Not Supplied,920632,2022-12-31
Palm Island Aboriginal Shire,763,2022-12-31
Paroo Shire,94,2022-12-31
Pormpuraaw Aboriginal Shire,228,2022-12-31
Quilpie Shire,46,2022-12-31
Redland City,18618,2022-12-31
Richmond Shire,51,2022-12-31
Rockhampton Regional,6977,2022-12-31
Scenic Rim Regional,3169,2022-12-31
Somerset Regional,1985,2022-12-31
South Burnett Regional,1736,2022-12-31
Southern Downs Regional,3200,2022-12-31
Sunshine Coast Regional,43147,2022-12-31
Tablelands Regional,4798,2022-12-31
Toowoomba Regional,18505,2022-12-31
Torres Shire,1366,2022-12-31
Torres Strait Island Regional,1050,2022-12-31
Townsville City,28910,2022-12-31
Weipa Town,1507,2022-12-31
Western Downs Regional,1737,2022-12-31
Whitsunday Regional,3215,2022-12-31
Winton Shire,46,2022-12-31
Woorabinda Aboriginal Shire,331,2022-12-31
Wujal Wujal Aboriginal Shire,111,2022-12-31
Yarrabah Aboriginal Shire,1271,2022-12-31
Total cases,1622985,2022-12-31
